"uid","keywords","commands","sources","last_update"
"13-temporals/2-change/6-area-stacked/which-countries-are-most-likely-to-fight-wars.html","war conflict battle death soldiers civilians","geom_bar()","Economist; Peace Research Institute Oslo; Uppsala Conflict Data Program; Centre for Systemic Peace; Maddison Project Database; iCasualties.org; World Bank",2021-11-30
