Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Latin America and the Caribbean,º Latin America and the Caribbean,1961,BiocapTotGHA,6911278.470592546,0,96998497.13548732,163142400.4904675,2224090079.856563,370874052.6571323,2862016308.6102414,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1961,EFConsTotGHA,6911278.470592546,79102934.40311947,84981357.02560647,14620881.628918042,83863492.36841011,206385001.30426088,475864945.2009078,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1962,BiocapTotGHA,7161673.055370069,0,98714777.9409511,162763557.1287727,2218305531.587122,373693410.7949191,2860638950.5071306,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1962,EFConsTotGHA,7161673.055370069,84678329.13800618,82859393.68733555,16779555.233798478,85694163.5642067,200344909.49090958,477518024.16962665,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1963,BiocapTotGHA,7430799.307847839,0,104859839.50445214,162208128.245858,2210250963.743689,375375537.71291757,2860125268.514762,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1963,EFConsTotGHA,7430799.307847839,88381736.08048847,90875263.5950721,17383437.046172213,84693781.92699045,195930297.66015783,484695315.61672866,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1964,BiocapTotGHA,7761664.861015288,0,110284383.9840955,161863687.31813306,2202661893.109507,377814067.3815947,2860385696.6543446,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1964,EFConsTotGHA,7761664.861015288,92227407.92788035,93410450.82929757,18703061.0162175,86709310.22507514,206919866.79245046,505731761.6519364,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1965,BiocapTotGHA,8329390.033499784,0,111685902.16881289,163704842.64302132,2207472668.8162775,381469815.8725395,2872662619.534142,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1965,EFConsTotGHA,8329390.033499784,100266399.34772399,90508100.58176032,17203077.426117316,89533754.01441514,215312086.46126726,521152807.8647837,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1966,BiocapTotGHA,8610855.415114395,0,114600125.07057561,163662042.7960525,2203723678.53695,383777921.2428116,2874374623.0615063,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1966,EFConsTotGHA,8610855.415114395,106771542.47508858,94426064.49278913,19726152.38184705,88986602.55693722,218421494.34743887,536942711.669215,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1967,BiocapTotGHA,9130028.880631525,0,120404010.22619407,163171499.71709567,2197458105.134014,384837899.15398544,2875001543.111929,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1967,EFConsTotGHA,9130028.880631525,113873439.23120695,103853981.36368777,20803305.971833147,91202244.26409544,224903184.05677375,563766183.7682289,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1968,BiocapTotGHA,9291425.927634263,0,119647310.18801488,162769947.9007507,2186856063.8718114,386294480.5094955,2864859228.397704,,null
Latin America and the Caribbean,º Latin America and the Caribbean,1968,EFConsTotGHA,9291425.927634263,125704866.3986684,103285866.67905568,19972977.139051065,95588021.79160206,224803773.48962876,578646931.4256401,,null
