Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
World,º World,1961,BiocapTotGHA,81415523.0336874,0,1407068439.0629,1127656387.10008,5500241155.91641,1495731075.79824,9612112580.91132,3A,null
World,º World,1961,EFConsTotGHA,81415523.0336874,3091747185.26603,1407068439.0629,293855342.099254,1325082429.32061,821056471.0467228,7020225389.829203,3A,null
World,º World,1962,BiocapTotGHA,85701980.3576592,0,1457149563.79895,1125038554.30868,5496288006.84081,1495294079.11549,9659472184.42159,3A,null
World,º World,1962,EFConsTotGHA,85701980.3576592,3226657694.40345,1457149563.79895,307275016.873583,1336347491.01228,828203065.0942974,7241334811.540207,3A,null
World,º World,1963,BiocapTotGHA,88002214.9842121,0,1475963374.92981,1121198988.71896,5486179074.1166,1491360868.8596,9662704521.60918,3A,null
World,º World,1963,EFConsTotGHA,88002214.9842121,3455889072.9497,1475963374.92981,316905241.327308,1349870552.96716,844259936.6690068,7530890393.827196,3A,null
World,º World,1964,BiocapTotGHA,91991432.5399032,0,1515652701.71546,1118818178.18859,5485669705.06143,1491242428.48099,9703374445.98638,3A,null
World,º World,1964,EFConsTotGHA,91991432.5399032,3683485008.02533,1515652701.71546,310618172.259361,1398807202.52172,837449239.1803361,7838003756.242116,3A,null
World,º World,1965,BiocapTotGHA,95013738.2022589,0,1540934134.89815,1114905946.06854,5483845516.8131,1490626675.34914,9725326011.33119,3A,null
World,º World,1965,EFConsTotGHA,95013738.2022589,3883292245.22975,1540934134.89815,334096361.579888,1415254673.48128,857781198.9123275,8126372352.303647,3A,null
World,º World,1966,BiocapTotGHA,102397402.53078,0,1623791584.2694,1114614840.65537,5483893938.09319,1494011384.59056,9818709150.1393,3A,null
World,º World,1966,EFConsTotGHA,102397402.53078,4097508000.58946,1623791584.2694,357376257.223862,1438018103.17795,854236666.1590289,8473328013.95049,3A,null
World,º World,1967,BiocapTotGHA,106342703.085154,0,1656601399.60563,1111274393.76954,5484950536.14605,1494184179.09285,9853353211.69922,3A,null
World,º World,1967,EFConsTotGHA,106342703.085154,4219384461.39995,1656601399.60563,381791448.434791,1460674827.09464,870942854.2948705,8695737693.915031,3A,null
World,º World,1968,BiocapTotGHA,111677940.171149,0,1718866343.83051,1108540017.01452,5471196916.61856,1500950235.54034,9911231453.17508,3A,null
World,º World,1968,EFConsTotGHA,111677940.171149,4469333099.97247,1718866343.83051,405377456.32551,1476694617.09008,871615529.1099852,9053564986.499704,3A,null
World,º World,1969,BiocapTotGHA,114481914.336958,0,1745409194.22218,1100930064.46817,5457085118.68501,1489906981.44411,9907813273.15643,3A,null
World,º World,1969,EFConsTotGHA,114481914.336958,4810554335.33026,1745409194.22218,402594603.962358,1494889506.14057,866775026.5689251,9434704580.561214,3A,null
World,º World,1970,BiocapTotGHA,120437410.310989,0,1793826744.76104,1103341766.59321,5448890575.264,1488793000.07512,9955289497.00437,3A,null
World,º World,1970,EFConsTotGHA,120437410.310989,5284338650.68214,1793826744.76104,409073711.668525,1529773134.17783,864809443.973422,10002259095.573902,3A,null
World,º World,1971,BiocapTotGHA,127028403.86143,0,1849122718.31233,1101319230.93192,5443256797.20113,1494817748.90131,10015544899.2081,3A,null
World,º World,1971,EFConsTotGHA,127028403.86143,5515108199.03364,1849122718.31233,401362482.755818,1549655383.51575,884524151.6593853,10326801339.138376,3A,null
World,º World,1972,BiocapTotGHA,126254410.878033,0,1801816270.75664,1105240608.76092,5432916625.82496,1505032481.67205,9971260397.8926,3A,null
World,º World,1972,EFConsTotGHA,126254410.878033,5794688137.88239,1801816270.75664,420034631.523344,1549884733.56602,910210415.3691349,10602888599.975584,3A,null
World,º World,1973,BiocapTotGHA,135990568.525169,0,1912806601.70721,1098542032.53148,5434861259.0543,1500597995.98803,10082798457.8062,3A,null
World,º World,1973,EFConsTotGHA,135990568.525169,6190023107.78292,1912806601.70721,433169488.148517,1603458606.77743,901074041.1606171,11176522414.101889,3A,null
World,º World,1974,BiocapTotGHA,135102156.491582,0,1861907541.24951,1102215220.13631,5423481206.95618,1511126068.02761,10033832192.8612,3A,null
World,º World,1974,EFConsTotGHA,135102156.491582,6096978879.1049,1861907541.24951,445549655.972629,1604068280.06785,926008673.775282,11069615186.661772,3A,null
World,º World,1975,BiocapTotGHA,139424199.273618,0,1884892286.33856,1101647535.58813,5419119272.07602,1513493369.902,10058576663.1783,3A,null
World,º World,1975,EFConsTotGHA,139424199.273618,6029724797.77852,1884892286.33856,423456077.595705,1567044074.22325,967230786.4400895,11011772221.64979,3A,null
