time,origin,dest,count 
1823,290,142,1 
1823,332,17,1 
1824,3,258,11 
1824,29,258,9 
1824,29,262,1 
1824,34,311,1 
1824,39,230,1 
1824,42,4,2 
1824,42,277,1 
1824,42,307,1 
1824,57,258,11 
1824,74,254,1 
1824,125,4,1 
1824,125,83,1 
1824,167,95,2 
1824,183,142,1 
1824,186,17,15 
1824,186,230,3 
1824,186,258,1 
1824,204,258,5 
1824,255,258,8 
1824,281,4,2 
1824,281,142,2 
1824,287,277,1 
1824,332,17,2 
1824,332,142,1 
1825,3,17,4 
1825,3,258,6 
1825,29,230,1 
1825,29,258,8 
1825,33,142,1 
1825,35,277,2 
1825,42,4,5 
1825,42,95,1 
1825,42,142,1 
1825,42,254,1 
1825,42,277,2 
1825,42,307,2 
1825,42,311,1 
1825,57,17,1 
1825,57,54,1 
1825,57,258,8 
1825,63,4,1 
1825,63,277,3 
1825,88,258,1 
1825,125,4,2 
1825,125,95,2 
1825,125,142,1 
1825,125,193,1 
1825,167,17,1 
1825,183,277,1 
1825,186,17,18 
1825,186,230,5 
1825,186,258,3 
1825,204,258,10 
1825,255,258,8 
1825,266,4,2 
1825,266,142,1 
1825,281,95,1 
1825,281,142,1 
1825,281,195,1 
1825,281,277,1 
1825,287,193,2 
1825,332,17,1 
1825,332,56,2 
1825,332,230,1 
1826,3,17,3 
1826,3,230,1 
1826,3,258,19 
1826,29,258,12 
1826,34,207,1 
1826,39,188,2 
1826,42,4,1 
1826,42,193,1 
1826,42,277,1 
1826,42,307,1 
1826,42,318,1 
1826,57,54,1 
1826,57,230,1 
1826,57,258,17 
1826,61,188,1 
1826,63,4,1 
1826,63,83,1 
1826,63,95,1 
1826,63,254,1 
1826,63,277,2 
1826,70,230,1 
1826,88,258,4 
1826,93,17,1 
1826,124,4,1 
1826,125,83,1 
1826,125,95,1 
1826,183,258,1 
1826,186,17,29 
1826,186,230,7 
1826,186,258,1 
1826,204,258,6 
1826,239,17,1 
1826,239,95,1 
1826,255,258,7 
1826,281,18,1 
1826,281,142,2 
1826,286,188,1 
1826,332,17,3 
1826,332,95,1 
1826,332,230,1 
1826,332,258,1 
1826,332,277,1 
1827,3,17,4 
1827,3,188,1 
1827,3,230,1 
1827,3,258,17 
1827,29,258,12 
1827,29,260,1 
1827,33,17,2 
1827,35,17,1 
1827,42,95,2 
1827,42,193,1 
1827,42,301,1 
1827,57,17,17 
1827,57,46,1 
1827,57,95,1 
1827,57,258,22 
1827,63,142,1 
1827,63,277,1 
1827,75,258,1 
1827,88,17,1 
1827,88,258,3 
1827,93,17,1 
1827,93,230,1 
1827,125,22,1 
1827,153,258,1 
1827,167,17,3 
1827,186,17,16 
1827,186,230,5 
1827,186,258,5 
1827,204,258,5 
1827,255,258,4 
1827,266,193,1 
1827,281,96,1 
1827,281,142,2 
1827,290,17,1 
1828,3,17,7 
1828,3,54,2 
1828,3,142,1 
1828,3,258,11 
1828,29,258,15 
1828,33,95,1 
1828,42,22,1 
1828,42,95,2 
1828,42,142,1 
1828,57,17,6 
1828,57,54,1 
1828,57,258,26 
1828,88,17,1 
1828,88,95,1 
1828,88,258,8 
1828,153,258,2 
1828,167,17,1 
1828,186,17,3 
1828,186,230,1 
1828,186,258,5 
1828,204,258,11 
1828,239,95,1 
1828,250,95,1 
1828,251,95,1 
1828,255,258,10 
1828,281,95,4 
1828,281,142,5 
1828,332,95,1 
1829,3,230,2 
1829,3,258,9 
1829,29,258,11 
1829,34,83,1 
1829,39,188,1 
1829,42,95,1 
1829,42,142,1 
1829,57,17,20 
1829,57,230,1 
1829,57,258,34 
1829,61,17,1 
1829,63,4,1 
1829,63,193,1 
1829,63,300,1 
1829,70,17,1 
1829,88,17,9 
1829,88,258,6 
1829,93,230,1 
1829,125,95,1 
1829,125,142,8 
1829,153,258,1 
1829,167,17,2 
1829,183,258,1 
1829,186,17,9 
1829,186,230,1 
1829,186,258,14 
1829,204,17,1 
1829,204,230,1 
1829,204,258,11 
1829,239,95,1 
1829,250,142,1 
1829,251,142,1 
1829,255,258,10 
1829,263,95,1 
1829,281,142,4 
1829,281,258,1 
1830,3,17,2 
1830,3,258,9 
1830,29,258,10 
1830,42,95,1 
1830,42,142,1 
1830,42,193,1 
1830,42,307,1 
1830,57,17,10 
1830,57,230,1 
1830,57,258,18 
1830,75,188,1 
1830,88,17,4 
1830,88,258,4 
1830,153,258,6 
1830,186,17,7 
1830,186,258,1 
1830,204,258,10 
1830,212,95,1 
1830,255,258,8 
1830,255,293,1 
1830,266,95,1 
1830,281,95,1 
1830,281,142,4 
1830,332,17,1 
1831,3,95,1 
1831,3,142,1 
1831,29,230,1 
1831,42,193,1 
1831,61,207,1 
1831,63,230,1 
1831,75,188,1 
1831,93,17,1 
1831,167,142,1 
1831,250,4,1 
1831,250,142,2 
1831,251,4,1 
1831,251,142,2 
1831,263,195,1 
1831,266,142,1 
1831,281,95,3 
1831,281,142,16 
1831,332,142,2 
1832,65,95,1 
1832,93,17,1 
1832,125,142,1 
1832,167,95,1 
1832,167,154,1 
1832,175,95,1 
1832,250,95,2 
1832,251,95,2 
1832,281,95,1 
1832,281,142,6 
1832,332,142,1 
1833,3,258,1 
1833,29,95,1 
1833,29,201,1 
1833,29,258,1 
1833,33,142,1 
1833,35,17,1 
1833,42,95,2 
1833,93,95,1 
1833,125,95,2 
1833,131,142,1 
1833,167,95,1 
1833,167,142,1 
1833,263,142,1 
1833,281,142,6 
1833,329,160,1 
1833,332,17,1 
1834,29,230,1 
1834,29,258,1 
1834,35,142,1 
1834,57,142,1 
1834,124,258,1 
1834,125,95,1 
1834,125,142,1 
1834,167,142,2 
1834,263,4,1 
1834,281,142,3 
1834,329,201,1 
1834,329,258,1 
1834,329,260,2 
1834,332,17,1 
1834,332,95,2 
1835,3,259,2 
1835,29,259,2 
1835,33,95,1 
1835,42,95,1 
1835,42,142,2 
1835,57,142,6 
1835,88,142,3 
1835,125,95,1 
1835,125,142,2 
1835,131,142,1 
1835,167,17,1 
1835,167,142,1 
1835,175,17,1 
1835,175,142,2 
1835,204,195,1 
1835,250,142,1 
1835,251,142,1 
1835,263,142,1 
1835,281,142,8 
1835,281,254,1 
1835,290,95,1 
1835,329,201,1 
1835,329,260,4 
1835,332,95,2 
1836,3,95,1 
1836,3,237,1 
1836,3,258,1 
1836,29,258,5 
1836,29,259,8 
1836,29,318,1 
1836,35,17,1 
1836,63,195,1 
1836,63,207,1 
1836,88,258,1 
1836,93,17,1 
1836,125,4,1 
1836,125,95,3 
1836,125,135,1 
1836,167,95,1 
1836,204,95,1 
1836,204,142,2 
1836,204,260,1 
1836,204,280,1 
1836,239,135,1 
1836,245,95,1 
1836,250,142,1 
1836,251,142,1 
1836,255,66,1 
1836,255,260,2 
1836,255,280,1 
1836,263,345,1 
1836,281,142,1 
1836,329,66,1 
1836,329,230,1 
1836,329,258,2 
1836,329,259,1 
1836,329,260,5 
1836,332,17,1 
1836,332,95,1 
1836,332,142,1 
1836,332,345,1 
1837,3,95,1 
1837,3,259,2 
1837,29,66,1 
1837,29,187,1 
1837,29,190,1 
1837,29,237,1 
1837,29,258,5 
1837,29,259,8 
1837,29,280,1 
1837,70,66,1 
1837,75,258,1 
1837,88,280,1 
1837,125,95,1 
1837,125,157,1 
1837,125,160,1 
1837,125,207,1 
1837,167,135,1 
1837,167,142,2 
1837,204,66,2 
1837,204,95,3 
1837,204,142,1 
1837,204,182,1 
1837,204,258,1 
1837,204,260,1 
1837,204,312,1 
1837,250,95,2 
1837,250,280,1 
1837,251,95,2 
1837,251,280,1 
1837,255,66,3 
1837,255,150,1 
1837,255,182,1 
1837,255,259,1 
1837,255,279,1 
1837,255,319,1 
1837,266,142,1 
1837,281,280,1 
1837,282,17,1 
1837,287,11,1 
1837,287,254,1 
1837,329,260,1 
1837,329,280,2 
1837,332,17,1 
1837,332,23,1 
1838,3,258,1 
1838,29,152,2 
1838,29,237,1 
1838,29,258,7 
1838,29,259,8 
1838,29,312,1 
1838,35,17,1 
1838,37,95,1 
1838,42,277,1 
1838,57,66,1 
1838,57,152,2 
1838,57,237,2 
1838,57,258,1 
1838,57,259,2 
1838,75,188,1 
1838,75,318,1 
1838,88,66,1 
1838,88,142,1 
1838,88,152,1 
1838,88,237,1 
1838,88,258,1 
1838,88,280,2 
1838,125,95,2 
1838,125,160,1 
1838,125,318,2 
1838,167,17,1 
1838,167,95,2 
1838,167,207,1 
1838,167,277,1 
1838,183,318,1 
1838,204,66,1 
1838,204,95,2 
1838,204,142,2 
1838,204,152,2 
1838,204,259,1 
1838,204,280,1 
1838,250,95,2 
1838,250,270,2 
1838,251,95,2 
1838,251,270,2 
1838,255,19,2 
1838,255,66,4 
1838,255,152,1 
1838,255,237,2 
1838,255,258,1 
1838,255,280,1 
1838,255,312,1 
1838,263,95,1 
1838,263,138,1 
1838,266,95,1 
1838,281,95,1 
1838,281,152,1 
1838,281,280,1 
1838,287,254,1 
1838,287,307,1 
1838,329,182,1 
1838,329,258,2 
1838,335,270,1 
1839,3,138,1 
1839,3,230,1 
1839,3,258,3 
1839,3,280,2 
1839,29,152,1 
1839,29,182,2 
1839,29,228,2 
1839,29,258,10 
1839,29,280,1 
1839,39,157,1 
1839,57,66,2 
1839,57,152,9 
1839,57,188,1 
1839,57,258,4 
1839,75,95,2 
1839,88,95,1 
1839,88,152,1 
1839,88,182,1 
1839,88,237,1 
1839,88,258,2 
1839,88,280,4 
1839,125,95,1 
1839,125,142,1 
1839,153,66,1 
1839,167,17,5 
1839,167,95,6 
1839,167,154,1 
1839,204,66,1 
1839,204,95,5 
1839,204,142,2 
1839,204,150,2 
1839,204,152,1 
1839,204,182,1 
1839,204,190,1 
1839,204,228,1 
1839,204,230,1 
1839,204,258,5 
1839,204,259,1 
1839,204,280,1 
1839,239,95,1 
1839,250,95,2 
1839,251,95,2 
1839,255,19,1 
1839,255,66,6 
1839,255,74,1 
1839,255,150,1 
1839,255,152,3 
1839,255,182,1 
1839,255,187,1 
1839,255,228,1 
1839,255,258,2 
1839,255,260,1 
1839,255,280,1 
1839,263,95,1 
1839,281,17,2 
1839,281,95,5 
1839,329,258,1 
1839,332,17,2 
1839,332,95,1 
1839,332,280,1 
1840,3,182,1 
1840,3,280,2 
1840,29,82,1 
1840,29,230,1 
1840,29,258,7 
1840,29,259,4 
1840,39,95,1 
1840,39,160,1 
1840,57,66,8 
1840,57,95,1 
1840,57,142,1 
1840,57,258,3 
1840,75,95,1 
1840,88,18,1 
1840,88,259,1 
1840,91,95,1 
1840,125,95,2 
1840,131,95,1 
1840,167,17,2 
1840,204,74,2 
1840,204,82,1 
1840,204,95,1 
1840,250,17,2 
1840,250,95,1 
1840,250,188,1 
1840,251,17,2 
1840,251,95,1 
1840,251,188,1 
1840,255,66,1 
1840,255,74,1 
1840,255,258,5 
1840,255,259,1 
1840,255,260,1 
1840,255,280,7 
1840,281,17,1 
1840,281,188,1 
1840,287,95,1 
1840,329,66,1 
1840,332,17,2 
1841,3,66,5 
1841,3,258,1 
1841,29,66,3 
1841,29,96,1 
1841,29,182,2 
1841,29,230,2 
1841,29,258,7 
1841,29,259,2 
1841,29,279,1 
1841,29,280,1 
1841,33,56,1 
1841,39,188,2 
1841,39,277,1 
1841,57,259,2 
1841,75,225,1 
1841,88,142,1 
1841,88,190,1 
1841,125,142,1 
1841,167,18,1 
1841,204,190,1 
1841,204,230,1 
1841,239,18,1 
1841,239,56,1 
1841,239,138,1 
1841,250,17,1 
1841,251,17,1 
1841,255,258,2 
1841,255,280,1 
1841,263,95,1 
1841,281,188,1 
1841,329,258,6 
1841,329,280,1 
1841,332,18,1 
1842,3,66,1 
1842,29,17,1 
1842,29,66,4 
1842,29,182,5 
1842,29,258,1 
1842,29,280,3 
1842,33,259,1 
1842,33,279,1 
1842,39,195,1 
1842,39,277,1 
1842,75,188,1 
1842,124,17,1 
1842,204,230,1 
1842,255,66,1 
1842,255,258,2 
1842,255,259,1 
1842,255,279,1 
1842,255,280,1 
1842,281,17,1 
1842,329,17,2 
1842,329,258,3 
1842,329,260,1 
1842,329,262,1 
1842,329,280,1 
1842,332,95,1 
1843,3,182,1 
1843,29,66,2 
1843,29,74,1 
1843,29,182,2 
1843,29,258,1 
1843,29,259,1 
1843,29,280,2 
1843,33,182,1 
1843,33,195,2 
1843,33,279,1 
1843,33,280,1 
1843,39,195,1 
1843,39,277,1 
1843,57,59,1 
1843,57,66,3 
1843,57,182,1 
1843,57,265,1 
1843,57,280,1 
1843,57,318,1 
1843,75,195,1 
1843,88,66,1 
1843,124,59,1 
1843,125,142,1 
1843,167,17,2 
1843,255,66,1 
1843,255,74,1 
1843,255,258,1 
1843,255,279,1 
1843,255,280,1 
1843,263,56,1 
1843,281,82,1 
1843,329,66,4 
1843,329,152,1 
1843,329,259,1 
1843,329,265,1 
1843,329,280,1 
1843,332,17,1 
1843,332,66,1 
1843,332,279,2 
1844,3,66,1 
1844,3,322,1 
1844,29,66,1 
1844,29,74,3 
1844,29,182,2 
1844,29,258,3 
1844,29,259,1 
1844,57,59,5 
1844,57,66,2 
1844,57,259,2 
1844,88,95,1 
1844,124,59,2 
1844,124,66,3 
1844,124,152,1 
1844,124,280,1 
1844,167,17,12 
1844,167,95,1 
1844,167,182,1 
1844,167,280,1 
1844,255,59,1 
1844,255,259,2 
1844,255,279,1 
1844,329,182,1 
1844,329,237,1 
1844,329,258,1 
1845,3,66,2 
1845,3,182,2 
1845,29,59,2 
1845,29,66,2 
1845,29,182,4 
1845,29,258,2 
1845,29,259,1 
1845,57,59,2 
1845,57,66,3 
1845,57,182,1 
1845,57,258,2 
1845,57,259,2 
1845,57,265,1 
1845,167,17,6 
1845,167,280,1 
1845,204,59,1 
1845,204,74,1 
1845,255,59,1 
1845,263,56,1 
1845,290,59,1 
1845,329,258,6 
1845,332,17,1 
1846,3,182,1 
1846,57,56,1 
1846,57,259,1 
1846,70,17,1 
1846,70,259,2 
1846,124,17,1 
1846,167,17,6 
1846,167,258,1 
1846,329,17,4 
1846,329,258,4 
1846,332,17,5 
1847,3,182,1 
1847,29,258,1 
1847,70,17,1 
1847,124,182,1 
1847,132,230,1 
1847,167,17,6 
1847,175,182,1 
1847,245,17,1 
1847,255,59,1 
1847,329,17,1 
1847,329,74,1 
1847,329,258,4 
1847,332,17,2 
1848,3,59,1 
1848,3,258,1 
1848,3,260,1 
1848,29,258,3 
1848,57,142,1 
1848,88,258,1 
1848,125,17,2 
1848,329,258,4 
1848,332,17,1 
1848,332,56,1 
1849,29,258,1 
1849,29,259,1 
1849,29,260,2 
1849,87,260,1 
1849,88,259,1 
1849,124,154,1 
1849,125,17,1 
1849,167,17,2 
1849,245,17,3 
1850,3,66,2 
1850,3,152,1 
1850,3,259,1 
1850,3,279,1 
1850,29,52,1 
1850,29,182,4 
1850,29,187,1 
1850,29,258,1 
1850,57,59,1 
1850,57,66,2 
1850,57,187,2 
1850,57,260,1 
1850,70,160,1 
1850,88,77,1 
1850,88,106,1 
1850,88,260,2 
1850,125,260,1 
1850,167,17,5 
1850,245,17,2 
1850,255,259,2 
1850,255,260,3 
1851,29,195,1 
1851,29,258,2 
1851,88,17,1 
1851,88,253,1 
1851,88,259,2 
1851,167,259,1 
1851,204,77,2 
1851,255,259,1 
1851,329,258,1 
1852,87,318,1 
1852,88,77,1 
1852,153,77,1 
1852,255,259,1 
1852,287,190,1 
1853,3,95,1 
1853,88,270,1 
1853,88,318,1 
1853,204,56,1 
1853,204,95,2 
1853,332,97,1 
1854,3,318,1 
1854,29,195,1 
1854,88,77,1 
1854,88,154,1 
1854,88,253,1 
1854,88,318,1 
1854,332,18,1 
1855,88,56,1 
1856,29,77,1 
1856,88,270,1 
1856,125,270,1 
1856,186,95,1 
1857,57,95,1 
1857,57,160,1 
1857,87,77,1 
1857,87,95,1 
1857,88,270,1 
1857,175,142,1 
1857,204,95,1 
1857,332,97,1 
1858,3,96,1 
1858,88,77,1 
1858,88,95,4 
1858,88,97,2 
1858,88,127,1 
1858,88,138,1 
1858,88,270,1 
1858,175,190,1 
1859,3,77,1 
1859,88,67,1 
1859,88,95,2 
1859,88,254,1 
1859,88,270,1 
1859,88,318,1 
1859,175,67,1 
1859,204,77,2 
1859,204,147,1 
1859,332,97,1 
1860,57,253,1 
1860,87,195,1 
1860,88,18,1 
1860,88,77,2 
1860,88,95,1 
1860,88,253,1 
1860,332,77,1 
1860,332,185,1 
1860,332,197,1 
1861,88,77,1 
1861,88,95,1 
1861,88,96,1 
1861,88,185,1 
1861,88,270,1 
1861,186,270,1 
1861,329,95,1 
1862,88,22,1 
1862,88,95,1 
1862,332,95,1 
1862,332,154,1 
1863,88,95,1 
1863,332,95,1 
1864,88,95,1 
1865,88,95,1 
