time,origin,dest,count 
1516,88,173,1 
1526,75,95,2 
1527,75,254,1 
1532,75,254,1 
1533,75,254,1 
1545,75,4,1 
1545,75,254,2 
1554,286,254,1 
1560,75,199,1 
1562,75,80,1 
1564,286,254,1 
1564,290,80,1 
1566,248,254,1 
1568,290,261,6 
1569,75,189,1 
1570,75,80,1 
1572,75,142,1 
1573,75,80,1 
1574,75,80,1 
1574,75,254,1 
1574,281,230,1 
1575,75,80,2 
1575,75,254,1 
1575,281,230,1 
1576,75,80,1 
1576,281,230,1 
1577,75,80,1 
1582,75,254,1 
1582,329,17,1 
1583,75,80,1 
1583,75,189,2 
1583,75,254,1 
1583,248,254,1 
1585,75,80,1 
1585,248,80,3 
1586,75,80,3 
1586,75,254,1 
1586,281,254,1 
1587,75,80,2 
1587,248,80,3 
1587,248,254,1 
1588,75,80,1 
1588,248,80,5 
1588,281,80,1 
1588,286,80,3 
1588,286,189,1 
1588,329,80,1 
1588,329,157,1 
1589,75,75,1 
1589,75,80,3 
1589,248,80,5 
1589,286,80,2 
1589,329,80,1 
1590,75,80,1 
1590,75,142,1 
1590,248,80,6 
1590,286,80,1 
1590,329,80,1 
1590,329,95,1 
1591,75,80,2 
1591,248,80,1 
1591,286,80,1 
1591,329,80,1 
1592,248,254,2 
1592,286,80,2 
1592,329,80,1 
1593,75,80,7 
1593,248,80,8 
1593,286,80,3 
1593,329,80,3 
1594,75,80,4 
1594,248,80,2 
1594,286,80,2 
1594,329,80,3 
1595,248,80,3 
1595,286,80,2 
1595,329,80,8 
1596,75,80,2 
1596,248,80,2 
1596,286,80,4 
1596,286,142,1 
1596,329,80,4 
1596,329,261,1 
1597,75,80,6 
1597,75,254,1 
1597,248,80,7 
1597,281,80,2 
1597,286,142,1 
1597,329,80,5 
1597,329,258,1 
1598,75,80,8 
1598,248,80,4 
1598,281,80,2 
1598,286,54,1 
1598,329,80,5 
1599,75,80,4 
1599,248,80,5 
1599,281,80,2 
1599,329,76,1 
1599,329,80,8 
1600,75,80,4 
1600,88,80,1 
1600,248,80,6 
1600,281,80,1 
1600,286,80,1 
1600,329,80,9 
1600,329,277,1 
1601,75,80,3 
1601,248,80,4 
1601,281,80,1 
1601,329,80,10 
1602,329,54,6 
1603,75,189,1 
1603,329,54,4 
1603,329,189,3 
1604,75,189,2 
1604,286,54,1 
1604,329,54,1 
1604,329,189,2 
1604,329,230,1 
1605,329,54,3 
1606,286,54,1 
1607,75,254,1 
1607,329,258,1 
1609,75,80,2 
1609,248,80,3 
1609,281,80,1 
1609,329,80,3 
1610,75,80,5 
1610,248,80,1 
1610,329,80,4 
1610,329,189,1 
1611,75,80,1 
1611,248,80,2 
1611,329,80,1 
1611,329,189,2 
1612,61,80,1 
1612,248,80,1 
1612,281,157,1 
1612,329,80,2 
1612,329,157,1 
1612,329,189,1 
1613,329,54,1 
1613,329,157,3 
1615,248,80,2 
1615,329,80,2 
1616,61,80,1 
1616,75,80,1 
1616,248,80,3 
1616,248,157,1 
1616,329,80,1 
1617,75,80,1 
1617,248,80,6 
1617,281,80,1 
1617,329,80,4 
1617,329,157,1 
1618,75,80,2 
1618,248,80,1 
1618,281,80,2 
1618,286,80,1 
1618,329,80,4 
1619,13,80,2 
1619,75,80,1 
1619,248,80,5 
1619,281,80,2 
1619,329,80,3 
1620,13,80,2 
1620,75,80,1 
1620,248,80,3 
1620,281,80,2 
1620,286,80,1 
1620,329,80,6 
1621,13,80,2 
1621,75,80,2 
1621,248,80,3 
1621,286,80,5 
1621,329,80,10 
1622,13,80,1 
1622,75,80,2 
1622,248,80,2 
1622,281,80,2 
1622,286,80,2 
1622,329,80,13 
1623,13,80,2 
1623,248,80,2 
1623,281,80,1 
1623,286,80,1 
1623,329,4,1 
1623,329,80,1 
1624,248,80,2 
1624,281,80,2 
1624,329,4,1 
1624,329,80,1 
1625,75,80,2 
1625,248,80,3 
1626,61,80,1 
1626,248,80,3 
1626,286,80,1 
1627,75,80,2 
1627,248,80,1 
1627,329,80,1 
1628,61,80,1 
1628,75,80,1 
1628,248,80,2 
1628,281,80,2 
1628,329,80,1 
1629,248,80,5 
1630,248,80,2 
1630,329,230,1 
1631,248,80,2 
1631,329,80,2 
1632,75,80,1 
1632,248,80,2 
1632,329,80,1 
1633,286,80,1 
1633,329,80,6 
1634,286,80,1 
1634,329,80,2 
1635,61,80,3 
1635,75,80,1 
1635,329,80,2 
1636,248,80,1 
1637,13,230,2 
1637,34,230,4 
1637,61,80,1 
1637,329,96,1 
1638,13,230,1 
1638,63,230,2 
1638,75,80,1 
1638,205,230,1 
1638,248,80,1 
1639,13,230,2 
1639,63,230,1 
1639,205,230,4 
1639,248,80,1 
1639,329,142,1 
1640,13,230,4 
1640,63,230,1 
1640,329,95,1 
1641,13,230,2 
1641,61,17,1 
1641,63,230,2 
1641,131,23,1 
1641,329,230,1 
1642,13,230,3 
1642,33,230,1 
1642,63,230,1 
1642,175,230,1 
1642,281,230,5 
1643,1,230,1 
1643,13,230,1 
1643,34,230,1 
1643,63,230,1 
1644,61,17,1 
1644,63,230,1 
1644,250,17,1 
1644,251,17,1 
1644,267,230,1 
1644,281,230,1 
1645,13,230,2 
1645,63,23,1 
1645,63,230,1 
1645,75,23,1 
1645,267,23,1 
1646,13,230,1 
1646,34,23,1 
1646,63,23,5 
1646,267,23,1 
1647,63,23,5 
1647,63,281,1 
1647,267,23,1 
1648,34,23,1 
1649,70,230,1 
1649,75,17,1 
1649,329,54,1 
1649,329,230,1 
1650,70,23,1 
1650,113,230,1 
1651,329,193,1 
1652,34,80,1 
1652,63,23,1 
1652,75,142,1 
1652,212,230,1 
1653,212,4,1 
1653,212,123,1 
1654,13,23,3 
1654,35,23,2 
1654,61,80,1 
1654,63,23,1 
1654,126,23,1 
1654,267,193,1 
1655,35,23,2 
1655,175,215,1 
1655,212,23,1 
1655,329,54,1 
1655,329,80,1 
1656,13,23,1 
1656,13,80,1 
1656,34,23,1 
1656,34,80,2 
1656,70,80,1 
1656,212,80,2 
1657,13,246,2 
1657,34,23,1 
1657,63,23,1 
1657,63,52,1 
1657,212,54,1 
1657,329,54,1 
1658,61,80,1 
1658,63,23,2 
1658,65,116,1 
1658,131,23,1 
1658,212,54,1 
1658,212,116,1 
1658,239,74,1 
1658,329,74,1 
1658,329,76,1 
1659,13,80,1 
1659,13,246,1 
1659,13,261,1 
1659,42,157,1 
1659,267,54,1 
1659,267,246,1 
1660,13,314,1 
1660,33,116,1 
1660,239,54,1 
1661,13,157,1 
1661,33,80,1 
1661,131,113,1 
1661,132,111,1 
1661,132,123,1 
1661,212,193,1 
1662,63,23,1 
1662,75,54,1 
1662,131,23,1 
1662,132,193,1 
1662,175,123,1 
1662,175,261,1 
1662,286,194,1 
1663,13,23,2 
1663,34,4,1 
1663,34,23,1 
1663,63,157,1 
1663,131,23,1 
1663,131,62,1 
1663,186,193,1 
1663,212,111,1 
1664,13,4,1 
1664,13,23,5 
1664,34,23,5 
1664,34,157,1 
1664,34,311,1 
1664,63,23,1 
1664,63,157,1 
1664,126,83,1 
1664,132,83,1 
1664,163,23,1 
1664,175,215,1 
1664,183,23,2 
1664,204,17,1 
1664,212,23,4 
1664,329,193,1 
1664,329,258,1 
1665,13,23,3 
1665,13,157,2 
1665,34,23,1 
1665,34,52,1 
1665,63,23,1 
1665,63,157,1 
1665,63,311,1 
1665,113,305,1 
1665,126,4,1 
1665,131,23,1 
1665,163,23,4 
1665,175,123,1 
1665,212,23,3 
1665,212,157,3 
1665,329,157,1 
1666,13,123,1 
1666,63,23,3 
1666,87,123,1 
1666,163,23,1 
1666,212,23,4 
1666,212,157,1 
1666,212,311,1 
1667,13,4,1 
1667,13,23,2 
1667,13,193,1 
1667,329,80,1 
1668,13,193,1 
1668,63,23,2 
1668,70,311,1 
1668,113,62,1 
1668,131,23,3 
1668,163,23,1 
1668,175,193,1 
1668,186,31,1 
1668,212,311,1 
1668,267,193,1 
1669,13,193,1 
1669,13,246,1 
1669,63,23,1 
1669,113,4,1 
1669,175,311,3 
1669,205,83,1 
1669,205,311,1 
1669,212,123,1 
1669,212,311,1 
1670,13,193,2 
1670,63,23,1 
1670,126,123,1 
1670,175,311,1 
1670,212,62,1 
1670,212,311,1 
1671,13,193,1 
1671,61,62,1 
1671,212,193,1 
1671,212,311,4 
1671,281,173,1 
1671,329,311,2 
1672,186,311,1 
1672,329,23,1 
1673,13,281,1 
1673,286,188,1 
1673,329,188,2 
1674,1,23,2 
1674,13,157,1 
1674,34,23,1 
1674,63,157,1 
1674,113,23,1 
1674,131,23,2 
1674,131,157,1 
1675,13,23,1 
1675,13,157,1 
1675,33,4,1 
1675,34,23,1 
1675,34,52,1 
1675,63,23,1 
1675,71,23,1 
1675,175,311,1 
1675,205,311,1 
1675,212,23,1 
1675,212,95,1 
1675,212,157,1 
1676,13,23,1 
1676,34,23,1 
1676,63,23,2 
1676,63,157,1 
1676,124,17,1 
1676,131,23,2 
1676,131,157,2 
1676,212,23,1 
1676,212,157,2 
1676,286,116,1 
1676,329,23,1 
1676,329,157,1 
1677,33,311,2 
1677,34,23,2 
1677,63,23,1 
1677,63,311,1 
1677,71,157,1 
1677,131,23,3 
1677,131,157,2 
1677,131,311,1 
1677,212,157,2 
1677,286,246,1 
1677,329,23,1 
1677,329,62,1 
1678,13,23,4 
1678,13,311,1 
1678,33,17,1 
1678,63,157,1 
1678,93,17,1 
1678,126,157,1 
1678,131,23,1 
1678,131,157,2 
1678,183,44,1 
1678,212,23,1 
1678,281,17,1 
1678,286,116,1 
1678,329,23,1 
1678,329,76,1 
1678,329,157,1 
1679,13,23,3 
1679,13,157,2 
1679,34,23,1 
1679,61,244,1 
1679,63,23,1 
1679,71,4,1 
1679,71,23,2 
1679,75,80,1 
1679,88,76,1 
1679,93,17,1 
1679,131,4,1 
1679,131,193,1 
1679,131,311,1 
1679,183,23,3 
1679,183,157,2 
1679,204,17,1 
1679,212,23,1 
1679,212,203,1 
1679,286,4,1 
1679,286,121,1 
1679,286,311,1 
1679,329,157,1 
1680,13,23,1 
1680,13,52,1 
1680,13,157,1 
1680,34,157,2 
1680,61,225,1 
1680,63,23,1 
1680,63,52,2 
1680,63,157,1 
1680,71,23,1 
1680,75,76,1 
1680,93,17,2 
1680,126,23,2 
1680,131,23,2 
1680,212,157,1 
1680,281,17,3 
1680,286,170,1 
1680,329,23,1 
1680,329,157,1 
1680,332,157,1 
1681,13,23,1 
1681,13,157,2 
1681,34,4,1 
1681,57,23,1 
1681,57,157,1 
1681,63,23,3 
1681,63,311,1 
1681,71,23,1 
1681,75,230,1 
1681,87,4,1 
1681,93,17,1 
1681,126,23,4 
1681,131,23,2 
1681,131,157,1 
1681,183,23,4 
1681,212,23,2 
1681,281,17,1 
1681,329,23,1 
1681,329,157,1 
1681,332,157,1 
1682,13,23,3 
1682,13,157,2 
1682,13,311,1 
1682,34,52,1 
1682,57,157,1 
1682,63,23,2 
1682,63,157,1 
1682,126,23,4 
1682,131,111,1 
1682,286,311,1 
1682,329,157,1 
1682,332,23,3 
1682,332,83,1 
1682,332,157,1 
1682,332,193,2 
1683,13,311,1 
1683,33,31,1 
1683,33,311,1 
1683,61,23,1 
1683,63,157,1 
1683,63,322,1 
1683,87,311,1 
1683,126,23,3 
1683,126,157,1 
1683,131,23,3 
1683,131,52,1 
1683,183,23,7 
1683,212,4,1 
1683,212,23,2 
1683,212,203,1 
1683,286,83,1 
1683,329,23,2 
1683,329,157,2 
1683,332,23,5 
1683,332,157,4 
1684,13,311,1 
1684,33,302,1 
1684,61,188,1 
1684,63,157,2 
1684,87,311,2 
1684,93,17,2 
1684,113,17,1 
1684,126,23,2 
1684,126,52,1 
1684,126,157,1 
1684,131,17,1 
1684,131,23,1 
1684,131,116,1 
1684,183,23,3 
1684,212,157,2 
1684,281,17,1 
1684,329,23,2 
1684,329,54,1 
1684,329,80,1 
1684,329,157,2 
1684,332,23,7 
1684,332,83,1 
1684,332,157,3 
1685,13,4,2 
1685,13,311,2 
1685,34,23,1 
1685,34,157,1 
1685,63,157,1 
1685,63,311,1 
1685,71,157,1 
1685,87,311,1 
1685,93,17,5 
1685,126,157,1 
1685,131,23,2 
1685,183,23,3 
1685,186,311,1 
1685,212,157,1 
1685,329,23,2 
1685,329,157,1 
1685,332,23,3 
1685,332,157,4 
1686,13,23,1 
1686,13,157,1 
1686,33,157,1 
1686,33,193,1 
1686,57,157,1 
1686,63,23,2 
1686,63,157,1 
1686,63,311,2 
1686,71,23,1 
1686,87,311,1 
1686,93,17,3 
1686,126,157,2 
1686,126,194,1 
1686,126,203,1 
1686,169,311,1 
1686,183,157,1 
1686,329,23,2 
1686,329,83,1 
1686,329,157,4 
1686,332,23,6 
1686,332,157,5 
1687,13,23,1 
1687,34,23,1 
1687,39,123,1 
1687,63,23,3 
1687,63,52,1 
1687,63,157,1 
1687,87,311,1 
1687,93,17,6 
1687,126,23,1 
1687,131,23,1 
1687,183,23,1 
1687,183,157,2 
1687,212,157,1 
1687,329,23,2 
1687,329,157,6 
1687,329,302,1 
1687,332,23,6 
1687,332,157,4 
1687,332,203,1 
1688,13,4,1 
1688,13,311,1 
1688,33,123,1 
1688,63,157,1 
1688,93,17,6 
1688,126,203,1 
1688,131,23,1 
1688,183,203,1 
1688,329,23,1 
1688,332,23,4 
1688,332,193,1 
1688,332,307,1 
1689,34,23,1 
1689,63,157,2 
1689,63,194,1 
1689,87,311,3 
1689,93,17,7 
1689,126,203,1 
1689,131,311,1 
1689,175,311,1 
1689,329,23,1 
1689,329,157,3 
1689,332,23,3 
1689,332,157,2 
1690,63,157,1 
1690,88,52,1 
1690,93,17,10 
1690,204,17,1 
1690,329,23,1 
1690,332,23,1 
1690,332,52,1 
1690,332,157,1 
1691,13,116,1 
1691,13,311,2 
1691,63,157,1 
1691,93,17,11 
1691,126,23,2 
1691,126,157,3 
1691,281,17,1 
1691,329,157,2 
1691,332,23,3 
1691,332,157,1 
1692,13,311,1 
1692,34,157,1 
1692,61,188,1 
1692,93,17,8 
1692,126,23,2 
1692,131,4,1 
1692,131,116,1 
1692,131,193,1 
1692,250,17,1 
1692,251,17,1 
1692,281,17,4 
1692,329,4,1 
1692,329,157,3 
1692,332,23,2 
1692,332,193,1 
1693,1,23,1 
1693,1,157,1 
1693,61,188,2 
1693,63,17,1 
1693,63,23,1 
1693,63,242,1 
1693,87,311,1 
1693,93,17,5 
1693,126,157,1 
1693,131,4,1 
1693,329,307,2 
1693,332,23,1 
1693,332,157,2 
1693,332,307,1 
1694,33,307,1 
1694,75,226,2 
1694,87,116,2 
1694,93,17,7 
1694,126,157,1 
1694,131,23,2 
1694,183,215,1 
1694,281,17,1 
1694,286,193,1 
1694,329,4,1 
1694,329,23,1 
1694,329,157,2 
1694,332,23,2 
1694,332,157,1 
1694,332,307,1 
1695,13,116,1 
1695,34,23,1 
1695,61,188,1 
1695,63,193,1 
1695,63,229,1 
1695,71,23,1 
1695,93,17,13 
1695,126,83,1 
1695,126,123,1 
1695,131,23,3 
1695,250,17,1 
1695,251,17,1 
1695,281,17,1 
1695,332,23,1 
1695,332,157,2 
1696,13,311,1 
1696,63,23,1 
1696,75,188,1 
1696,87,311,1 
1696,93,17,20 
1696,101,307,3 
1696,113,17,1 
1696,126,23,1 
1696,131,23,1 
1696,205,311,1 
1696,329,17,1 
1696,329,23,2 
1696,329,157,1 
1696,332,23,3 
1697,13,116,1 
1697,13,311,1 
1697,34,23,1 
1697,42,230,1 
1697,63,194,1 
1697,71,23,3 
1697,87,311,1 
1697,93,17,23 
1697,126,23,1 
1697,126,52,1 
1697,131,23,5 
1697,175,230,2 
1697,183,215,2 
1697,250,17,3 
1697,251,17,3 
1697,329,62,1 
1697,332,23,1 
1698,13,311,2 
1698,33,307,1 
1698,34,23,1 
1698,34,52,1 
1698,34,157,1 
1698,57,157,1 
1698,57,230,1 
1698,63,17,2 
1698,75,230,1 
1698,87,311,2 
1698,93,17,19 
1698,93,188,1 
1698,126,23,1 
1698,131,23,3 
1698,131,80,1 
1698,131,116,1 
1698,175,230,2 
1698,183,215,4 
1698,250,17,1 
1698,250,80,2 
1698,251,17,1 
1698,251,80,2 
1698,281,17,2 
1698,286,193,1 
1698,287,23,1 
1698,332,23,3 
1699,13,311,1 
1699,29,258,1 
1699,33,80,1 
1699,34,23,1 
1699,42,157,1 
1699,63,17,1 
1699,63,302,1 
1699,93,17,18 
1699,126,23,1 
1699,126,157,2 
1699,131,23,3 
1699,131,307,1 
1699,175,17,1 
1699,250,80,1 
1699,251,80,1 
1699,281,17,3 
1699,329,76,2 
1699,329,302,1 
1699,332,116,1 
1699,332,157,1 
1699,332,307,1 
1700,33,102,1 
1700,33,157,1 
1700,34,157,1 
1700,34,246,1 
1700,63,157,2 
1700,71,157,1 
1700,87,311,1 
1700,93,17,24 
1700,126,23,1 
1700,126,157,2 
1700,131,23,2 
1700,131,116,1 
1700,131,157,3 
1700,175,17,2 
1700,175,193,1 
1700,175,329,1 
1700,183,74,1 
1700,212,157,1 
1700,281,17,1 
1700,329,80,2 
1700,329,302,3 
1700,329,307,1 
1700,332,23,2 
1700,332,80,2 
1700,332,157,1 
1701,29,258,1 
1701,34,157,1 
1701,34,336,2 
1701,57,157,1 
1701,61,188,1 
1701,63,302,1 
1701,71,23,1 
1701,87,4,1 
1701,93,17,21 
1701,126,157,1 
1701,126,291,2 
1701,175,302,1 
1701,212,23,1 
1701,250,17,2 
1701,251,17,2 
1701,290,80,1 
1701,329,23,1 
1701,329,80,1 
1701,329,157,4 
1701,329,302,3 
1701,332,23,1 
1701,332,80,3 
1701,332,157,2 
1701,332,193,1 
1701,332,311,1 
1702,63,23,1 
1702,63,76,1 
1702,63,193,2 
1702,63,194,1 
1702,63,302,1 
1702,71,23,1 
1702,87,116,1 
1702,93,17,22 
1702,93,188,1 
1702,126,157,2 
1702,130,17,1 
1702,131,23,3 
1702,131,157,1 
1702,131,203,1 
1702,212,23,1 
1702,290,311,1 
1702,329,23,4 
1702,329,307,2 
1702,332,157,1 
1702,332,311,2 
1703,30,188,1 
1703,34,157,1 
1703,57,54,1 
1703,71,23,2 
1703,71,123,1 
1703,71,157,2 
1703,71,193,1 
1703,93,17,22 
1703,126,157,1 
1703,126,307,1 
1703,130,80,2 
1703,131,23,2 
1703,131,116,1 
1703,131,157,2 
1703,175,54,1 
1703,175,193,1 
1703,175,336,1 
1703,250,17,1 
1703,251,17,1 
1703,329,307,1 
1703,332,23,2 
1703,332,311,1 
1704,33,102,1 
1704,34,123,1 
1704,57,54,1 
1704,63,194,1 
1704,71,23,2 
1704,87,311,1 
1704,93,17,18 
1704,126,193,1 
1704,130,80,1 
1704,131,23,3 
1704,131,157,7 
1704,329,80,1 
1704,332,23,4 
1704,332,157,6 
1704,332,311,1 
1705,63,157,2 
1705,63,336,1 
1705,71,9,1 
1705,71,23,2 
1705,71,52,1 
1705,71,336,2 
1705,93,17,16 
1705,126,157,1 
1705,126,256,1 
1705,131,31,1 
1705,131,157,4 
1705,131,311,1 
1705,281,17,1 
1705,286,4,1 
1705,332,23,1 
1705,332,54,2 
1705,332,80,1 
1705,332,157,3 
1705,332,193,2 
1705,332,311,1 
1706,63,157,1 
1706,71,23,2 
1706,93,17,22 
1706,126,23,1 
1706,126,194,1 
1706,131,23,3 
1706,131,157,9 
1706,131,203,1 
1706,286,193,1 
1706,329,157,1 
1706,332,23,4 
1706,332,157,2 
1706,332,193,1 
1706,332,311,1 
1706,332,336,1 
1707,63,17,3 
1707,87,311,1 
1707,93,17,34 
1707,126,157,1 
1707,126,194,1 
1707,131,23,1 
1707,131,157,7 
1707,175,307,1 
1707,287,157,1 
1707,329,157,1 
1707,332,23,1 
1707,332,116,1 
1707,332,157,1 
1707,332,193,1 
1707,332,311,1 
1708,30,188,1 
1708,57,54,1 
1708,63,17,2 
1708,71,23,4 
1708,71,71,1 
1708,71,157,2 
1708,87,311,1 
1708,93,17,19 
1708,126,194,1 
1708,131,23,1 
1708,131,157,7 
1708,131,194,1 
1708,329,157,1 
1708,332,23,1 
1708,332,54,1 
1708,332,84,1 
1708,332,157,4 
1708,332,193,1 
1708,332,246,1 
1708,332,311,2 
1709,29,230,1 
1709,33,17,1 
1709,63,17,2 
1709,63,102,1 
1709,63,307,2 
1709,71,23,2 
1709,72,135,1 
1709,72,193,1 
1709,93,17,23 
1709,126,123,1 
1709,126,160,1 
1709,126,194,1 
1709,131,23,1 
1709,131,123,1 
1709,131,242,1 
1709,175,307,1 
1709,186,160,1 
1709,329,157,1 
1709,329,307,2 
1709,332,83,1 
1709,332,160,1 
1709,332,193,2 
1709,332,311,1 
1709,334,311,1 
1710,1,160,1 
1710,63,17,6 
1710,63,256,1 
1710,71,23,1 
1710,71,80,1 
1710,71,193,1 
1710,71,242,1 
1710,72,160,1 
1710,87,311,1 
1710,93,17,17 
1710,131,23,1 
1710,131,52,1 
1710,131,157,1 
1710,131,160,5 
1710,250,17,1 
1710,251,17,1 
1710,329,307,2 
1710,332,23,1 
1710,332,80,1 
1710,332,157,1 
1710,332,160,3 
1710,332,193,4 
1710,332,246,1 
1710,332,311,1 
1711,71,23,2 
1711,71,52,1 
1711,72,17,3 
1711,93,17,23 
1711,113,17,1 
1711,126,160,1 
1711,130,246,1 
1711,131,23,2 
1711,131,85,1 
1711,131,123,1 
1711,131,157,1 
1711,131,160,9 
1711,329,160,1 
1711,329,193,1 
1711,332,160,1 
1711,332,193,1 
1712,61,17,1 
1712,63,17,5 
1712,72,17,3 
1712,93,17,23 
1712,130,123,2 
1712,131,23,2 
1712,131,157,1 
1712,131,160,1 
1712,131,242,1 
1712,250,17,1 
1712,251,17,1 
1712,281,17,1 
1712,329,307,2 
1712,332,23,1 
1712,332,54,1 
1712,332,157,1 
1712,332,246,1 
1713,61,17,1 
1713,63,17,3 
1713,63,54,1 
1713,71,23,2 
1713,72,17,4 
1713,93,17,29 
1713,126,23,2 
1713,126,157,1 
1713,131,23,6 
1713,131,52,1 
1713,131,157,2 
1713,131,160,3 
1713,131,242,2 
1713,250,17,1 
1713,251,17,1 
1713,281,17,1 
1713,332,23,2 
1713,332,83,1 
1713,332,157,1 
1713,332,160,1 
1713,332,193,2 
1713,332,231,1 
1713,332,242,1 
1713,332,311,1 
1714,1,193,1 
1714,33,193,1 
1714,57,193,2 
1714,63,17,3 
1714,63,83,1 
1714,63,188,1 
1714,71,9,1 
1714,71,23,2 
1714,71,160,1 
1714,72,4,1 
1714,75,160,1 
1714,93,17,19 
1714,113,4,1 
1714,113,17,2 
1714,124,193,1 
1714,126,23,1 
1714,126,85,1 
1714,131,23,8 
1714,131,160,1 
1714,131,242,2 
1714,156,23,1 
1714,156,193,1 
1714,175,193,1 
1714,184,23,1 
1714,250,17,1 
1714,251,17,1 
1714,281,17,2 
1714,286,242,1 
1714,287,23,1 
1714,329,4,2 
1714,329,157,1 
1714,329,160,3 
1714,329,307,1 
1714,332,17,1 
1714,332,23,1 
1714,332,160,6 
1714,332,193,4 
1714,332,242,1 
1714,332,311,1 
1714,335,193,1 
1715,1,116,1 
1715,30,188,1 
1715,33,84,1 
1715,34,193,1 
1715,42,193,1 
1715,57,54,2 
1715,63,17,4 
1715,63,23,3 
1715,63,193,2 
1715,63,302,1 
1715,71,23,1 
1715,87,31,1 
1715,93,17,21 
1715,93,258,2 
1715,113,17,1 
1715,126,23,1 
1715,126,85,1 
1715,131,4,1 
1715,131,23,7 
1715,131,157,1 
1715,131,193,1 
1715,131,215,1 
1715,156,23,1 
1715,156,193,3 
1715,156,311,1 
1715,175,54,1 
1715,184,23,1 
1715,281,230,1 
1715,329,302,2 
1715,329,307,5 
1715,332,23,1 
1715,332,160,1 
1715,332,193,3 
1715,332,203,1 
1715,332,258,1 
1716,42,83,1 
1716,42,193,1 
1716,57,54,1 
1716,57,84,1 
1716,63,193,4 
1716,71,80,1 
1716,75,17,1 
1716,87,311,1 
1716,93,17,21 
1716,93,258,1 
1716,113,17,3 
1716,126,23,2 
1716,131,4,2 
1716,131,23,6 
1716,131,157,2 
1716,131,160,1 
1716,156,246,1 
1716,175,54,1 
1716,183,23,1 
1716,250,17,3 
1716,251,17,3 
1716,329,23,1 
1716,329,193,1 
1716,329,302,1 
1716,329,307,1 
1716,332,17,1 
1716,332,157,2 
1716,332,193,2 
1716,332,246,1 
1716,332,311,1 
1717,34,23,1 
1717,61,17,1 
1717,71,23,1 
1717,71,157,3 
1717,71,336,1 
1717,75,17,1 
1717,93,17,16 
1717,113,17,1 
1717,113,311,1 
1717,126,23,1 
1717,126,54,1 
1717,126,203,1 
1717,126,256,1 
1717,131,23,5 
1717,131,80,1 
1717,131,157,1 
1717,156,116,1 
1717,175,54,2 
1717,183,23,1 
1717,183,54,1 
1717,204,17,1 
1717,212,23,1 
1717,250,17,2 
1717,251,17,2 
1717,281,17,3 
1717,329,76,1 
1717,329,302,4 
1717,332,157,1 
1717,332,193,4 
1717,332,246,1 
1717,332,311,2 
1718,1,54,1 
1718,21,6,1 
1718,33,23,1 
1718,33,193,1 
1718,34,336,2 
1718,61,17,1 
1718,63,160,1 
1718,63,336,4 
1718,71,17,1 
1718,71,23,2 
1718,71,160,1 
1718,71,246,1 
1718,93,17,13 
1718,113,17,1 
1718,113,226,1 
1718,113,230,3 
1718,126,23,1 
1718,126,52,1 
1718,126,85,1 
1718,126,256,3 
1718,131,23,2 
1718,131,52,1 
1718,131,85,2 
1718,131,160,2 
1718,131,246,1 
1718,131,277,1 
1718,156,116,1 
1718,156,160,1 
1718,183,17,1 
1718,183,23,2 
1718,212,336,1 
1718,281,17,1 
1718,329,54,2 
1718,329,302,2 
1718,329,307,2 
1718,332,17,3 
1718,332,54,2 
1718,332,142,1 
1718,332,157,1 
1718,332,160,1 
1718,332,193,1 
1718,332,230,1 
1718,332,246,2 
1718,332,311,1 
1719,13,311,1 
1719,42,336,1 
1719,61,230,1 
1719,63,17,1 
1719,63,85,1 
1719,63,160,1 
1719,63,203,1 
1719,63,336,6 
1719,71,23,2 
1719,87,311,1 
1719,93,17,9 
1719,113,17,4 
1719,113,230,7 
1719,126,179,1 
1719,131,23,3 
1719,131,160,3 
1719,131,336,1 
1719,156,23,1 
1719,156,160,1 
1719,175,302,2 
1719,175,311,1 
1719,183,54,1 
1719,183,160,1 
1719,183,336,1 
1719,281,17,2 
1719,329,23,1 
1719,329,76,1 
1719,329,302,1 
1719,329,307,1 
1719,329,336,1 
1719,332,17,3 
1719,332,23,1 
1719,332,178,2 
1719,332,193,3 
1719,332,258,1 
1719,332,311,1 
1720,35,23,1 
1720,63,157,1 
1720,63,336,6 
1720,71,4,2 
1720,71,50,1 
1720,71,160,1 
1720,71,229,1 
1720,87,302,2 
1720,93,17,9 
1720,93,226,1 
1720,113,17,1 
1720,113,226,2 
1720,113,230,4 
1720,126,157,1 
1720,131,23,3 
1720,131,157,4 
1720,131,160,2 
1720,131,230,1 
1720,131,242,1 
1720,131,336,1 
1720,183,256,1 
1720,281,17,1 
1720,286,178,1 
1720,329,157,1 
1720,329,305,1 
1720,332,17,9 
1720,332,157,1 
1720,332,193,6 
1720,332,230,3 
1720,332,311,2 
1721,30,193,1 
1721,57,36,1 
1721,57,52,1 
1721,57,193,2 
1721,63,137,1 
1721,63,336,3 
1721,71,52,1 
1721,71,230,1 
1721,87,116,1 
1721,87,302,1 
1721,93,17,16 
1721,93,258,1 
1721,113,230,5 
1721,126,336,2 
1721,131,157,1 
1721,131,160,1 
1721,131,193,1 
1721,131,336,2 
1721,183,215,1 
1721,183,336,4 
1721,286,178,1 
1721,286,193,1 
1721,329,4,1 
1721,329,31,1 
1721,329,135,1 
1721,332,17,5 
1721,332,23,1 
1721,332,36,3 
1721,332,193,6 
1721,332,230,1 
1721,332,258,1 
