temp,rh,HI,threshold
120,82,302.9440038600003,4
120,83,306.9233048800003,4
120,84,310.94033636000006,4
120,85,314.99509830000017,4
120,86,319.08759070000025,4
120,87,323.21781356000025,4
120,88,327.38576688000046,4
120,89,331.59145066000065,4
120,90,335.8348649000005,4
120,91,340.1160096000003,4
120,92,344.4348847600006,4
120,93,348.79149038000054,4
120,94,353.1858264600005,4
120,95,357.6178930000003,4
120,96,362.08769000000063,4
120,97,366.5952174600007,4
120,98,371.14047538000034,4
120,99,375.7234637600006,4
120,100,380.34418260000035,4
119,10,114.44834994000001,2
119,11,115.63422297999999,2
119,12,116.85707206000004,2
119,13,118.11689718000012,2
119,14,119.41369834000004,2
119,15,120.74747554000002,2
119,16,122.11822878,2
119,17,123.52595806000004,2
119,18,124.97066338000008,2
119,19,126.45234474000002,3
119,20,127.97100213999997,3
119,21,129.52663558,3
119,22,131.11924506,3
119,23,132.74883058000006,3
119,24,134.41539213999997,3
119,25,136.11892974000006,3
119,26,137.85944338000013,3
119,27,139.63693306,3
119,28,141.45139877999995,3
119,29,143.30284054000006,3
119,30,145.19125834000005,3
119,31,147.11665217999996,3
119,32,149.07902206000006,3
119,33,151.07836797999994,3
119,34,153.11468993999998,3
119,35,155.18798793999997,3
119,36,157.2982619800001,3
119,37,159.44551206000017,3
119,38,161.6297381799998,3
119,39,163.85094034000016,3
119,40,166.10911853999983,4
119,41,168.40427278000004,4
119,42,170.73640306000007,4
119,43,173.10550937999983,4
119,44,175.5115917400001,4
119,45,177.9546501399999,4
119,46,180.43468458000012,4
119,47,182.9516950600002,4
119,48,185.50568157999993,4
119,49,188.09664414000005,4
119,50,190.72458274000005,4
119,51,193.38949737999985,4
119,52,196.09138806000027,4
119,53,198.83025478000002,4
119,54,201.60609753999995,4
119,55,204.41891634,4
119,56,207.26871117999997,4
119,57,210.15548205999997,4
119,58,213.0792289800001,4
119,59,216.03995194000015,4
119,60,219.03765093999982,4
119,61,222.07232598000002,4
119,62,225.14397706,4
119,63,228.25260418000005,4
119,64,231.39820734000017,4
119,65,234.58078653999985,4
119,66,237.80034178,4
119,67,241.05687306,4
119,68,244.35038037999985,4
119,69,247.68086374000012,4
119,70,251.0483231399998,4
119,71,254.4527585800002,4
119,72,257.8941700600002,4
119,73,261.37255757999975,4
119,74,264.8879211400001,4
119,75,268.4402607400003,4
119,76,272.02957637999987,4
119,77,275.65586806000005,4
119,78,279.31913578000024,4
119,79,283.0193795399999,4
119,80,286.7565993399998,4
119,81,290.5307951800004,4
119,82,294.3419670600001,4
119,83,298.19011498000026,4
119,84,302.0752389400001,4
119,85,305.99733893999974,4
119,86,309.9564149799997,4
119,87,313.9524670600003,4
119,88,317.9854951800004,4
119,89,322.05549934,4
119,90,326.1624795399998,4
119,91,330.30643578,4
119,92,334.48736806000016,4
119,93,338.70527638000044,4
119,94,342.9601607400003,4
119,95,347.2520211399998,4
119,96,351.5808575799999,4
119,97,355.94667005999975,4
119,98,360.3494585800005,4
119,99,364.7892231400001,4
119,100,369.2659637400002,4
118,10,113.31722171999998,2
118,11,114.4286338,2
118,12,115.57625954000001,2
118,13,116.76009894000008,2
118,14,117.98015200000003,2
118,15,119.23641872,2
118,16,120.52889909999999,2
118,17,121.85759314,2
118,18,123.22250084000004,2
118,19,124.62362220000003,2
118,20,126.06095721999992,3
118,21,127.53450590000003,3
118,22,129.04426824,3
118,23,130.59024424,3
118,24,132.17243390000002,3
118,25,133.79083722,3
118,26,135.44545420000003,3
118,27,137.13628484,3
118,28,138.86332914000005,3
118,29,140.6265871,3
118,30,142.42605871999996,3
118,31,144.26174400000005,3
118,32,146.13364293999996,3
118,33,148.04175554000005,3
118,34,149.98608180000005,3
118,35,151.96662172,3
118,36,153.98337530000006,3
118,37,156.03634253999988,3
118,38,158.12552344,3
118,39,160.25091800000004,3
118,40,162.41252621999982,3
118,41,164.61034810000004,3
118,42,166.84438363999996,4
118,43,169.11463283999996,4
118,44,171.42109570000008,4
118,45,173.76377221999996,4
118,46,176.14266240000003,4
118,47,178.55776623999998,4
118,48,181.00908373999997,4
118,49,183.4966149000001,4
118,50,186.02035971999993,4
118,51,188.5803181999999,4
118,52,191.17649034000007,4
118,53,193.80887613999988,4
118,54,196.47747560000005,4
118,55,199.1822887200001,4
118,56,201.92331549999997,4
118,57,204.70055594000007,4
118,58,207.51401003999996,4
118,59,210.3636777999999,4
118,60,213.24955922000004,4
118,61,216.17165429999994,4
118,62,219.12996304000006,4
118,63,222.12448544,4
118,64,225.15522149999998,4
118,65,228.22217122,4
118,66,231.32533459999985,4
118,67,234.46471164000016,4
118,68,237.64030234000018,4
118,69,240.8521067000001,4
118,70,244.10012471999988,4
118,71,247.3843563999997,4
118,72,250.70480174000008,4
118,73,254.06146073999975,4
118,74,257.4543333999999,4
118,75,260.88341972000023,4
118,76,264.34871969999995,4
118,77,267.8502333399998,4
118,78,271.3879606400002,4
118,79,274.96190159999986,4
118,80,278.5720562199998,4
118,81,282.2184245000002,4
118,82,285.90100644000006,4
118,83,289.61980203999997,4
118,84,293.3748112999998,4
118,85,297.16603422000003,4
118,86,300.9934707999998,4
118,87,304.8571210400003,4
118,88,308.75698493999994,4
118,89,312.6930624999999,4
118,90,316.6653537199999,4
118,91,320.67385860000013,4
118,92,324.71857713999987,4
118,93,328.79950933999993,4
118,94,332.9166552,4
118,95,337.07001472,4
118,96,341.25958789999993,4
118,97,345.4853747400002,4
118,98,349.7473752400001,4
118,99,354.04558940000004,4
118,100,358.38001721999984,4
117,10,112.19659464,2
117,11,113.23591966000001,2
117,12,114.31068800000001,2
117,13,115.42089966000007,2
117,14,116.56655464000002,2
117,15,117.74765294000002,2
117,16,118.96419456,2
117,17,120.21617950000001,2
117,18,121.50360776000008,2
117,19,122.82647934000003,2
117,20,124.18479423999997,2
117,21,125.57855246,3
117,22,127.00775400000003,3
117,23,128.4723988600001,3
117,24,129.97248703999995,3
117,25,131.50801854,3
117,26,133.07899336000008,3
117,27,134.68541149999996,3
117,28,136.32727295999993,3
117,29,138.00457774000003,3
117,30,139.71732584000006,3
117,31,141.46551726000004,3
117,32,143.24915200000004,3
117,33,145.0682300599999,3
117,34,146.92275143999996,3
117,35,148.81271613999994,3
117,36,150.73812416000004,3
117,37,152.6989755000001,3
117,38,154.69527015999995,3
117,39,156.72700814000012,3
117,40,158.79418943999994,3
117,41,160.89681405999983,3
117,42,163.03488199999998,3
117,43,165.2083932599998,4
117,44,167.41734784000008,4
117,45,169.66174574000013,4
117,46,171.9415869600001,4
117,47,174.25687149999993,4
117,48,176.60759936,4
117,49,178.99377053999984,4
117,50,181.41538504,4
117,51,183.87244285999992,4
117,52,186.36494399999998,4
117,53,188.89288846000017,4
117,54,191.4562762399998,4
117,55,194.05510733999998,4
117,56,196.68938175999983,4
117,57,199.35909950000007,4
117,58,202.06426056000006,4
117,59,204.8048649400001,4
117,60,207.58091264,4
117,61,210.3924036599997,4
117,62,213.23933799999992,4
117,63,216.12171566000018,4
117,64,219.03953663999982,4
117,65,221.99280093999994,4
117,66,224.9815085599999,4
117,67,228.00565950000012,4
117,68,231.06525375999985,4
117,69,234.16029133999976,4
117,70,237.29077223999988,4
117,71,240.45669646,4
117,72,243.65806400000022,4
117,73,246.89487486000021,4
117,74,250.16712903999982,4
117,75,253.47482654000018,4
117,76,256.81796735999984,4
117,77,260.19655150000006,4
117,78,263.6105789600001,4
117,79,267.06004973999995,4
117,80,270.5449638399999,4
117,81,274.06532126,4
117,82,277.62112199999973,4
117,83,281.2123660599999,4
117,84,284.8390534399998,4
117,85,288.5011841400003,4
117,86,292.19875815999995,4
117,87,295.93177549999973,4
117,88,299.70023616000014,4
117,89,303.5041401399999,4
117,90,307.34348744000016,4
117,91,311.21827805999965,4
117,92,315.1285120000002,4
117,93,319.0741892599999,4
117,94,323.05530983999984,4
117,95,327.07187374,4
117,96,331.1238809599999,4
117,97,335.21133150000037,4
117,98,339.3342253599997,4
117,99,343.49256254000016,4
117,100,347.68634303999994,4
116,10,111.08646870000003,2
116,11,112.05608056000008,2
116,12,113.0603574400001,2
116,13,114.09929934000013,2
116,14,115.17290626000009,2
116,15,116.28117820000008,2
116,16,117.42411516000014,2
116,17,118.60171714000016,2
116,18,119.81398414000017,2
116,19,121.06091616000009,2
116,20,122.34251320000006,2
116,21,123.65877526000017,2
116,22,125.00970234000013,3
116,23,126.39529444000011,3
116,24,127.81555156000016,3
116,25,129.27047370000008,3
116,26,130.7600608600003,3
116,27,132.28431304000026,3
116,28,133.8432302400001,3
116,29,135.43681246000014,3
116,30,137.06505970000015,3
116,31,138.7279719600003,3
116,32,140.42554924000024,3
116,33,142.15779154000015,3
116,34,143.9246988600002,3
116,35,145.7262712000002,3
116,36,147.5625085600003,3
116,37,149.43341094000021,3
116,38,151.33897834000015,3
116,39,153.27921076000024,3
116,40,155.2541082000002,3
116,41,157.26367066000012,3
116,42,159.30789814000033,3
116,43,161.38679064000027,3
116,44,163.50034816000024,3
116,45,165.64857070000022,4
116,46,167.83145826000032,4
116,47,170.04901084000028,4
116,48,172.30122844000022,4
116,49,174.58811106000007,4
116,50,176.9096587000002,4
116,51,179.26587136000023,4
116,52,181.65674904000042,4
116,53,184.08229174000033,4
116,54,186.54249946000027,4
116,55,189.03737220000028,4
116,56,191.56690996000015,4
116,57,194.13111274000022,4
116,58,196.72998054000027,4
116,59,199.36351336000024,4
116,60,202.03171120000033,4
116,61,204.73457406000034,4
116,62,207.4721019400004,4
116,63,210.2442948400003,4
116,64,213.0511527600002,4
116,65,215.89267570000038,4
116,66,218.76886366000014,4
116,67,221.67971664000027,4
116,68,224.62523464000034,4
116,69,227.60541766000023,4
116,70,230.62026570000046,4
116,71,233.66977876000047,4
116,72,236.75395684000068,4
116,73,239.87279994000016,4
116,74,243.02630806000022,4
116,75,246.2144812000004,4
116,76,249.43731936000012,4
116,77,252.69482254000022,4
116,78,255.98699074000044,4
116,79,259.3138239600003,4
116,80,262.67532220000015,4
116,81,266.0714854600003,4
116,82,269.5023137400001,4
116,83,272.96780704000025,4
116,84,276.46796536000045,4
116,85,280.0027887000001,4
116,86,283.5722770600006,4
116,87,287.1764304400004,4
116,88,290.81524884000044,4
116,89,294.48873226000035,4
116,90,298.19688070000035,4
116,91,301.93969416000016,4
116,92,305.7171726400004,4
116,93,309.5293161400007,4
116,94,313.3761246600004,4
116,95,317.2575982000004,4
116,96,321.1737367600003,4
116,97,325.12454034000075,4
116,98,329.11000894000017,4
116,99,333.13014256000065,4
116,100,337.18494120000014,4
115,10,109.9868439,2
115,11,110.88911650000004,2
115,12,111.82526786000007,2
115,13,112.79529798000009,2
115,14,113.79920686000003,2
115,15,114.83699450000003,2
115,16,115.90866090000006,2
115,17,117.01420606000008,2
115,18,118.15362998000008,2
115,19,119.32693266000004,2
115,20,120.53411409999997,2
115,21,121.77517430000002,2
115,22,123.05011326000006,2
115,23,124.35893098000008,2
115,24,125.70162746000004,3
115,25,127.07820270000003,3
115,26,128.4886567000002,3
115,27,129.9329894600001,3
115,28,131.41120098000002,3
115,29,132.92329126000004,3
115,30,134.46926030000003,3
115,31,136.04910810000004,3
115,32,137.66283466000013,3
115,33,139.31043998000007,3
115,34,140.99192406000006,3
115,35,142.70728690000004,3
115,36,144.45652850000016,3
115,37,146.2396488600001,3
115,38,148.0566479800001,3
115,39,149.90752586000002,3
115,40,151.79228249999994,3
115,41,153.7109179000002,3
115,42,155.66343206000002,3
115,43,157.64982497999998,3
115,44,159.67009666000013,3
115,45,161.72424710000007,3
115,46,163.8122763000003,3
115,47,165.9341842600002,4
115,48,168.08997098000003,4
115,49,170.2796364600002,4
115,50,172.50318070000012,4
115,51,174.7606037,4
115,52,177.05190546000017,4
115,53,179.3770859800001,4
115,54,181.73614526000003,4
115,55,184.1290833000001,4
115,56,186.55590009999997,4
115,57,189.0165956600001,4
115,58,191.51116998000015,4
115,59,194.0396230600001,4
115,60,196.6019549000003,4
115,61,199.1981655000002,4
115,62,201.82825486000007,4
115,63,204.49222298000032,4
115,64,207.1900698600001,4
115,65,209.9217954999999,4
115,66,212.68739989999995,4
115,67,215.4868830600003,4
115,68,218.32024498000015,4
115,69,221.18748566000022,4
115,70,224.08860509999994,4
115,71,227.0236033000002,4
115,72,229.9924802600005,4
115,73,232.99523598000002,4
115,74,236.03187046000036,4
115,75,239.10238369999988,4
115,76,242.20677570000015,4
115,77,245.34504646000025,4
115,78,248.5171959800004,4
115,79,251.72322426000002,4
115,80,254.96313130000004,4
115,81,258.23691710000037,4
115,82,261.5445816600004,4
115,83,264.88612498000026,4
115,84,268.26154706,4
115,85,271.6708479000005,4
115,86,275.11402750000013,4
115,87,278.5910858600002,4
115,88,282.10202298000036,4
115,89,285.6468388600001,4
115,90,289.22553350000044,4
115,91,292.8381069000002,4
115,92,296.4845590600005,4
115,93,300.16488998000034,4
115,94,303.8790996600004,4
115,95,307.6271881000006,4
115,96,311.4091553000003,4
115,97,315.22500126000045,4
115,98,319.0747259800006,4
115,99,322.95832946000024,4
115,100,326.87581170000055,4
114,10,108.89772023999998,2
114,11,109.73502748000004,2
114,12,110.60541926000005,2
114,13,111.50889558000006,2
114,14,112.44545644000003,2
114,15,113.41510184000003,2
114,16,114.41783178000007,2
114,17,115.45364626000008,2
114,18,116.52254528000006,2
114,19,117.62452884000005,2
114,20,118.75959693999995,2
114,21,119.92774958000012,2
114,22,121.12898676000009,2
114,23,122.36330848000006,2
114,24,123.63071474,2
114,25,124.93120554000002,2
114,26,126.26478088000012,3
114,27,127.63144076000012,3
114,28,129.0311851800001,3
114,29,130.46401414000007,3
114,30,131.9299276400001,3
114,31,133.42892568000016,3
114,32,134.96100826000009,3
114,33,136.52617538000004,3
114,34,138.12442704,3
114,35,139.75576324000014,3
114,36,141.42018398000013,3
114,37,143.11768926000013,3
114,38,144.8482790800001,3
114,39,146.61195344000015,3
114,40,148.4087123399999,3
114,41,150.23855578000007,3
114,42,152.10148376000012,3
114,43,153.99749628,3
114,44,155.92659334000004,3
114,45,157.8887749399999,3
114,46,159.88404108000015,3
114,47,161.9123917600002,3
114,48,163.97382698,3
114,49,166.06834674000004,4
114,50,168.19595103999998,4
114,51,170.35663987999988,4
114,52,172.55041326000014,4
114,53,174.77727117999996,4
114,54,177.03721364000018,4
114,55,179.3302406400001,4
114,56,181.65635217999997,4
114,57,184.01554826000023,4
114,58,186.40782888000007,4
114,59,188.83319404000008,4
114,60,191.2916437400001,4
114,61,193.78317797999998,4
114,62,196.30779676000014,4
114,63,198.86550007999992,4
114,64,201.45628794000015,4
114,65,204.08016034000013,4
114,66,206.73711727999995,4
114,67,209.42715876000005,4
114,68,212.15028478000002,4
114,69,214.90649534000022,4
114,70,217.69579044000022,4
114,71,220.51817008000006,4
114,72,223.37363425999993,4
114,73,226.26218297999992,4
114,74,229.18381623999989,4
114,75,232.1385340400003,4
114,76,235.1263363799999,4
114,77,238.14722325999998,4
114,78,241.20119468000036,4
114,79,244.28825064000029,4
114,80,247.40839113999988,4
114,81,250.5616161800002,4
114,82,253.74792576000033,4
114,83,256.96731988000033,4
114,84,260.2197985400003,4
114,85,263.50536174,4
114,86,266.8240094800003,4
114,87,270.17574176000016,4
114,88,273.56055858000025,4
114,89,276.97845994000045,4
114,90,280.42944583999997,4
114,91,283.91351628,4
114,92,287.4306712600002,4
114,93,290.9809107800004,4
114,94,294.5642348400005,4
114,95,298.1806434399998,4
114,96,301.8301365800002,4
114,97,305.5127142600005,4
114,98,309.2283764800004,4
114,99,312.97712324000076,4
114,100,316.75895454,4
113,10,107.81909772000006,2
113,11,108.5938135000001,2
113,12,109.40081164000006,2
113,13,110.24009214000009,2
113,14,111.11165500000001,2
113,15,112.01550022000008,2
113,16,112.95162780000011,2
113,17,113.92003774000003,2
113,18,114.92073004000005,2
113,19,115.95370470000005,2
113,20,117.01896172000006,2
113,21,118.11650110000005,2
113,22,119.24632284000009,2
113,23,120.40842694000011,2
113,24,121.6028134000001,2
113,25,122.82948222000006,2
113,26,124.08843340000011,2
113,27,125.37966694000004,3
113,28,126.70318284000007,3
113,29,128.0589811000001,3
113,30,129.44706172000008,3
113,31,130.86742470000007,3
113,32,132.32007004000008,3
113,33,133.8049977400001,3
113,34,135.32220779999992,3
113,35,136.87170022000012,3
113,36,138.45347500000017,3
113,37,140.06753214000014,3
113,38,141.71387164000015,3
113,39,143.39249350000009,3
113,40,145.10339772000017,3
113,41,146.84658429999996,3
113,42,148.62205324000004,3
113,43,150.42980454000008,3
113,44,152.26983820000018,3
113,45,154.14215422000024,3
113,46,156.04675260000027,3
113,47,157.98363334000013,3
113,48,159.9527964400002,3
113,49,161.9542419,3
113,50,163.9879697200002,3
113,51,166.05397990000012,4
113,52,168.15227244000022,4
113,53,170.28284734000027,4
113,54,172.4457046000001,4
113,55,174.6408442200002,4
113,56,176.8682662,4
113,57,179.12797054000015,4
113,58,181.4199572400003,4
113,59,183.74422630000026,4
113,60,186.10077772000028,4
113,61,188.4896114999999,4
113,62,190.91072764000006,4
113,63,193.36412614000042,4
113,64,195.84980700000023,4
113,65,198.36777022000015,4
113,66,200.9180158000001,4
113,67,203.50054374000027,4
113,68,206.11535404000017,4
113,69,208.76244669999988,4
113,70,211.4418217200002,4
113,71,214.15347910000006,4
113,72,216.8974188400001,4
113,73,219.67364094000052,4
113,74,222.48214540000032,4
113,75,225.32293222000035,4
113,76,228.19600140000009,4
113,77,231.1013529400002,4
113,78,234.03898684000035,4
113,79,237.00890310000008,4
113,80,240.01110172000028,4
113,81,243.0455827000001,4
113,82,246.1123460399999,4
113,83,249.21139174000035,4
113,84,252.34271980000005,4
113,85,255.5063302200002,4
113,86,258.7022230000002,4
113,87,261.9303981400002,4
113,88,265.19085564000045,4
113,89,268.48359550000043,4
113,90,271.80861772000026,4
113,91,275.1659223000005,4
113,92,278.5555092400005,4
113,93,281.97737854,4
113,94,285.4315302000001,4
113,95,288.91796422000004,4
113,96,292.4366806000003,4
113,97,295.98767934,4
113,98,299.5709604400001,4
113,99,303.1865239000001,4
113,100,306.83436972000004,4
112,10,106.75097634000005,2
112,11,107.46547456000009,2
112,12,108.21144500000003,2
112,13,108.98888766000005,2
112,14,109.79780253999998,2
112,15,110.63818964000005,2
112,16,111.51004896000008,2
112,17,112.41338050000003,2
112,18,113.34818426000002,2
112,19,114.31446024,2
112,20,115.31220844000005,2
112,21,116.34142886000012,2
112,22,117.40212150000009,2
112,23,118.49428636000002,2
112,24,119.61792344000004,2
112,25,120.77303273999998,2
112,26,121.95961426000005,2
112,27,123.17766800000001,2
112,28,124.42719396000003,2
112,29,125.70819214000002,3
112,30,127.02066254000005,3
112,31,128.36460516000008,3
112,32,129.74002000000004,3
112,33,131.14690706000002,3
112,34,132.58526634000006,3
112,35,134.05509784000003,3
112,36,135.55640156000015,3
112,37,137.0891775000001,3
112,38,138.65342566000007,3
112,39,140.2491460400002,3
112,40,141.87633864000003,3
112,41,143.53500346000004,3
112,42,145.22514050000007,3
112,43,146.94674976000016,3
112,44,148.69983124000026,3
112,45,150.4843849400001,3
112,46,152.30041086000023,3
112,47,154.14790900000003,3
112,48,156.02687935999995,3
112,49,157.93732193999998,3
112,50,159.8792367399999,3
112,51,161.85262376000014,3
112,52,163.85748300000023,3
112,53,165.89381446000004,4
112,54,167.96161814000016,4
112,55,170.06089404,4
112,56,172.19164216000007,4
112,57,174.3538625000002,4
112,58,176.54755505999998,4
112,59,178.7727198400001,4
112,60,181.02935684000013,4
112,61,183.31746606000019,4
112,62,185.6370475000002,4
112,63,187.98810116000024,4
112,64,190.3706270400003,4
112,65,192.78462514,4
112,66,195.23009546000014,4
112,67,197.707038,4
112,68,200.21545276000018,4
112,69,202.75533974000012,4
112,70,205.32669894000009,4
112,71,207.92953036000017,4
112,72,210.56383400000024,4
112,73,213.2296098599999,4
112,74,215.9268579400003,4
112,75,218.65557824000007,4
112,76,221.41577076000013,4
112,77,224.20743549999992,4
112,78,227.03057246000026,4
112,79,229.8851816400002,4
112,80,232.77126304000018,4
112,81,235.68881666000016,4
112,82,238.63784250000003,4
112,83,241.6183405600004,4
112,84,244.63031084000045,4
112,85,247.67375334000025,4
112,86,250.74866806000017,4
112,87,253.85505500000033,4
112,88,256.9929141600001,4
112,89,260.1622455400003,4
112,90,263.3630491400002,4
112,91,266.5953249600003,4
112,92,269.85907300000025,4
112,93,273.1542932600002,4
112,94,276.4809857400002,4
112,95,279.83915044,4
112,96,283.22878735999984,4
112,97,286.64989650000007,4
112,98,290.1024778599998,4
112,99,293.58653144000004,4
112,100,297.10205723999985,4
111,10,105.69335610000006,2
111,11,106.35001066000008,2
111,12,107.03731934000004,2
111,13,107.75528214000006,2
111,14,108.50389906000001,2
111,15,109.28317010000009,2
111,16,110.09309526000011,2
111,17,110.93367454000008,2
111,18,111.80490794000009,2
111,19,112.70679546000005,2
111,20,113.63933710000012,2
111,21,114.60253286000008,2
111,22,115.59638274000012,2
111,23,116.6208867400001,2
111,24,117.67604486000012,2
111,25,118.76185710000011,2
111,26,119.87832346000016,2
111,27,121.02544394000009,2
111,28,122.2032185400001,2
111,29,123.41164726000011,2
111,30,124.65073010000012,2
111,31,125.92046706000008,3
111,32,127.22085814000009,3
111,33,128.55190334000017,3
111,34,129.91360266,3
111,35,131.30595610000017,3
111,36,132.72896366000026,3
111,37,134.18262534000024,3
111,38,135.66694114000018,3
111,39,137.18191106000012,3
111,40,138.72753510000027,3
111,41,140.3038132600001,3
111,42,141.91074554,3
111,43,143.5483319399999,3
111,44,145.2165724600001,3
111,45,146.9154671000001,3
111,46,148.64501586000026,3
111,47,150.40521874000012,3
111,48,152.19607574000017,3
111,49,154.01758686000022,3
111,50,155.86975210000023,3
111,51,157.75257146,3
111,52,159.66604494000023,3
111,53,161.61017254000024,3
111,54,163.58495426000005,3
111,55,165.59039010000026,4
111,56,167.62648005999995,4
111,57,169.69322414,4
111,58,171.79062234000023,4
111,59,173.91867466000008,4
111,60,176.07738110000025,4
111,61,178.26674166000004,4
111,62,180.48675634000006,4
111,63,182.73742514000034,4
111,64,185.01874806000012,4
111,65,187.33072510000017,4
111,66,189.67335626000008,4
111,67,192.04664154000022,4
111,68,194.45058094000018,4
111,69,196.8851744600001,4
111,70,199.35042210000032,4
111,71,201.84632386000004,4
111,72,204.37287974000031,4
111,73,206.93008974000014,4
111,74,209.5179538600003,4
111,75,212.13647210000022,4
111,76,214.78564446000013,4
111,77,217.4654709400005,4
111,78,220.17595154000043,4
111,79,222.91708626000016,4
111,80,225.68887510000047,4
111,81,228.4913180600003,4
111,82,231.32441514000004,4
111,83,234.18816634000063,4
111,84,237.08257165999996,4
111,85,240.0076311000003,4
111,86,242.96334466000002,4
111,87,245.94971234000053,4
111,88,248.96673414000034,4
111,89,252.0144100600005,4
111,90,255.09274010000027,4
111,91,258.20172426,4
111,92,261.34136254000043,4
111,93,264.51165494000077,4
111,94,267.71260146000026,4
111,95,270.94420210000055,4
111,96,274.20645686000046,4
111,97,277.49936574000003,4
111,98,280.8229287400006,4
111,99,284.1771458600005,4
111,100,287.5620171000006,4
110,10,104.64623700000011,2
110,11,105.24742180000007,2
110,12,105.87843466000002,2
110,13,106.53927558000012,2
110,14,107.22994456000005,2
110,15,107.95044160000012,2
110,16,108.70076670000009,2
110,17,109.48091986000003,2
110,18,110.29090108000007,2
110,19,111.13071036000008,2
110,20,112.00034770000015,2
110,21,112.89981310000013,2
110,22,113.8291065600001,2
110,23,114.78822808000008,2
110,24,115.77717766000006,2
110,25,116.79595530000006,2
110,26,117.84456100000016,2
110,27,118.9229947600001,2
110,28,120.03125657999996,2
110,29,121.16934646000007,2
110,30,122.33726440000012,2
110,31,123.5350104000001,2
110,32,124.7625844600001,2
110,33,126.01998658000001,3
110,34,127.30721676000009,3
110,35,128.62427500000013,3
110,36,129.9711613,3
110,37,131.34787565999994,3
110,38,132.75441808000005,3
110,39,134.1907885600002,3
110,40,135.65698710000024,3
110,41,137.15301370000012,3
110,42,138.6788683600001,3
110,43,140.23455108000002,3
110,44,141.82006186000024,3
110,45,143.4354007,3
110,46,145.08056760000008,3
110,47,146.7555625600001,3
110,48,148.46038558000006,3
110,49,150.1950366600003,3
110,50,151.95951580000008,3
110,51,153.75382300000015,3
110,52,155.5779582600003,3
110,53,157.43192158000014,3
110,54,159.3157129600002,3
110,55,161.2293324000002,3
110,56,163.17277990000002,3
110,57,165.1460554600003,4
110,58,167.14915908000006,4
110,59,169.18209076000025,4
110,60,171.24485050000027,4
110,61,173.3374383000001,4
110,62,175.4598541600003,4
110,63,177.61209808000024,4
110,64,179.79417006000017,4
110,65,182.00607010000022,4
110,66,184.24779819999998,4
110,67,186.51935436000034,4
110,68,188.82073858,4
110,69,191.15195086000026,4
110,70,193.51299120000016,4
110,71,195.9038596,4
110,72,198.3245560600002,4
110,73,200.7750805800002,4
110,74,203.25543316,4
110,75,205.76561380000012,4
110,76,208.30562250000023,4
110,77,210.87545926000024,4
110,78,213.47512408000043,4
110,79,216.10461696000021,4
110,80,218.7639379000003,4
110,81,221.45308690000022,4
110,82,224.1720639600004,4
110,83,226.92086908000022,4
110,84,229.6995022600003,4
110,85,232.50796350000022,4
110,86,235.3462528000004,4
110,87,238.21437016000078,4
110,88,241.11231558000048,4
110,89,244.04008906000053,4
110,90,246.9976905999999,4
110,91,249.9851202000003,4
110,92,253.00237786000017,4
110,93,256.0494635800002,4
110,94,259.1263773600004,4
110,95,262.2331192000002,4
110,96,265.3696891000001,4
110,97,268.5360870600007,4
110,98,271.73231308000044,4
110,99,274.9583671600003,4
110,100,278.21424929999995,4
109,10,103.6096190400001,2
109,11,104.15770798000008,2
109,12,104.73479096000003,2
109,13,105.34086798000008,2
109,14,105.97593904000003,2
109,15,106.64000414000012,2
