timestamp,Addis Ababa Temperature
2021-07-01,61.611538
2021-07-02,65.28154
2021-07-03,68.92154
2021-07-04,63.733536
2021-07-05,67.61754
2021-07-06,68.36154
2021-07-07,61.611538
2021-07-08,67.28154
2021-07-09,66.92154
2021-07-10,65.733536
2021-07-11,64.61754
2021-07-12,67.82154
2021-07-13,66.345535
2021-07-14,61.989536
2021-07-15,60.621536
2021-07-16,63.55554
2021-07-17,62.331535
2021-07-18,66.93954
2021-07-19,63.951538
2021-07-20,62.09754
