"state","year","month","drought_lvl","area_pct","drought_fill"
"California",2011,2,"D3",0,"#E6863C"
"California",2011,2,"D2",0,"#EAAF2B"
"California",2011,2,"D1",0,"#E5D75E"
"California",2011,2,"D0",0.06,"#E2E6BD"
"California",2011,3,"D4",0,"#DB595C"
"California",2011,3,"D3",0,"#E6863C"
"California",2011,3,"D2",0,"#EAAF2B"
"California",2011,3,"D1",0,"#E5D75E"
"California",2011,3,"D0",0.06,"#E2E6BD"
"California",2011,4,"D4",0,"#DB595C"
"California",2011,4,"D3",0,"#E6863C"
"California",2011,4,"D2",0,"#EAAF2B"
"California",2011,4,"D1",0,"#E5D75E"
"California",2011,4,"D0",0.01,"#E2E6BD"
"California",2011,5,"D4",0,"#DB595C"
"California",2011,5,"D3",0,"#E6863C"
"California",2011,5,"D2",0,"#EAAF2B"
"California",2011,5,"D1",0,"#E5D75E"
"California",2011,5,"D0",0.01,"#E2E6BD"
"California",2011,6,"D4",0,"#DB595C"
"California",2011,6,"D3",0,"#E6863C"
"California",2011,6,"D2",0,"#EAAF2B"
"California",2011,6,"D1",0,"#E5D75E"
"California",2011,6,"D0",12.29,"#E2E6BD"
"California",2011,7,"D4",0,"#DB595C"
"California",2011,7,"D3",0,"#E6863C"
"California",2011,7,"D2",0,"#EAAF2B"
"California",2011,7,"D1",0,"#E5D75E"
"California",2011,7,"D0",14.66,"#E2E6BD"
"California",2011,8,"D4",0,"#DB595C"
"California",2011,8,"D3",0,"#E6863C"
"California",2011,8,"D2",0,"#EAAF2B"
"California",2011,8,"D1",0,"#E5D75E"
"California",2011,8,"D0",7.86,"#E2E6BD"
"California",2011,9,"D4",0,"#DB595C"
"California",2011,9,"D3",0,"#E6863C"
"California",2011,9,"D2",0,"#EAAF2B"
"California",2011,9,"D1",0,"#E5D75E"
"California",2011,9,"D0",10.86,"#E2E6BD"
"California",2011,10,"D4",0,"#DB595C"
"California",2011,10,"D3",0,"#E6863C"
"California",2011,10,"D2",0,"#EAAF2B"
"California",2011,10,"D1",0,"#E5D75E"
"California",2011,10,"D0",10.75,"#E2E6BD"
"California",2011,11,"D4",0,"#DB595C"
"California",2011,11,"D3",0,"#E6863C"
"California",2011,11,"D2",0,"#EAAF2B"
"California",2011,11,"D1",0,"#E5D75E"
"California",2011,11,"D0",11.68,"#E2E6BD"
"California",2011,12,"D4",0,"#DB595C"
"California",2011,12,"D3",0,"#E6863C"
"California",2011,12,"D2",0,"#EAAF2B"
"California",2011,12,"D1",5.41,"#E5D75E"
"California",2011,12,"D0",60.67,"#E2E6BD"
"California",2012,1,"D4",0,"#DB595C"
"California",2012,1,"D3",0,"#E6863C"
"California",2012,1,"D2",0,"#EAAF2B"
"California",2012,1,"D1",57.33,"#E5D75E"
"California",2012,1,"D0",31.58,"#E2E6BD"
"California",2012,2,"D4",0,"#DB595C"
"California",2012,2,"D3",0,"#E6863C"
"California",2012,2,"D2",16.02,"#EAAF2B"
"California",2012,2,"D1",56.07,"#E5D75E"
"California",2012,2,"D0",23.53,"#E2E6BD"
"California",2012,3,"D4",0,"#DB595C"
"California",2012,3,"D3",0,"#E6863C"
"California",2012,3,"D2",46.25,"#EAAF2B"
"California",2012,3,"D1",43.36,"#E5D75E"
"California",2012,3,"D0",8.16,"#E2E6BD"
"California",2012,4,"D4",0,"#DB595C"
"California",2012,4,"D3",0,"#E6863C"
"California",2012,4,"D2",22.87,"#EAAF2B"
"California",2012,4,"D1",37.36,"#E5D75E"
"California",2012,4,"D0",23.93,"#E2E6BD"
"California",2012,5,"D4",0,"#DB595C"
"California",2012,5,"D3",0,"#E6863C"
"California",2012,5,"D2",22.6,"#EAAF2B"
"California",2012,5,"D1",36.3,"#E5D75E"
"California",2012,5,"D0",25.22,"#E2E6BD"
"California",2012,6,"D4",0,"#DB595C"
"California",2012,6,"D3",0,"#E6863C"
"California",2012,6,"D2",22.76,"#EAAF2B"
"California",2012,6,"D1",36.74,"#E5D75E"
"California",2012,6,"D0",24.6,"#E2E6BD"
"California",2012,7,"D4",0,"#DB595C"
"California",2012,7,"D3",0.29,"#E6863C"
"California",2012,7,"D2",23.32,"#EAAF2B"
"California",2012,7,"D1",40.2,"#E5D75E"
"California",2012,7,"D0",24.55,"#E2E6BD"
"California",2012,8,"D4",0,"#DB595C"
"California",2012,8,"D3",1.14,"#E6863C"
"California",2012,8,"D2",21.9,"#EAAF2B"
"California",2012,8,"D1",46.39,"#E5D75E"
"California",2012,8,"D0",18.82,"#E2E6BD"
"California",2012,9,"D4",0,"#DB595C"
"California",2012,9,"D3",1.14,"#E6863C"
"California",2012,9,"D2",21.12,"#EAAF2B"
"California",2012,9,"D1",47.14,"#E5D75E"
"California",2012,9,"D0",18.64,"#E2E6BD"
"California",2012,10,"D4",0,"#DB595C"
"California",2012,10,"D3",1.14,"#E6863C"
"California",2012,10,"D2",17.95,"#EAAF2B"
"California",2012,10,"D1",49.38,"#E5D75E"
"California",2012,10,"D0",24.79,"#E2E6BD"
"California",2012,11,"D4",0,"#DB595C"
"California",2012,11,"D3",1.14,"#E6863C"
"California",2012,11,"D2",27.02,"#EAAF2B"
"California",2012,11,"D1",42.31,"#E5D75E"
"California",2012,11,"D0",22.76,"#E2E6BD"
"California",2012,12,"D4",0,"#DB595C"
"California",2012,12,"D3",0.05,"#E6863C"
"California",2012,12,"D2",25.17,"#EAAF2B"
"California",2012,12,"D1",30.96,"#E5D75E"
"California",2012,12,"D0",12.87,"#E2E6BD"
"California",2013,1,"D4",0,"#DB595C"
"California",2013,1,"D3",0,"#E6863C"
"California",2013,1,"D2",21.57,"#EAAF2B"
"California",2013,1,"D1",25.62,"#E5D75E"
"California",2013,1,"D0",18.62,"#E2E6BD"
"California",2013,2,"D4",0,"#DB595C"
"California",2013,2,"D3",0,"#E6863C"
"California",2013,2,"D2",26.96,"#EAAF2B"
"California",2013,2,"D1",20.17,"#E5D75E"
"California",2013,2,"D0",52.85,"#E2E6BD"
"California",2013,3,"D4",0,"#DB595C"
"California",2013,3,"D3",0,"#E6863C"
"California",2013,3,"D2",24.22,"#EAAF2B"
"California",2013,3,"D1",24.16,"#E5D75E"
"California",2013,3,"D0",51.62,"#E2E6BD"
"California",2013,4,"D4",0,"#DB595C"
"California",2013,4,"D3",0,"#E6863C"
"California",2013,4,"D2",32.82,"#EAAF2B"
"California",2013,4,"D1",31.47,"#E5D75E"
"California",2013,4,"D0",35.7,"#E2E6BD"
"California",2013,5,"D4",0,"#DB595C"
"California",2013,5,"D3",0,"#E6863C"
"California",2013,5,"D2",46.25,"#EAAF2B"
"California",2013,5,"D1",51.91,"#E5D75E"
"California",2013,5,"D0",1.84,"#E2E6BD"
"California",2013,6,"D4",0,"#DB595C"
"California",2013,6,"D3",0,"#E6863C"
"California",2013,6,"D2",92.61,"#EAAF2B"
"California",2013,6,"D1",5.6,"#E5D75E"
"California",2013,6,"D0",1.79,"#E2E6BD"
"California",2013,7,"D4",0,"#DB595C"
"California",2013,7,"D3",0,"#E6863C"
"California",2013,7,"D2",93.86,"#EAAF2B"
"California",2013,7,"D1",4.37,"#E5D75E"
"California",2013,7,"D0",1.77,"#E2E6BD"
"California",2013,8,"D4",0,"#DB595C"
"California",2013,8,"D3",11.36,"#E6863C"
"California",2013,8,"D2",82.5,"#EAAF2B"
"California",2013,8,"D1",4.37,"#E5D75E"
"California",2013,8,"D0",1.77,"#E2E6BD"
"California",2013,9,"D4",0,"#DB595C"
"California",2013,9,"D3",11.36,"#E6863C"
"California",2013,9,"D2",78.48,"#EAAF2B"
"California",2013,9,"D1",6.2,"#E5D75E"
"California",2013,9,"D0",1.34,"#E2E6BD"
"California",2013,10,"D4",0,"#DB595C"
"California",2013,10,"D3",11.36,"#E6863C"
"California",2013,10,"D2",72.77,"#EAAF2B"
"California",2013,10,"D1",11.86,"#E5D75E"
"California",2013,10,"D0",1.36,"#E2E6BD"
"California",2013,11,"D4",0,"#DB595C"
"California",2013,11,"D3",27.59,"#E6863C"
"California",2013,11,"D2",54.94,"#EAAF2B"
"California",2013,11,"D1",11.62,"#E5D75E"
"California",2013,11,"D0",3.24,"#E2E6BD"
"California",2013,12,"D4",0,"#DB595C"
"California",2013,12,"D3",27.59,"#E6863C"
"California",2013,12,"D2",59.94,"#EAAF2B"
"California",2013,12,"D1",6.71,"#E5D75E"
"California",2013,12,"D0",3.14,"#E2E6BD"
"California",2014,1,"D4",8.77,"#DB595C"
"California",2014,1,"D3",58.36,"#E6863C"
"California",2014,1,"D2",22.78,"#EAAF2B"
"California",2014,1,"D1",4.27,"#E5D75E"
"California",2014,1,"D0",4.39,"#E2E6BD"
"California",2014,2,"D4",26.21,"#DB595C"
"California",2014,2,"D3",47.62,"#E6863C"
"California",2014,2,"D2",16.99,"#EAAF2B"
"California",2014,2,"D1",3.73,"#E5D75E"
"California",2014,2,"D0",5.44,"#E2E6BD"
"California",2014,3,"D4",23.42,"#DB595C"
"California",2014,3,"D3",48.36,"#E6863C"
"California",2014,3,"D2",23.43,"#EAAF2B"
"California",2014,3,"D1",4.59,"#E5D75E"
"California",2014,3,"D0",0.2,"#E2E6BD"
"California",2014,4,"D4",24.77,"#DB595C"
"California",2014,4,"D3",51.92,"#E6863C"
"California",2014,4,"D2",19.32,"#EAAF2B"
"California",2014,4,"D1",3.99,"#E5D75E"
"California",2014,4,"D0",0,"#E2E6BD"
"California",2014,5,"D4",24.77,"#DB595C"
"California",2014,5,"D3",51.92,"#E6863C"
"California",2014,5,"D2",23.31,"#EAAF2B"
"California",2014,5,"D1",0,"#E5D75E"
"California",2014,5,"D0",0,"#E2E6BD"
"California",2014,6,"D4",32.98,"#DB595C"
"California",2014,6,"D3",43.7,"#E6863C"
"California",2014,6,"D2",23.31,"#EAAF2B"
"California",2014,6,"D1",0,"#E5D75E"
"California",2014,6,"D0",0,"#E2E6BD"
"California",2014,7,"D4",58.41,"#DB595C"
"California",2014,7,"D3",23.48,"#E6863C"
"California",2014,7,"D2",18.11,"#EAAF2B"
"California",2014,7,"D1",0,"#E5D75E"
"California",2014,7,"D0",0,"#E2E6BD"
"California",2014,8,"D4",58.41,"#DB595C"
"California",2014,8,"D3",23.51,"#E6863C"
"California",2014,8,"D2",13.5,"#EAAF2B"
"California",2014,8,"D1",4.58,"#E5D75E"
"California",2014,8,"D0",0,"#E2E6BD"
"California",2014,9,"D4",58.41,"#DB595C"
"California",2014,9,"D3",23.51,"#E6863C"
"California",2014,9,"D2",13.13,"#EAAF2B"
"California",2014,9,"D1",4.96,"#E5D75E"
"California",2014,9,"D0",0,"#E2E6BD"
"California",2014,10,"D4",58.41,"#DB595C"
"California",2014,10,"D3",23.51,"#E6863C"
"California",2014,10,"D2",13.13,"#EAAF2B"
"California",2014,10,"D1",4.96,"#E5D75E"
"California",2014,10,"D0",0,"#E2E6BD"
"California",2014,11,"D4",55.08,"#DB595C"
"California",2014,11,"D3",24.61,"#E6863C"
"California",2014,11,"D2",14.73,"#EAAF2B"
"California",2014,11,"D1",5.29,"#E5D75E"
"California",2014,11,"D0",0.28,"#E2E6BD"
"California",2014,12,"D4",32.21,"#DB595C"
"California",2014,12,"D3",45.73,"#E6863C"
"California",2014,12,"D2",16.39,"#EAAF2B"
"California",2014,12,"D1",3.78,"#E5D75E"
"California",2014,12,"D0",1.88,"#E2E6BD"
"California",2015,1,"D4",39.99,"#DB595C"
"California",2015,1,"D3",37.52,"#E6863C"
"California",2015,1,"D2",16.82,"#EAAF2B"
"California",2015,1,"D1",3.79,"#E5D75E"
"California",2015,1,"D0",1.87,"#E2E6BD"
"California",2015,2,"D4",39.92,"#DB595C"
"California",2015,2,"D3",27.54,"#E6863C"
"California",2015,2,"D2",25.98,"#EAAF2B"
"California",2015,2,"D1",4.66,"#E5D75E"
"California",2015,2,"D0",1.75,"#E2E6BD"
"California",2015,3,"D4",41.41,"#DB595C"
"California",2015,3,"D3",25.2,"#E6863C"
"California",2015,3,"D2",26.84,"#EAAF2B"
"California",2015,3,"D1",4.67,"#E5D75E"
"California",2015,3,"D0",1.74,"#E2E6BD"
"California",2015,4,"D4",46.77,"#DB595C"
"California",2015,4,"D3",19.83,"#E6863C"
"California",2015,4,"D2",26.84,"#EAAF2B"
"California",2015,4,"D1",4.67,"#E5D75E"
"California",2015,4,"D0",1.75,"#E2E6BD"
"California",2015,5,"D4",46.73,"#DB595C"
"California",2015,5,"D3",19.87,"#E6863C"
"California",2015,5,"D2",27.3,"#EAAF2B"
"California",2015,5,"D1",4.81,"#E5D75E"
"California",2015,5,"D0",1.15,"#E2E6BD"
"California",2015,6,"D4",46.73,"#DB595C"
"California",2015,6,"D3",24.35,"#E6863C"
"California",2015,6,"D2",23.52,"#EAAF2B"
"California",2015,6,"D1",4.12,"#E5D75E"
"California",2015,6,"D0",1.15,"#E2E6BD"
"California",2015,7,"D4",46,"#DB595C"
"California",2015,7,"D3",25.08,"#E6863C"
"California",2015,7,"D2",23.51,"#EAAF2B"
"California",2015,7,"D1",2.76,"#E5D75E"
"California",2015,7,"D0",2.51,"#E2E6BD"
"California",2015,8,"D4",46,"#DB595C"
"California",2015,8,"D3",25.08,"#E6863C"
"California",2015,8,"D2",21.29,"#EAAF2B"
"California",2015,8,"D1",4.99,"#E5D75E"
"California",2015,8,"D0",2.51,"#E2E6BD"
"California",2015,9,"D4",46,"#DB595C"
"California",2015,9,"D3",25.08,"#E6863C"
"California",2015,9,"D2",21.29,"#EAAF2B"
"California",2015,9,"D1",4.97,"#E5D75E"
"California",2015,9,"D0",2.53,"#E2E6BD"
"California",2015,10,"D4",46,"#DB595C"
"California",2015,10,"D3",25.08,"#E6863C"
"California",2015,10,"D2",21.2,"#EAAF2B"
"California",2015,10,"D1",5.06,"#E5D75E"
"California",2015,10,"D0",2.53,"#E2E6BD"
"California",2015,11,"D4",44.84,"#DB595C"
"California",2015,11,"D3",25.71,"#E6863C"
"California",2015,11,"D2",21.71,"#EAAF2B"
"California",2015,11,"D1",5.07,"#E5D75E"
"California",2015,11,"D0",2.53,"#E2E6BD"
"California",2015,12,"D4",44.84,"#DB595C"
"California",2015,12,"D3",24.22,"#E6863C"
"California",2015,12,"D2",18.49,"#EAAF2B"
"California",2015,12,"D1",9.78,"#E5D75E"
"California",2015,12,"D0",2.67,"#E2E6BD"
"California",2016,1,"D4",40.21,"#DB595C"
"California",2016,1,"D3",23.75,"#E6863C"
"California",2016,1,"D2",22.17,"#EAAF2B"
"California",2016,1,"D1",9.22,"#E5D75E"
"California",2016,1,"D0",4.65,"#E2E6BD"
"California",2016,2,"D4",38.48,"#DB595C"
"California",2016,2,"D3",22.38,"#E6863C"
"California",2016,2,"D2",20.96,"#EAAF2B"
"California",2016,2,"D1",12.56,"#E5D75E"
"California",2016,2,"D0",5.19,"#E2E6BD"
"California",2016,3,"D4",34.74,"#DB595C"
"California",2016,3,"D3",20.51,"#E6863C"
"California",2016,3,"D2",17.57,"#EAAF2B"
"California",2016,3,"D1",17.76,"#E5D75E"
"California",2016,3,"D0",5.87,"#E2E6BD"
"California",2016,4,"D4",21.04,"#DB595C"
"California",2016,4,"D3",28.11,"#E6863C"
"California",2016,4,"D2",25.21,"#EAAF2B"
"California",2016,4,"D1",15.72,"#E5D75E"
"California",2016,4,"D0",5.67,"#E2E6BD"
"California",2016,5,"D4",21.04,"#DB595C"
"California",2016,5,"D3",21.95,"#E6863C"
"California",2016,5,"D2",16.02,"#EAAF2B"
"California",2016,5,"D1",24.89,"#E5D75E"
"California",2016,5,"D0",10.01,"#E2E6BD"
"California",2016,6,"D4",21.04,"#DB595C"
"California",2016,6,"D3",21.76,"#E6863C"
"California",2016,6,"D2",16.21,"#EAAF2B"
"California",2016,6,"D1",24.57,"#E5D75E"
"California",2016,6,"D0",16.41,"#E2E6BD"
"California",2016,7,"D4",21.04,"#DB595C"
"California",2016,7,"D3",21.76,"#E6863C"
"California",2016,7,"D2",16.21,"#EAAF2B"
"California",2016,7,"D1",24.57,"#E5D75E"
"California",2016,7,"D0",16.41,"#E2E6BD"
"California",2016,8,"D4",21.04,"#DB595C"
"California",2016,8,"D3",21.76,"#E6863C"
"California",2016,8,"D2",16.21,"#EAAF2B"
"California",2016,8,"D1",24.57,"#E5D75E"
"California",2016,8,"D0",16.41,"#E2E6BD"
"California",2016,9,"D4",21.04,"#DB595C"
"California",2016,9,"D3",21.76,"#E6863C"
"California",2016,9,"D2",19.47,"#EAAF2B"
"California",2016,9,"D1",21.31,"#E5D75E"
"California",2016,9,"D0",16.41,"#E2E6BD"
"California",2016,10,"D4",21.04,"#DB595C"
"California",2016,10,"D3",21.76,"#E6863C"
"California",2016,10,"D2",19,"#EAAF2B"
"California",2016,10,"D1",19.32,"#E5D75E"
"California",2016,10,"D0",9.92,"#E2E6BD"
"California",2016,11,"D4",21.04,"#DB595C"
"California",2016,11,"D3",21.76,"#E6863C"
"California",2016,11,"D2",17.47,"#EAAF2B"
"California",2016,11,"D1",12.77,"#E5D75E"
"California",2016,11,"D0",14.93,"#E2E6BD"
"California",2016,12,"D4",18.31,"#DB595C"
"California",2016,12,"D3",22.29,"#E6863C"
"California",2016,12,"D2",17.19,"#EAAF2B"
"California",2016,12,"D1",11.07,"#E5D75E"
"California",2016,12,"D0",13.66,"#E2E6BD"
"California",2017,1,"D4",0,"#DB595C"
"California",2017,1,"D3",1.87,"#E6863C"
"California",2017,1,"D2",18.42,"#EAAF2B"
"California",2017,1,"D1",30.51,"#E5D75E"
"California",2017,1,"D0",10.22,"#E2E6BD"
"California",2017,2,"D4",0,"#DB595C"
"California",2017,2,"D3",0,"#E6863C"
"California",2017,2,"D2",4.08,"#EAAF2B"
"California",2017,2,"D1",4.65,"#E5D75E"
"California",2017,2,"D0",16.78,"#E2E6BD"
"California",2017,3,"D4",0,"#DB595C"
"California",2017,3,"D3",0,"#E6863C"
"California",2017,3,"D2",1.06,"#EAAF2B"
"California",2017,3,"D1",7.18,"#E5D75E"
"California",2017,3,"D0",15.22,"#E2E6BD"
"California",2017,4,"D4",0,"#DB595C"
"California",2017,4,"D3",0,"#E6863C"
"California",2017,4,"D2",1.06,"#EAAF2B"
"California",2017,4,"D1",7.18,"#E5D75E"
"California",2017,4,"D0",15.22,"#E2E6BD"
"California",2017,5,"D4",0,"#DB595C"
"California",2017,5,"D3",0,"#E6863C"
"California",2017,5,"D2",1.06,"#EAAF2B"
"California",2017,5,"D1",7.18,"#E5D75E"
"California",2017,5,"D0",15.29,"#E2E6BD"
"California",2017,6,"D4",0,"#DB595C"
"California",2017,6,"D3",0,"#E6863C"
"California",2017,6,"D2",1.06,"#EAAF2B"
"California",2017,6,"D1",7.18,"#E5D75E"
"California",2017,6,"D0",15.29,"#E2E6BD"
"California",2017,7,"D4",0,"#DB595C"
"California",2017,7,"D3",0,"#E6863C"
"California",2017,7,"D2",1.06,"#EAAF2B"
"California",2017,7,"D1",7.18,"#E5D75E"
"California",2017,7,"D0",16.03,"#E2E6BD"
"California",2017,8,"D4",0,"#DB595C"
"California",2017,8,"D3",0,"#E6863C"
"California",2017,8,"D2",0.04,"#EAAF2B"
"California",2017,8,"D1",8.21,"#E5D75E"
"California",2017,8,"D0",13.88,"#E2E6BD"
"California",2017,9,"D4",0,"#DB595C"
"California",2017,9,"D3",0,"#E6863C"
"California",2017,9,"D2",0,"#EAAF2B"
"California",2017,9,"D1",8.24,"#E5D75E"
"California",2017,9,"D0",13.88,"#E2E6BD"
"California",2017,10,"D4",0,"#DB595C"
"California",2017,10,"D3",0,"#E6863C"
"California",2017,10,"D2",0,"#EAAF2B"
"California",2017,10,"D1",8.24,"#E5D75E"
"California",2017,10,"D0",13.86,"#E2E6BD"
"California",2017,11,"D4",0,"#DB595C"
"California",2017,11,"D3",0,"#E6863C"
"California",2017,11,"D2",0,"#EAAF2B"
"California",2017,11,"D1",8.24,"#E5D75E"
"California",2017,11,"D0",22.67,"#E2E6BD"
"California",2017,12,"D4",0,"#DB595C"
"California",2017,12,"D3",0,"#E6863C"
"California",2017,12,"D2",0,"#EAAF2B"
"California",2017,12,"D1",12.69,"#E5D75E"
"California",2017,12,"D0",31.61,"#E2E6BD"
"California",2018,1,"D4",0,"#DB595C"
"California",2018,1,"D3",0,"#E6863C"
"California",2018,1,"D2",4.92,"#EAAF2B"
"California",2018,1,"D1",38.8,"#E5D75E"
"California",2018,1,"D0",29.61,"#E2E6BD"
"California",2018,2,"D4",0,"#DB595C"
"California",2018,2,"D3",0,"#E6863C"
"California",2018,2,"D2",19.98,"#EAAF2B"
"California",2018,2,"D1",27.89,"#E5D75E"
"California",2018,2,"D0",43.65,"#E2E6BD"
"California",2018,3,"D4",0,"#DB595C"
"California",2018,3,"D3",2.5,"#E6863C"
"California",2018,3,"D2",10.06,"#EAAF2B"
"California",2018,3,"D1",28.21,"#E5D75E"
"California",2018,3,"D0",36.24,"#E2E6BD"
"California",2018,4,"D4",0,"#DB595C"
"California",2018,4,"D3",2.55,"#E6863C"
"California",2018,4,"D2",11.21,"#EAAF2B"
"California",2018,4,"D1",23.33,"#E5D75E"
"California",2018,4,"D0",28.8,"#E2E6BD"
"California",2018,5,"D4",0,"#DB595C"
"California",2018,5,"D3",2.78,"#E6863C"
"California",2018,5,"D2",17.98,"#EAAF2B"
"California",2018,5,"D1",16.33,"#E5D75E"
"California",2018,5,"D0",32.43,"#E2E6BD"
"California",2018,6,"D4",0,"#DB595C"
"California",2018,6,"D3",2.77,"#E6863C"
"California",2018,6,"D2",17.99,"#EAAF2B"
"California",2018,6,"D1",23.41,"#E5D75E"
"California",2018,6,"D0",40.91,"#E2E6BD"
"California",2018,7,"D4",0,"#DB595C"
"California",2018,7,"D3",2.77,"#E6863C"
"California",2018,7,"D2",17.99,"#EAAF2B"
"California",2018,7,"D1",24.04,"#E5D75E"
"California",2018,7,"D0",41.37,"#E2E6BD"
"California",2018,8,"D4",0,"#DB595C"
"California",2018,8,"D3",2.77,"#E6863C"
"California",2018,8,"D2",18.28,"#EAAF2B"
"California",2018,8,"D1",26.53,"#E5D75E"
"California",2018,8,"D0",38.64,"#E2E6BD"
"California",2018,9,"D4",0,"#DB595C"
"California",2018,9,"D3",4.94,"#E6863C"
"California",2018,9,"D2",17.88,"#EAAF2B"
"California",2018,9,"D1",25.15,"#E5D75E"
"California",2018,9,"D0",39.85,"#E2E6BD"
"California",2018,10,"D4",0,"#DB595C"
"California",2018,10,"D3",2.73,"#E6863C"
"California",2018,10,"D2",16.57,"#EAAF2B"
"California",2018,10,"D1",28.64,"#E5D75E"
"California",2018,10,"D0",36.9,"#E2E6BD"
"California",2018,11,"D4",0,"#DB595C"
"California",2018,11,"D3",3.78,"#E6863C"
"California",2018,11,"D2",14.55,"#EAAF2B"
"California",2018,11,"D1",65.32,"#E5D75E"
"California",2018,11,"D0",16.34,"#E2E6BD"
"California",2018,12,"D4",0,"#DB595C"
"California",2018,12,"D3",2.1,"#E6863C"
"California",2018,12,"D2",14.14,"#EAAF2B"
"California",2018,12,"D1",58.92,"#E5D75E"
"California",2018,12,"D0",17.06,"#E2E6BD"
"California",2019,1,"D4",0,"#DB595C"
"California",2019,1,"D3",0,"#E6863C"
"California",2019,1,"D2",1.89,"#EAAF2B"
"California",2019,1,"D1",21.77,"#E5D75E"
"California",2019,1,"D0",52.41,"#E2E6BD"
"California",2019,2,"D4",0,"#DB595C"
"California",2019,2,"D3",0,"#E6863C"
"California",2019,2,"D2",0,"#EAAF2B"
"California",2019,2,"D1",2.33,"#E5D75E"
"California",2019,2,"D0",10.5,"#E2E6BD"
"California",2019,3,"D4",0,"#DB595C"
"California",2019,3,"D3",0,"#E6863C"
"California",2019,3,"D2",0,"#EAAF2B"
"California",2019,3,"D1",0,"#E5D75E"
"California",2019,3,"D0",6.58,"#E2E6BD"
"California",2019,4,"D4",0,"#DB595C"
"California",2019,4,"D3",0,"#E6863C"
"California",2019,4,"D2",0,"#EAAF2B"
"California",2019,4,"D1",0,"#E5D75E"
"California",2019,4,"D0",5.97,"#E2E6BD"
"California",2019,5,"D4",0,"#DB595C"
"California",2019,5,"D3",0,"#E6863C"
"California",2019,5,"D2",0,"#EAAF2B"
"California",2019,5,"D1",0,"#E5D75E"
"California",2019,5,"D0",5.97,"#E2E6BD"
"California",2019,6,"D4",0,"#DB595C"
"California",2019,6,"D3",0,"#E6863C"
"California",2019,6,"D2",0,"#EAAF2B"
"California",2019,6,"D1",0,"#E5D75E"
"California",2019,6,"D0",4.32,"#E2E6BD"
"California",2019,7,"D4",0,"#DB595C"
"California",2019,7,"D3",0,"#E6863C"
"California",2019,7,"D2",0,"#EAAF2B"
"California",2019,7,"D1",0,"#E5D75E"
"California",2019,7,"D0",4.32,"#E2E6BD"
"California",2019,8,"D4",0,"#DB595C"
"California",2019,8,"D3",0,"#E6863C"
"California",2019,8,"D2",0,"#EAAF2B"
"California",2019,8,"D1",1.09,"#E5D75E"
"California",2019,8,"D0",7.96,"#E2E6BD"
"California",2019,9,"D4",0,"#DB595C"
"California",2019,9,"D3",0,"#E6863C"
"California",2019,9,"D2",0,"#EAAF2B"
"California",2019,9,"D1",2.06,"#E5D75E"
"California",2019,9,"D0",8.21,"#E2E6BD"
"California",2019,10,"D4",0,"#DB595C"
"California",2019,10,"D3",0,"#E6863C"
"California",2019,10,"D2",0,"#EAAF2B"
"California",2019,10,"D1",2.06,"#E5D75E"
"California",2019,10,"D0",15.67,"#E2E6BD"
"California",2019,11,"D4",0,"#DB595C"
"California",2019,11,"D3",0,"#E6863C"
"California",2019,11,"D2",0.01,"#EAAF2B"
"California",2019,11,"D1",3.3,"#E5D75E"
"California",2019,11,"D0",87.47,"#E2E6BD"
"California",2019,12,"D4",0,"#DB595C"
"California",2019,12,"D3",0,"#E6863C"
"California",2019,12,"D2",0,"#EAAF2B"
"California",2019,12,"D1",0,"#E5D75E"
"California",2019,12,"D0",3.57,"#E2E6BD"
"California",2020,1,"D4",0,"#DB595C"
"California",2020,1,"D3",0,"#E6863C"
"California",2020,1,"D2",0,"#EAAF2B"
"California",2020,1,"D1",0,"#E5D75E"
"California",2020,1,"D0",34.28,"#E2E6BD"
"California",2020,2,"D4",0,"#DB595C"
"California",2020,2,"D3",0,"#E6863C"
"California",2020,2,"D2",0,"#EAAF2B"
"California",2020,2,"D1",23.34,"#E5D75E"
"California",2020,2,"D0",46.4,"#E2E6BD"
"California",2020,3,"D4",0,"#DB595C"
"California",2020,3,"D3",0,"#E6863C"
"California",2020,3,"D2",1.3,"#EAAF2B"
"California",2020,3,"D1",42.02,"#E5D75E"
"California",2020,3,"D0",31.82,"#E2E6BD"
"California",2020,4,"D4",0,"#DB595C"
"California",2020,4,"D3",4.66,"#E6863C"
"California",2020,4,"D2",14.93,"#EAAF2B"
"California",2020,4,"D1",21.99,"#E5D75E"
"California",2020,4,"D0",16.61,"#E2E6BD"
"California",2020,5,"D4",0,"#DB595C"
"California",2020,5,"D3",2.97,"#E6863C"
"California",2020,5,"D2",17.87,"#EAAF2B"
"California",2020,5,"D1",25.83,"#E5D75E"
"California",2020,5,"D0",11.53,"#E2E6BD"
"California",2020,6,"D4",0,"#DB595C"
"California",2020,6,"D3",2.45,"#E6863C"
"California",2020,6,"D2",18.39,"#EAAF2B"
"California",2020,6,"D1",25.9,"#E5D75E"
"California",2020,6,"D0",11.47,"#E2E6BD"
"California",2020,7,"D4",0,"#DB595C"
"California",2020,7,"D3",3.04,"#E6863C"
"California",2020,7,"D2",18.45,"#EAAF2B"
"California",2020,7,"D1",28.88,"#E5D75E"
"California",2020,7,"D0",9.28,"#E2E6BD"
"California",2020,8,"D4",0,"#DB595C"
"California",2020,8,"D3",3.04,"#E6863C"
"California",2020,8,"D2",28.84,"#EAAF2B"
"California",2020,8,"D1",22.49,"#E5D75E"
"California",2020,8,"D0",25.07,"#E2E6BD"
