user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name
943649637063208961,1430226778375680003,2021-08-24T17:53:30Z,Teklemedin1,"@AwasaGuardian @USAID @USEmbassyAddis @RusEmbEthiopia @afitz3105 @BronwynBruton @JimInhofe @bethanyjacksonc @KenRoth @NobelPrize @eu_echo @mfaethiopia @stesfamariam Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization, https://t.co/II3lDi9ZeP",Twitter for Android,200,1430136792024600611,1353537693356085255,AwasaGuardian
943649637063208961,1429869086465433600,2021-08-23T18:12:10Z,Teklemedin1,"@PowerUSAID False narrative, representing the office in #Ethiopia to @Ethiopia_UN has said there is no supporting evidence for this! 
@PowerUSAID your information should be coming straight from @UNHCREthiopia @OCHA_Ethiopia and not some random lady. 
No evidence support your allegations https://t.co/as5elraumk",Twitter for Android,275,1429818240830775300,1382337056412733443,PowerUSAID
943649637063208961,1430219382077104131,2021-08-24T17:24:07Z,Teklemedin1,"@MOusmanova Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization,",Twitter for Android,200,1430216855545917440,1330111367110684672,MOusmanova
943649637063208961,1430226172130910211,2021-08-24T17:51:06Z,Teklemedin1,"@Tahir_MoTahir @UKUN_NewYork @USUN @irishmissionun @JosepBorrellF @SecBlinken @RepMcCaul @SenatorRisch Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization,",Twitter for Android,200,1430215095343325192,1180289122126172160,Tahir_MoTahir
943649637063208961,1429866916055633922,2021-08-23T18:03:33Z,Teklemedin1,"#Ethiopia #Cardano #ADA #AddisAbaba #Arada #EthiopiaPrevails

Blockchain in the education system! 

https://t.co/WWcOz0vuZA",Twitter for Android,123,NA,NA,NA
943649637063208961,1430223611512594435,2021-08-24T17:40:55Z,Teklemedin1,"@abebegellaw @PowerUSAID @USAID @SecBlinken Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization, https://t.co/5m7GrjKvC6",Twitter for Android,200,1429906175139762180,2431308968,abebegellaw
943649637063208961,1430218666134540293,2021-08-24T17:21:16Z,Teklemedin1,"@ECNAS_CA @NATO @ChrisCoons @SenatorCardin @SenateForeign @SenatorBooker @SenatorMarkey @SenateDems @BobMenendezNJ @JustinTrudeau @MarciSurkes @rpatricktravers @MarcGarneau @theJagmeetSingh Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization,",Twitter for Android,200,1430217445625659399,1330949636341657601,ECNAS_CA
943649637063208961,1430223341185495046,2021-08-24T17:39:51Z,Teklemedin1,"@EthiopiansInSP @PowerUSAID @NeaminZeleke @GissaAbba Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization,",Twitter for Android,200,1430131972836319233,1394585712402571264,EthiopiansInSP
943649637063208961,1430219877697032199,2021-08-24T17:26:05Z,Teklemedin1,"@guardian Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization,",Twitter for Android,200,1430216850382655492,87818409,guardian
943649637063208961,1430217340046569473,2021-08-24T17:16:00Z,Teklemedin1,"Yet #USA policy statements on #Ethiopia directly align with terrorist propaganda. Despite its high crimes and the #TPLF being listed for years by the #US government as a Tier 3 terrorist organization, https://t.co/9wZP5VKqoe",Twitter for Android,200,NA,NA,NA
