age	country	percent
15-24	VNM	59.06432748538012
15-24	VGB	55.55555555555556
15-24	YEM	25.0
15-24	ZMB	37.5
15-24	ZWE	30.952380952380953
15-24	TJK	42.857142857142854
25-34	AFG	13.461538461538462
25-34	ALB	24.63054187192118
25-34	DZA	38.655462184873954
25-34	AND	25.806451612903224
25-34	AGO	17.857142857142858
25-34	AIA	21.73913043478261
25-34	ATG	27.027027027027028
25-34	ARG	39.09090909090909
25-34	ARM	29.629629629629626
25-34	ABW	1.5898251192368837
25-34	AUS	8.621994527565931
25-34	AUT	25.12970168612192
25-34	AZE	27.142857142857142
25-34	BHS	16.455696202531644
25-34	BHR	24.175824175824175
25-34	BGD	40.15151515151515
25-34	BRB	19.35483870967742
25-34	BLR	28.37209302325581
25-34	BEL	26.276346604215455
25-34	BLZ	29.411764705882355
25-34	BEN	26.08695652173913
25-34	BMU	18.75
25-34	BTN	29.166666666666668
25-34	BOL	30.37974683544304
25-34	BIH	32.467532467532465
25-34	BWA	11.11111111111111
25-34	BRA	35.65488565488565
25-34	BRN	25.0
25-34	BGR	37.280701754385966
25-34	BFA	33.33333333333333
25-34	BDI	8.333333333333332
25-34	KHM	19.047619047619047
25-34	CMR	41.935483870967744
25-34	CAN	20.903732809430256
25-34	CPV	53.84615384615385
25-34	CYM	62.5
25-34	TCD	16.666666666666664
25-34	CHL	34.75935828877005
25-34	CHN	29.882988298829883
25-34	COL	34.89878542510122
25-34	COM	28.57142857142857
25-34	COG	7.142857142857142
25-34	CRI	33.33333333333333
25-34	HRV	38.43283582089552
25-34	CUB	33.33333333333333
25-34	CYP	41.11111111111111
25-34	CZE	32.62032085561498
25-34	CIV	17.142857142857142
25-34	PRK	25.0
25-34	COD	30.0
25-34	DNK	21.26144455747711
25-34	DJI	40.0
25-34	DMA	75.0
25-34	DOM	39.2
25-34	ECU	35.56701030927835
25-34	EGY	39.57219251336899
25-34	SLV	28.749999999999996
25-34	GNQ	33.33333333333333
25-34	ERI	12.5
25-34	EST	35.714285714285715
25-34	ETH	28.205128205128204
25-34	EU	31.0
25-34	FRO	27.27272727272727
25-34	FJI	21.73913043478261
25-34	FIN	28.29763246899662
25-34	MKD	50.0
25-34	FRA	23.360706731367426
25-34	GUF	33.33333333333333
25-34	GAB	36.36363636363637
25-34	GEO	28.57142857142857
25-34	DEU	30.381779691948317
25-34	GHA	38.23529411764706
25-34	GIB	11.11111111111111
25-34	GRC	24.880838894184937
25-34	GRD	25.0
25-34	GTM	37.5
25-34	GGY	50.0
25-34	GIN	27.27272727272727
25-34	GUY	11.11111111111111
25-34	HTI	25.0
25-34	HND	29.508196721311474
25-34	HKG	23.569794050343248
25-34	HUN	39.01453957996769
25-34	ISL	26.373626373626376
25-34	IND	45.53376906318083
25-34	IDN	38.94230769230769
25-34	IRQ	24.324324324324326
25-34	IRL	36.59517426273459
25-34	IRN	53.71287128712871
25-34	IMN	40.0
25-34	ISR	42.27642276422765
25-34	ITA	37.543119969336914
25-34	JAM	26.31578947368421
25-34	JPN	16.57559198542805
25-34	JEY	18.181818181818183
25-34	JOR	31.57894736842105
25-34	KAZ	34.22818791946309
25-34	KEN	34.04255319148936
25-34	KIR	20.0
25-34	KOR	34.96309963099631
25-34	KWT	27.27272727272727
25-34	KGZ	36.36363636363637
25-34	LAO	50.0
25-34	LVA	41.37931034482759
25-34	LBN	42.47787610619469
25-34	LBY	44.44444444444444
25-34	LIE	16.666666666666664
25-34	LTU	34.95145631067961
25-34	LUX	33.33333333333333
25-34	MAC	20.833333333333336
25-34	MDG	31.57894736842105
25-34	MWI	40.0
25-34	MYS	27.298050139275766
25-34	MLI	50.0
25-34	MLT	38.70967741935484
25-34	MRT	14.285714285714285
25-34	MUS	35.13513513513514
25-34	MYT	33.33333333333333
25-34	MEX	26.77670311185871
25-34	MDA	41.46341463414634
25-34	MCO	39.285714285714285
25-34	MNG	47.82608695652174
25-34	MNE	80.0
25-34	MSR	20.0
25-34	MAR	31.147540983606557
25-34	MOZ	50.0
25-34	MMR	15.789473684210526
25-34	NAM	8.333333333333332
25-34	NPL	43.24324324324324
25-34	NLD	27.674750356633382
25-34	ANT	20.0
25-34	NZL	26.422372227579555
25-34	NIC	44.827586206896555
25-34	NER	16.666666666666664
25-34	NGA	45.45454545454545
25-34	NOR	26.68938103350369
25-34	OMN	33.33333333333333
25-34	PAK	38.64734299516908
25-34	PLW	25.0
25-34	PSE	50.0
25-34	PAN	35.064935064935064
25-34	PNG	8.333333333333332
25-34	PRY	32.55813953488372
25-34	PER	34.94318181818182
25-34	PHL	35.31468531468531
25-34	POL	40.43076923076923
25-34	PRT	30.773143438453715
25-34	PRI	27.77777777777778
25-34	QAT	47.05882352941176
25-34	ROU	50.779510022271715
25-34	RUS	33.243060257278266
25-34	RWA	11.11111111111111
25-34	SHN	16.666666666666664
25-34	KNA	100.0
25-34	VCT	20.0
25-34	SMR	40.0
25-34	STP	100.0
25-34	SAU	50.0
25-34	SEN	10.0
25-34	SRB	35.1063829787234
25-34	SM2	50.0
25-34	SYC	50.0
25-34	SLE	22.22222222222222
25-34	SGP	27.652173913043477
25-34	SVK	36.46723646723647
25-34	SVN	29.257641921397383
25-34	SOM	16.666666666666664
25-34	ZAF	29.454545454545457
25-34	ESP	27.556927827093787
25-34	LKA	39.75903614457831
25-34	SDN	33.33333333333333
25-34	SUR	25.0
25-34	SWZ	28.57142857142857
25-34	SWE	24.444444444444443
25-34	CHE	21.433311214333113
25-34	SYR	36.507936507936506
25-34	TWN	35.8974358974359
25-34	TZA	27.77777777777778
25-34	THA	40.14598540145985
25-34	TGO	35.294117647058826
25-34	TON	14.285714285714285
25-34	TTO	37.83783783783784
25-34	TUN	33.33333333333333
25-34	TUR	47.863247863247864
25-34	TKM	14.285714285714285
25-34	TCA	100.0
25-34	TUV	25.0
25-34	UGA	35.483870967741936
25-34	UKR	36.217948717948715
25-34	ARE	35.51912568306011
25-34	GBR	28.853077318703924
25-34	USA	25.83781458378146
25-34	VIR	6.896551724137931
25-34	URY	27.380952380952383
25-34	UZB	39.130434782608695
25-34	VUT	12.5
25-34	VEN	39.189189189189186
25-34	VNM	21.052631578947366
25-34	VGB	11.11111111111111
25-34	WLF	14.285714285714285
25-34	YEM	25.0
25-34	ZMB	25.0
25-34	ZWE	14.285714285714285
25-34	TJK	57.14285714285714
35-44	AFG	8.173076923076923
35-44	ALB	11.822660098522167
35-44	DZA	13.025210084033615
35-44	AND	16.129032258064516
35-44	AGO	22.61904761904762
35-44	AIA	15.217391304347828
35-44	ATG	8.108108108108109
35-44	ARG	23.484848484848484
35-44	ARM	13.88888888888889
35-44	ABW	1.2718600953895072
35-44	AUS	6.101181812889329
35-44	AUT	15.045395590142672
35-44	AZE	13.571428571428571
35-44	BHS	10.126582278481013
35-44	BHR	8.791208791208792
35-44	BGD	6.0606060606060606
35-44	BRB	9.67741935483871
35-44	BLR	6.511627906976744
35-44	BEL	19.11007025761124
35-44	BLZ	23.52941176470588
35-44	BEN	26.08695652173913
35-44	BMU	37.5
35-44	BTN	12.5
35-44	BOL	21.518987341772153
35-44	BIH	15.584415584415584
35-44	BWA	5.555555555555555
35-44	BRA	20.72072072072072
35-44	BRN	5.0
35-44	BGR	19.736842105263158
35-44	BFA	20.0
35-44	BDI	16.666666666666664
35-44	KHM	14.285714285714285
35-44	CMR	19.35483870967742
35-44	CAN	15.4158480681074
35-44	CPV	7.6923076923076925
35-44	CYM	25.0
35-44	TCD	16.666666666666664
35-44	CHL	21.92513368983957
35-44	CHN	5.7605760576057605
35-44	COL	21.700404858299596
35-44	COG	14.285714285714285
35-44	COK	25.0
35-44	CRI	23.859649122807017
35-44	HRV	21.26865671641791
35-44	CUB	14.285714285714285
35-44	CYP	25.555555555555554
35-44	CZE	18.181818181818183
35-44	CIV	17.142857142857142
35-44	COD	15.0
35-44	DNK	15.869786368260428
35-44	DJI	20.0
35-44	DOM	20.0
35-44	ECU	20.103092783505154
35-44	EGY	14.973262032085561
35-44	SLV	18.75
35-44	GNQ	16.666666666666664
35-44	ERI	12.5
35-44	EST	21.428571428571427
35-44	ETH	12.82051282051282
35-44	EU	17.0
35-44	FRO	18.181818181818183
35-44	FJI	17.391304347826086
35-44	FIN	19.052987598647125
35-44	MKD	14.705882352941178
35-44	FRA	14.818962299365435
35-44	GUF	25.0
35-44	GAB	18.181818181818183
35-44	GMB	40.0
35-44	GEO	12.698412698412698
35-44	DEU	12.884152127892548
35-44	GHA	5.88235294117647
35-44	GIB	22.22222222222222
35-44	GRC	19.065776930409914
35-44	GRL	40.0
35-44	GTM	23.076923076923077
35-44	GGY	25.0
35-44	GIN	9.090909090909092
35-44	GNB	50.0
35-44	GUY	22.22222222222222
35-44	HTI	3.571428571428571
35-44	HND	19.672131147540984
35-44	HKG	12.356979405034325
35-44	HUN	19.22455573505654
35-44	ISL	28.021978021978022
35-44	IND	17.501815541031227
35-44	IDN	12.5
35-44	IRQ	10.81081081081081
35-44	IRL	27.211796246648795
35-44	IRN	16.08910891089109
35-44	IMN	20.0
35-44	ISR	21.646341463414632
35-44	ITA	20.544269835185894
35-44	JAM	15.789473684210526
35-44	JPN	14.268366727383123
35-44	JEY	18.181818181818183
35-44	JOR	31.57894736842105
35-44	KAZ	17.449664429530202
35-44	KEN	19.148936170212767
35-44	KOR	18.173431734317344
35-44	KWT	9.090909090909092
35-44	KGZ	4.545454545454546
35-44	LVA	11.724137931034482
35-44	LBN	15.929203539823009
35-44	LBY	22.22222222222222
35-44	LIE	11.11111111111111
35-44	LTU	11.165048543689322
35-44	LUX	25.589225589225588
35-44	MAC	16.666666666666664
35-44	MDG	21.052631578947366
35-44	MWI	20.0
35-44	MYS	11.142061281337048
35-44	MLI	12.5
35-44	MLT	12.903225806451612
35-44	MHL	25.0
35-44	MUS	10.81081081081081
35-44	MEX	15.81160639192599
35-44	FSM	30.0
35-44	MDA	13.414634146341465
35-44	MCO	17.857142857142858
35-44	MNG	13.043478260869565
35-44	MSR	40.0
35-44	MAR	20.491803278688526
35-44	MOZ	33.33333333333333
35-44	MMR	26.31578947368421
35-44	NAM	41.66666666666667
35-44	NRU	33.33333333333333
35-44	NPL	24.324324324324326
35-44	NLD	17.118402282453637
35-44	ANT	25.0
35-44	NZL	19.961427193828353
35-44	NIC	10.344827586206897
35-44	NGA	21.21212121212121
35-44	NOR	21.69222032935832
35-44	OMN	27.77777777777778
35-44	PAK	16.908212560386474
35-44	PSE	4.166666666666666
35-44	PAN	24.675324675324674
35-44	PNG	25.0
35-44	PRY	18.6046511627907
35-44	PER	23.011363636363637
35-44	PHL	14.335664335664337
35-44	POL	13.230769230769232
35-44	PRT	24.313326551373347
35-44	PRI	17.46031746031746
35-44	QAT	17.647058823529413
35-44	ROU	17.14922048997773
35-44	RUS	11.848341232227488
35-44	RWA	22.22222222222222
35-44	VCT	20.0
35-44	SAU	14.18918918918919
35-44	SEN	30.0
35-44	SRB	17.5531914893617
35-44	SM2	50.0
35-44	SLE	11.11111111111111
35-44	SGP	17.91304347826087
35-44	SVK	10.541310541310542
35-44	SVN	25.76419213973799
35-44	SLB	100.0
35-44	SOM	8.333333333333332
35-44	ZAF	20.727272727272727
35-44	ESP	23.407950598224623
35-44	LKA	12.048192771084338
35-44	SDN	11.11111111111111
35-44	SWZ	14.285714285714285
35-44	SWE	22.06896551724138
35-44	CHE	15.925680159256803
35-44	SYR	25.396825396825395
35-44	TWN	14.743589743589745
35-44	TZA	38.88888888888889
35-44	THA	16.78832116788321
35-44	TLS	100.0
35-44	TGO	11.76470588235294
35-44	TON	14.285714285714285
35-44	TTO	10.81081081081081
35-44	TUN	25.581395348837212
35-44	TUR	16.15791615791616
35-44	UGA	22.58064516129032
35-44	UKR	11.858974358974358
35-44	ARE	32.78688524590164
35-44	GBR	19.903994513972226
35-44	USA	15.88728758872876
35-44	VIR	17.24137931034483
35-44	URY	25.0
35-44	UZB	21.73913043478261
35-44	VUT	6.25
35-44	VEN	20.077220077220076
35-44	VNM	7.602339181286549
35-44	VGB	11.11111111111111
35-44	YEM	25.0
35-44	ZMB	12.5
35-44	ZWE	11.904761904761903
35-44	GUM	100.0
45-54	AFG	3.3653846153846154
45-54	ALB	2.955665024630542
45-54	DZA	6.302521008403361
45-54	AND	9.67741935483871
45-54	AGO	23.809523809523807
45-54	AIA	13.043478260869565
45-54	ARG	10.984848484848484
45-54	ARM	8.333333333333332
45-54	ABW	1.4308426073131957
45-54	AUS	4.092682074867556
45-54	AUT	10.538261997405966
45-54	AZE	7.142857142857142
45-54	BHS	8.860759493670885
45-54	BHR	10.989010989010989
45-54	BGD	3.787878787878788
45-54	BRB	17.741935483870968
45-54	BLR	4.186046511627907
45-54	BEL	13.629976580796251
45-54	BLZ	11.76470588235294
45-54	BMU	18.75
45-54	BTN	12.5
45-54	BOL	11.39240506329114
45-54	BIH	6.493506493506493
45-54	BWA	11.11111111111111
45-54	BRA	10.291060291060292
45-54	BRN	5.0
45-54	BGR	8.333333333333332
45-54	BFA	6.666666666666667
45-54	KHM	4.761904761904762
45-54	CMR	9.67741935483871
45-54	CAN	12.442698100851342
45-54	CPV	15.384615384615385
45-54	CHL	9.358288770053475
45-54	CHN	1.2601260126012601
45-54	COL	8.097165991902834
45-54	COM	28.57142857142857
45-54	COK	12.5
45-54	CRI	12.631578947368421
45-54	HRV	5.970149253731343
45-54	CUB	9.523809523809524
45-54	CYP	7.777777777777778
45-54	CZE	7.620320855614973
45-54	CIV	11.428571428571429
45-54	PRK	12.5
45-54	COD	10.0
45-54	DNK	8.850457782299085
45-54	DOM	12.0
45-54	ECU	7.216494845360824
45-54	EGY	5.347593582887701
45-54	SLV	8.75
45-54	EST	7.9831932773109235
45-54	ETH	7.6923076923076925
45-54	EU	9.0
45-54	FRO	27.27272727272727
45-54	FIN	12.965050732807216
45-54	MKD	4.411764705882353
45-54	FRA	9.804653477665795
45-54	GAB	18.181818181818183
45-54	GEO	15.873015873015872
45-54	DEU	9.89853273961603
45-54	GHA	2.941176470588235
45-54	GIB	22.22222222222222
45-54	GRC	6.48236415633937
45-54	GRD	25.0
45-54	GTM	12.5
45-54	GUY	33.33333333333333
45-54	HTI	14.285714285714285
45-54	HND	6.557377049180328
45-54	HKG	5.263157894736842
45-54	HUN	9.935379644588044
45-54	ISL	19.230769230769234
45-54	IND	4.8656499636891795
45-54	IDN	2.403846153846154
45-54	IRQ	5.405405405405405
45-54	IRL	12.466487935656836
45-54	IRN	3.4653465346534658
45-54	ISR	10.264227642276422
45-54	ITA	11.766960521272518
45-54	JAM	15.789473684210526
45-54	JPN	8.19672131147541
45-54	JEY	27.27272727272727
45-54	JOR	12.280701754385964
45-54	KAZ	2.684563758389262
45-54	KEN	6.382978723404255
45-54	KIR	20.0
45-54	KOR	8.118081180811808
45-54	KWT	15.151515151515152
45-54	KGZ	4.545454545454546
45-54	LVA	4.137931034482759
45-54	LBN	6.1946902654867255
45-54	LBY	22.22222222222222
45-54	LIE	5.555555555555555
45-54	LTU	8.25242718446602
45-54	LUX	14.14141414141414
45-54	MDG	5.263157894736842
45-54	MWI	10.0
45-54	MYS	6.685236768802229
45-54	MLT	9.67741935483871
45-54	MRT	28.57142857142857
45-54	MUS	8.108108108108109
45-54	MEX	8.767872161480234
45-54	MDA	3.6585365853658534
45-54	MCO	10.714285714285714
45-54	MNG	8.695652173913043
45-54	MAR	6.967213114754098
45-54	MMR	15.789473684210526
45-54	NAM	25.0
45-54	NPL	2.7027027027027026
45-54	NLD	14.764621968616263
45-54	ANT	10.0
45-54	NZL	15.139826422372227
45-54	NIC	10.344827586206897
45-54	NER	8.333333333333332
45-54	NGA	7.575757575757576
45-54	NIU	25.0
45-54	NOR	15.048268029528678
45-54	OMN	11.11111111111111
45-54	PAK	2.898550724637681
45-54	PSE	4.166666666666666
45-54	PAN	10.38961038961039
45-54	PRY	16.27906976744186
45-54	PER	9.659090909090908
45-54	PHL	6.293706293706294
45-54	POL	3.2615384615384615
45-54	PRT	10.427263479145472
45-54	PRI	11.904761904761903
45-54	QAT	5.88235294117647
45-54	ROU	5.122494432071269
45-54	RUS	4.874746106973595
45-54	RWA	22.22222222222222
45-54	LCA	50.0
45-54	VCT	20.0
45-54	SMR	20.0
45-54	SAU	3.3783783783783785
45-54	SEN	16.666666666666664
45-54	SRB	3.1914893617021276
45-54	SGP	6.434782608695652
45-54	SVK	4.843304843304843
45-54	SVN	12.663755458515283
45-54	ZAF	6.7272727272727275
45-54	ESP	15.939791586260132
45-54	LKA	3.614457831325301
45-54	SDN	11.11111111111111
45-54	SWE	19.54022988505747
45-54	CHE	10.650298606502986
45-54	SYR	1.5873015873015872
45-54	TWN	8.974358974358974
45-54	TZA	5.555555555555555
45-54	THA	7.664233576642336
45-54	TGO	5.88235294117647
45-54	TTO	8.108108108108109
45-54	TUN	6.2015503875969
45-54	TUR	4.354904354904355
45-54	TKM	28.57142857142857
45-54	UGA	9.67741935483871
45-54	UKR	4.487179487179487
45-54	ARE	7.103825136612022
45-54	GBR	13.080747471284074
45-54	USA	11.88212518821252
