"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","Trade Value"
16,"Machines",1684,"Machinery and appliances",168458,"Metal Lathes",18515
16,"Machines",1684,"Machinery and appliances",168459,"Drilling Machines",17852
16,"Machines",1684,"Machinery and appliances",168460,"Metal Finishing Machines",37764
16,"Machines",1684,"Machinery and appliances",168461,"Metalworking Machines",2429
16,"Machines",1684,"Machinery and appliances",168462,"Forging Machines",33851
16,"Machines",1684,"Machinery and appliances",168463,"Other Non-Metal Removal Machinery",35688.99999999999
16,"Machines",1684,"Machinery and appliances",168464,"Stone Working Machines",72148
16,"Machines",1684,"Machinery and appliances",168465,"Woodworking machines",15939
16,"Machines",1684,"Machinery and appliances",168466,"Metalworking Machine Parts",66640
16,"Machines",1684,"Machinery and appliances",168467,"Motor-working Tools",66612
16,"Machines",1684,"Machinery and appliances",168468,"Soldering and Welding Machinery",23086
16,"Machines",1684,"Machinery and appliances",168470,"Calculators",4473
16,"Machines",1684,"Machinery and appliances",168471,"Computers",6501368
16,"Machines",1684,"Machinery and appliances",168472,"Other Office Machines",67863
16,"Machines",1684,"Machinery and appliances",168473,"Office Machine Parts",1034501
16,"Machines",1684,"Machinery and appliances",168474,"Stone Processing Machines",1733023
16,"Machines",1684,"Machinery and appliances",168477,"Rubberworking Machinery",271614
16,"Machines",1684,"Machinery and appliances",168478,"Tobacco Processing Machines",3986
16,"Machines",1684,"Machinery and appliances",168479,"Machinery Having Individual Functions",4899065
16,"Machines",1684,"Machinery and appliances",168480,"Metal Molds",12066
16,"Machines",1684,"Machinery and appliances",168481,"Valves",3970027
16,"Machines",1684,"Machinery and appliances",168482,"Ball Bearings",294082
16,"Machines",1684,"Machinery and appliances",168483,"Transmissions",906486
16,"Machines",1684,"Machinery and appliances",168484,"Gaskets",279709
16,"Machines",1684,"Machinery and appliances",168485,"Boat Propellers",138845
16,"Machines",1685,"Electrical machinery and equipment",168501,"Electric Motors",4556448
16,"Machines",1685,"Electrical machinery and equipment",168502,"Electric Generating Sets",2187048
16,"Machines",1685,"Electrical machinery and equipment",168503,"Electric Motor Parts",4642658
16,"Machines",1685,"Electrical machinery and equipment",168504,"Electrical Transformers",4496783
16,"Machines",1685,"Electrical machinery and equipment",168505,"Electromagnets",42683
16,"Machines",1685,"Electrical machinery and equipment",168506,"Batteries",66150
16,"Machines",1685,"Electrical machinery and equipment",168507,"Electric Batteries",3707076
16,"Machines",1685,"Electrical machinery and equipment",168508,"Vacuum Cleaners",40972
16,"Machines",1685,"Electrical machinery and equipment",168509,"Other Domestic Electric Housewares",797086.9999999999
16,"Machines",1685,"Electrical machinery and equipment",168510,"Hair Trimmers",136
16,"Machines",1685,"Electrical machinery and equipment",168511,"Electrical Ignitions",609399
16,"Machines",1685,"Electrical machinery and equipment",168512,"Electrical Lighting and Signalling Equipment",110900
16,"Machines",1685,"Electrical machinery and equipment",168513,"Portable Lighting",269716
16,"Machines",1685,"Electrical machinery and equipment",168514,"Electric Furnaces",178368
16,"Machines",1685,"Electrical machinery and equipment",168515,"Electric Soldering Equipment",92267
16,"Machines",1685,"Electrical machinery and equipment",168516,"Electric Heaters",1137867
16,"Machines",1685,"Electrical machinery and equipment",168517,"Telephones",2037249
16,"Machines",1685,"Electrical machinery and equipment",168518,"Microphones and Headphones",356446
16,"Machines",1685,"Electrical machinery and equipment",168519,"Sound Recording Equipment",10562
16,"Machines",1685,"Electrical machinery and equipment",168521,"Video Recording Equipment",238762
16,"Machines",1685,"Electrical machinery and equipment",168523,"Blank Audio Media",123681
16,"Machines",1685,"Electrical machinery and equipment",168524,"Sound Recordings",1154
16,"Machines",1685,"Electrical machinery and equipment",168525,"Broadcasting Equipment",9135561
16,"Machines",1685,"Electrical machinery and equipment",168526,"Navigation Equipment",109345
16,"Machines",1685,"Electrical machinery and equipment",168527,"Radio Receivers",106827
16,"Machines",1685,"Electrical machinery and equipment",168528,"Video Displays",978815.9999999999
16,"Machines",1685,"Electrical machinery and equipment",168529,"Broadcasting Accessories",413601
16,"Machines",1685,"Electrical machinery and equipment",168530,"Traffic Signals",2204.9999999999995
16,"Machines",1685,"Electrical machinery and equipment",168531,"Audio Alarms",199143
16,"Machines",1685,"Electrical machinery and equipment",168532,"Electrical Capacitors",1769.0000000000002
16,"Machines",1685,"Electrical machinery and equipment",168533,"Electrical Resistors",3735
16,"Machines",1685,"Electrical machinery and equipment",168534,"Printed Circuit Boards",52034
16,"Machines",1685,"Electrical machinery and equipment",168535,"High-voltage Protection Equipment",986105
16,"Machines",1685,"Electrical machinery and equipment",168536,"Low-voltage Protection Equipment",1832098
16,"Machines",1685,"Electrical machinery and equipment",168537,"Electrical Control Boards",4942769
16,"Machines",1685,"Electrical machinery and equipment",168538,"Electrical Power Accessories",492714
16,"Machines",1685,"Electrical machinery and equipment",168539,"Electric Filament",571567
16,"Machines",1685,"Electrical machinery and equipment",168540,"Cathode Tubes",48415
16,"Machines",1685,"Electrical machinery and equipment",168541,"Semiconductor Devices",1035627
16,"Machines",1685,"Electrical machinery and equipment",168542,"Integrated Circuits",424999
16,"Machines",1685,"Electrical machinery and equipment",168543,"Other Electrical Machinery",1133691
16,"Machines",1685,"Electrical machinery and equipment",168544,"Insulated Wire",6295281
16,"Machines",1685,"Electrical machinery and equipment",168545,"Carbon-based Electronics",328
16,"Machines",1685,"Electrical machinery and equipment",168546,"Electrical Insulators",356161
16,"Machines",1685,"Electrical machinery and equipment",168547,"Metal Insulating Fittings",265214
16,"Machines",1685,"Electrical machinery and equipment",168548,"Electrical Parts",7583
17,"Transportation",1786,"Railway and other rolling stock",178606,"Railway Freight Cars",24914
17,"Transportation",1786,"Railway and other rolling stock",178607,"Locomotive Parts",5717
17,"Transportation",1786,"Railway and other rolling stock",178609,"Shipping containers",388328
17,"Transportation",1787,"Vehicles and their parts",178701,"Tractors",11720873
17,"Transportation",1787,"Vehicles and their parts",178702,"Buses",7599535
17,"Transportation",1787,"Vehicles and their parts",178703,"Cars",88331721
17,"Transportation",1787,"Vehicles and their parts",178704,"Delivery Trucks",47632004
17,"Transportation",1787,"Vehicles and their parts",178705,"Specialized Vehicles",2465525
17,"Transportation",1787,"Vehicles and their parts",178706,"Vehicle Chassis",80446
17,"Transportation",1787,"Vehicles and their parts",178707,"Vehicle Bodies",1710109
17,"Transportation",1787,"Vehicles and their parts",178708,"Vehicle Parts",10352777
17,"Transportation",1787,"Vehicles and their parts",178709,"Work Trucks",576435
17,"Transportation",1787,"Vehicles and their parts",178711,"Motorcycles",1071205
17,"Transportation",1787,"Vehicles and their parts",178712,"Bicycles",145949
17,"Transportation",1787,"Vehicles and their parts",178713,"Wheelchairs",34971
17,"Transportation",1787,"Vehicles and their parts",178714,"Bi-Wheel Vehicle Parts",473441
17,"Transportation",1787,"Vehicles and their parts",178715,"Baby Carriages",455.99999999999994
17,"Transportation",1787,"Vehicles and their parts",178716,"Trailers",5219077
17,"Transportation",1788,"Aircraft, spacecraft and parts thereof",178802,"Planes, Helicopters, and/or Spacecraft",171785
17,"Transportation",1788,"Aircraft, spacecraft and parts thereof",178803,"Aircraft Parts",247719
17,"Transportation",1789,"Ships, boats and floating structures",178901,"Passenger and Cargo Ships",77783
17,"Transportation",1789,"Ships, boats and floating structures",178903,"Recreational Boats",195125.00000000003
17,"Transportation",1789,"Ships, boats and floating structures",178906,"Other Sea Vessels",615554
17,"Transportation",1789,"Ships, boats and floating structures",178907,"Other Floating Structures",5400
18,"Instruments",1890,"Instruments and apparatus",189001,"Optical Fibers",14069
18,"Instruments",1890,"Instruments and apparatus",189002,"Mirrors and Lenses",6553
18,"Instruments",1890,"Instruments and apparatus",189003,"Eyewear Frames",1356
18,"Instruments",1890,"Instruments and apparatus",189004,"Eyewear",60013
18,"Instruments",1890,"Instruments and apparatus",189005,"Binoculars and Telescopes",43700
18,"Instruments",1890,"Instruments and apparatus",189006,"Cameras",60199.00000000001
18,"Instruments",1890,"Instruments and apparatus",189008,"Image Projectors",221
18,"Instruments",1890,"Instruments and apparatus",189009,"Photocopiers",53264
18,"Instruments",1890,"Instruments and apparatus",189010,"Photo Lab Equipment",4184
18,"Instruments",1890,"Instruments and apparatus",189011,"Microscopes",212688.00000000003
18,"Instruments",1890,"Instruments and apparatus",189012,"Non-optical Microscopes",246.00000000000003
18,"Instruments",1890,"Instruments and apparatus",189014,"Compasses",30020
18,"Instruments",1890,"Instruments and apparatus",189015,"Surveying Equipment",1375937
18,"Instruments",1890,"Instruments and apparatus",189016,"Balances",2816.9999999999995
18,"Instruments",1890,"Instruments and apparatus",189017,"Drafting Tools",14244
18,"Instruments",1890,"Instruments and apparatus",189018,"Medical Instruments",1908117
18,"Instruments",1890,"Instruments and apparatus",189019,"Therapeutic Appliances",67280
18,"Instruments",1890,"Instruments and apparatus",189020,"Breathing Appliances",117222
18,"Instruments",1890,"Instruments and apparatus",189021,"Orthopedic Appliances",12661
18,"Instruments",1890,"Instruments and apparatus",189022,"X-Ray Equipment",906132
18,"Instruments",1890,"Instruments and apparatus",189023,"Instructional Models",49750.00000000001
18,"Instruments",1890,"Instruments and apparatus",189024,"Tensile Testing Machines",70384
18,"Instruments",1890,"Instruments and apparatus",189025,"Hydrometers",247074
18,"Instruments",1890,"Instruments and apparatus",189026,"Gas and Liquid Flow Measuring Instruments",1082660
18,"Instruments",1890,"Instruments and apparatus",189027,"Chemical Analysis Instruments",870752
18,"Instruments",1890,"Instruments and apparatus",189028,"Utility Meters",561945
18,"Instruments",1890,"Instruments and apparatus",189029,"Revolution Counters",21175
18,"Instruments",1890,"Instruments and apparatus",189030,"Oscilloscopes",310665
18,"Instruments",1890,"Instruments and apparatus",189031,"Other Measuring Instruments",473536
18,"Instruments",1890,"Instruments and apparatus",189032,"Thermostats",1262605
18,"Instruments",1890,"Instruments and apparatus",189033,"Opto-Electric Instrument Parts",62715.99999999999
18,"Instruments",1891,"Clocks and watches",189102,"Base Metal Watches",823
18,"Instruments",1891,"Clocks and watches",189104,"Dashboard Clocks",3701
18,"Instruments",1891,"Clocks and watches",189105,"Other Clocks",3333.0000000000005
18,"Instruments",1891,"Clocks and watches",189114,"Other Clocks and Watches",2401
18,"Instruments",1892,"Musical instruments",189201,"Pianos",11756.999999999998
18,"Instruments",1892,"Musical instruments",189202,"String Instruments",264
18,"Instruments",1892,"Musical instruments",189205,"Wind Instruments",98
18,"Instruments",1892,"Musical instruments",189206,"Percussion",730
18,"Instruments",1892,"Musical instruments",189207,"Electric Musical Instruments",725
18,"Instruments",1892,"Musical instruments",189208,"Other Musical Instruments",6672.000000000001
19,"Weapons",1993,"Arms and ammunition",199303,"Other Firearms",64575
19,"Weapons",1993,"Arms and ammunition",199305,"Weapons Parts and Accessories",22191.999999999996
19,"Weapons",1993,"Arms and ammunition",199306,"Explosive Ammunition",458099
20,"Miscellaneous",2094,"Furniture",209401,"Seats",480100
20,"Miscellaneous",2094,"Furniture",209402,"Medical Furniture",548821
20,"Miscellaneous",2094,"Furniture",209403,"Other Furniture",2954396
20,"Miscellaneous",2094,"Furniture",209404,"Mattresses",1462732
20,"Miscellaneous",2094,"Furniture",209405,"Light Fixtures",1245905
20,"Miscellaneous",2094,"Furniture",209406,"Prefabricated Buildings",4367926
20,"Miscellaneous",2095,"Toys and games",209503,"Models and Stuffed Animals",13410
20,"Miscellaneous",2095,"Toys and games",209504,"Video and Card Games",123577
20,"Miscellaneous",2095,"Toys and games",209505,"Party Decorations",28803
20,"Miscellaneous",2095,"Toys and games",209506,"Sports Equipment",227765
20,"Miscellaneous",2095,"Toys and games",209507,"Fishing and Hunting Equipment",809122
20,"Miscellaneous",2095,"Toys and games",209508,"Fairground Amusements",6525
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209603,"Brooms",37626
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209605,"Travel Kits",16924
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209606,"Buttons",168
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209607,"Zippers",28.999999999999996
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209608,"Pens",176120.00000000003
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209609,"Pencils and Crayons",29155.999999999996
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209610,"Chalkboards",10314
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209611,"Rubber Stamps",73
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209612,"Ink Ribbons",7603
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209613,"Lighters",65
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209614,"Smoking Pipes",5718
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209615,"Combs",25265
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209616,"Scent Sprays",8493
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209617,"Vacuum Flask",21334
20,"Miscellaneous",2096,"Miscellaneous manufactured articles",209618,"Mannequins",7840
21,"Arts and Antiques",2197,"Works of art; collectors' pieces and antiques",219701,"Paintings",190
21,"Arts and Antiques",2197,"Works of art; collectors' pieces and antiques",219703,"Sculptures",2592.9999999999995
