"Section ID","Section","HS2 ID","HS2","HS4 ID","HS4","HS6 ID","HS6","Trade Value"
6,"Chemical Products",629,"Organic chemicals",62915,"Saturated Acyclic Monocarboxylic Acids",6291539,"Acetic acid esters nes",5320
6,"Chemical Products",629,"Organic chemicals",62917,"Polycarboxylic Acids",6291719,"Acyclic polycarboxylic acids, derivatives, nes",3417
6,"Chemical Products",629,"Organic chemicals",62918,"Carboxylic Acids",6291890,"Carboxylic acids nes, derivativess",47574
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292219,"Amino-alcohols nes, their ethers and esters, salts",2445.9999999999995
6,"Chemical Products",629,"Organic chemicals",62922,"Oxygen Amino Compounds",6292221,"Aminohydroxynaphthalenesulphonic acids and salts",76986
6,"Chemical Products",629,"Organic chemicals",62923,"Quaternary Ammonium Salts and Hydroxides",6292390,"Quarternary ammonium salts and hydroxides, nes",35076
6,"Chemical Products",629,"Organic chemicals",62925,"Carboxyimide Compounds",6292520,"Imines, derivatives, salts thereof",139
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293219,"Heterocyclic compounds with unfused furan ring, nes",592.0000000000001
6,"Chemical Products",629,"Organic chemicals",62932,"Oxygen Heterocyclic Compounds",6293290,"Heterocyclic compound,oxygen hetero-atom(s) only,nes",20826
6,"Chemical Products",629,"Organic chemicals",62933,"Nitrogen Heterocyclic Compounds",6293369,"Heterocyclic compds with an unfused triazine ring nes",35357
6,"Chemical Products",629,"Organic chemicals",62934,"Nucleic Acids",6293410,"Heterocyclic compounds with an unfused thiazole ring",5445
6,"Chemical Products",629,"Organic chemicals",62936,"Vitamins",6293627,"Vitamin C, derivatives, unmixed",111
6,"Chemical Products",629,"Organic chemicals",62939,"Vegetable Alkaloids",6293940,"Ephedrines, salts, in bulk",19563
6,"Chemical Products",629,"Organic chemicals",62941,"Antibiotics",6294130,"Tetracyclines, derivatives, in bulk, salts",862
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",6300220,"Vaccines, human use",1276780
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",6300239,"Vaccines, veterinary use, except foot and mouth",287198
6,"Chemical Products",630,"Pharmaceutical products",63002,"Blood, antisera, vaccines, toxins and cultures",6300290,"Blood, toxins, cultures, medical use, nes",988435
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300310,"Penicillins or streptomycins and derivatives, in bulk",199749.00000000003
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300320,"Antibiotics nes, formulated, in bulk",354344.00000000006
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300339,"Hormones nes, no antibiotics, bulk, not contraceptive",6618
6,"Chemical Products",630,"Pharmaceutical products",63003,"Unpackaged Medicaments",6300390,"Medicaments nes, formulated, in bulk",1476.9999999999998
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300410,"Penicillins and streptomycins, derivs, in dosage",3313839
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300420,"Antibiotics nes, in dosage",1750785
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300431,"Insulin, in dosage",23239
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300432,"Adrenal cortical hormones, in dosage",14062
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300439,"Hormones nes, except contraceptives, in dosage",26897
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300440,"Alkaloids, derivs, no antibiotics, hormones, in dosag",8699
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300450,"Vitamins, derivatives,in dosage",21803
6,"Chemical Products",630,"Pharmaceutical products",63004,"Packaged Medicaments",6300490,"Medicaments nes, in dosage",30763431
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",6300510,"Medical dressings etc. having an adhesive layer",1515
6,"Chemical Products",630,"Pharmaceutical products",63005,"Bandages",6300590,"Medical dressings etc except those with adhesive laye",145198
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300610,"Suture materials, sterile surgical and dental goods",26506
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300620,"Blood-grouping reagents",74402
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300650,"First-aid boxes and kits",218304
6,"Chemical Products",630,"Pharmaceutical products",63006,"Special Pharmaceuticals",6300660,"Contraceptive preps based on hormones or spermicides",572235
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310210,"Urea, including aqueous solution in packs >10 kg",288
6,"Chemical Products",631,"Fertilizers",63102,"Nitrogenous Fertilizers",6310240,"Ammonium nitrate limestone etc mixes, pack >10 kg",57.99999999999999
6,"Chemical Products",631,"Fertilizers",63104,"Potassic Fertilizers",6310420,"Potassium chloride, in packs >10 kg",11745.999999999998
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310520,"Nitrogen-phosphorus-potassium fertilizers, pack >10kg",233255
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310540,"Monoammonium phosphate & mix with diammonium, <=10 kg",18840.999999999996
6,"Chemical Products",631,"Fertilizers",63105,"Mixed Mineral or Chemical Fertilizers",6310551,"Fertilizers with nitrates and phosphates, nes, <=10kg",49
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320411,"Disperse dyes and preparations based thereon",6475
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320413,"Basic dyes and preparations based thereon",223.99999999999997
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320419,"Synthetic organic colouring matter nes",198.99999999999997
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,"Synthetic Coloring Matter",6320490,"Synthetic organic products used as luminophores",331
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320610,"Pigments and preparations based on titanium dioxide",1849
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320620,"Pigments and preparations based on chromium compounds",1822.0000000000002
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320641,"Ultramarine and preparations based thereon",2292
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,"Other Coloring Matter",6320649,"Inorganic colouring matter nes, including preparation",974.0000000000001
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,"Prepared Pigments",6320730,"Liquid lustres and similar preparations",136
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,"Nonaqueous Paints",6320810,"Polyester based paints, varnishes, non-aqueous medium",30620
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,"Nonaqueous Paints",6320820,"Acrylic or vinyl polymer paint or varnish, non-aqueou",5912.000000000001
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,"Nonaqueous Paints",6320890,"Polymer based paint, varnish in non-aqueous medium ne",363400
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63209,"Aqueous Paints",6320910,"Acrylic & vinyl polymer based paint, varnish, in wate",31370
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63209,"Aqueous Paints",6320990,"Polymer based paints & varnishes nes, aqueous medium",98644
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63210,"Other Paints",6321000,"Paints and varnishes nes, water pigments for leather",4522
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63211,"Prepared Paint Driers",6321100,"Prepared driers",2139.0000000000005
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63212,"Nonaqueous Pigments",6321290,"Pigments for paints, dyes, etc packaged for retail",74817
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63214,"Glaziers Putty",6321410,"Mastics, painters' fillings",57262
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63214,"Glaziers Putty",6321490,"Non-refractory surfacing preparations nes",34767
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63215,"Ink",6321511,"Printing ink, black",11422
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63215,"Ink",6321519,"Printing ink, other than black",4961
6,"Chemical Products",632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63215,"Ink",6321590,"Ink, other than printing ink",217413
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,"Essential Oils",6330129,"Essential oils, nes",2304.0000000000005
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,"Essential Oils",6330130,"Resinoids",6262
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,"Essential Oils",6330190,"Essential oils, terpenic by-products etc., nes",676
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63302,"Scented Mixtures",6330210,"Mixed odoriferous substances - food & drink industrie",40911
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63302,"Scented Mixtures",6330290,"Mixed odoriferous substances - industrial use nes",28.999999999999996
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63303,"Perfumes",6330300,"Perfumes and toilet waters",673606
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,"Beauty Products",6330410,"Lip make-up preparations",6847
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,"Beauty Products",6330420,"Eye make-up preparations",2768.0000000000005
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,"Beauty Products",6330430,"Manicure or pedicure preparations",2800
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,"Beauty Products",6330491,"Powders, for skin care and make-up",3074
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,"Beauty Products",6330499,"Beauty, makeup and suntan preparations nes",367909
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63305,"Hair Products",6330510,"Hair shampoos",23747.999999999996
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63305,"Hair Products",6330520,"Hair waving or straightening preparations",3091
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63305,"Hair Products",6330590,"Hair preparations, nes",36570
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63306,"Dental Products",6330610,"Dentifrices",12504
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63306,"Dental Products",6330690,"Oral & dental hygiene preparations, except dentifrice",5831
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,"Shaving Products",6330720,"Personal deodorants and antiperspirants",4630
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,"Shaving Products",6330730,"Perfumed bath salts and other bath preparations",514
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,"Shaving Products",6330741,"Agarbatti, odorifers operated by burning",7265
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,"Shaving Products",6330749,"Room perfuming or deodorizing preparations, nes",33599
6,"Chemical Products",633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,"Shaving Products",6330790,"Perfumery, cosmetic or toilet preparations, nes",5109
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63401,"Soap",6340111,"Soaps, for toilet use, solid",288892
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63401,"Soap",6340119,"Soaps for purposes other than toilet soap, solid",160144
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63401,"Soap",6340120,"Soaps nes",601124
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",6340211,"Anionic surface-active agents",7237542
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",6340212,"Cationic surface-active agents",8597.000000000002
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",6340213,"Non-ionic surface active agents",1402
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",6340219,"Organic surface-active agents, nes",1942648
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",6340220,"Washing and cleaning preparations, retail",279466
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63402,"Cleaning Products",6340290,"Organic surfactant washing, cleaning preparations nes",628132
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63403,"Lubricating Products",6340319,"Lubricating oil etc containing <70% petroleum oil nes",78
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63403,"Lubricating Products",6340391,"Lubricants etc, no petroleum oil, textile, leather us",98
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63403,"Lubricating Products",6340399,"Lubricating preparations, zero petroleum content, nes",104742
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63405,"Polishes and Creams",6340510,"Polishes, creams etc. for footwear or leather",10508
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63405,"Polishes and Creams",6340530,"Polishes etc. for coachwork, except metal polishes",629
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63405,"Polishes and Creams",6340540,"Scouring pastes and powders and other scouring preps",19795
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63405,"Polishes and Creams",6340590,"Polishes, creams and similar preparations, nes",81
6,"Chemical Products",634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, "dental waxes" and dental preparations with a basis of plaster",63406,"Candles",6340600,"Candles, tapers and the like",2084
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63502,"Water Soluble Proteins",6350290,"Albumins nes, albuminates & other albumin derivatives",187
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63505,"Dextrins",6350510,"Dextrins and other modified starches",13227
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63505,"Dextrins",6350520,"Glues based on starches, or modified starches",317
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63506,"Glues",6350610,"Glues and adhesives of all kinds, package <1 kg",11218
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63506,"Glues",6350691,"Adhesives based on rubber or plastic, package >1 kg",24346
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63506,"Glues",6350699,"Glues or adhesives, prepared nes, package > 1kg",44398
6,"Chemical Products",635,"Albuminoidal substances; modified starches; glues; enzymes",63507,"Enzymes",6350790,"Enzymes nes, prepared enzymes nes, except rennet",692.0000000000001
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63602,"Prepared Explosives",6360200,"Prepared explosives, except propellent powders",425294.00000000006
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63603,"Detonating Fuses",6360300,"Safety or detonating fuses, detonators, igniters",285417
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63605,"Matches",6360500,"Matches",27594
6,"Chemical Products",636,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",63606,"Pyrophoric Alloys",6360690,"Pyrophoric alloys, firelighters, etc",95
6,"Chemical Products",637,"Photographic or cinematographic goods",63701,"Photographic Plates",6370110,"X-ray plates and films",1131
6,"Chemical Products",637,"Photographic or cinematographic goods",63701,"Photographic Plates",6370120,"Photographic instant print film in the flat",15680
6,"Chemical Products",637,"Photographic or cinematographic goods",63702,"Photographic Film",6370210,"Photographic film, rolls, for x-ray",2580
6,"Chemical Products",637,"Photographic or cinematographic goods",63702,"Photographic Film",6370295,"Photographic film, rolls, of a width <= 35 mm, nes",1837
6,"Chemical Products",637,"Photographic or cinematographic goods",63703,"Photographic Paper",6370390,"Unexposed photographic paper, board or textile nes",11545
6,"Chemical Products",637,"Photographic or cinematographic goods",63707,"Photographic Chemicals",6370790,"Chemical preparations for photographic uses, nes",41475
6,"Chemical Products",638,"Chemical products n.e.s.",63802,"Activated Carbon",6380210,"Activated carbon",1249
6,"Chemical Products",638,"Chemical products n.e.s.",63804,"Wood Pulp Lyes",6380400,"Residual lyes from the manufacture of wood pulp",3123.9999999999995
6,"Chemical Products",638,"Chemical products n.e.s.",63805,"Turpentine",6380510,"Gum, wood or sulphate turpentine oils",18.000000000000004
6,"Chemical Products",638,"Chemical products n.e.s.",63805,"Turpentine",6380590,"Terpenic oils nes, crude dipentene, paracymene",72.00000000000001
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",6380810,"Insecticides, packaged for retail sale",351591
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",6380830,"Herbicides, sprouting and growth regulators",290
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",6380840,"Disinfectants, packaged for retail sale",109208
6,"Chemical Products",638,"Chemical products n.e.s.",63808,"Pesticides",6380890,"Pesticides, rodenticides, nes, for retail sale",6774.000000000001
6,"Chemical Products",638,"Chemical products n.e.s.",63809,"Dyeing Finishing Agents",6380910,"Finishing agents & dye carriers, amylaceous",544
6,"Chemical Products",638,"Chemical products n.e.s.",63809,"Dyeing Finishing Agents",6380991,"Finishing agents, dye carriers, dressing, mordants ne",3136
6,"Chemical Products",638,"Chemical products n.e.s.",63811,"Antiknock",6381190,"Oil additives nes, oxidation, corrosion, gum inhibito",129859
6,"Chemical Products",638,"Chemical products n.e.s.",63812,"Prepared Rubber Accelerators",6381220,"Compound plasticisers for rubber or plastic, nes",7153
6,"Chemical Products",638,"Chemical products n.e.s.",63813,"Fire Extinguishers Preparations",6381300,"Preparations and charges for fire-extinguishers",10000
6,"Chemical Products",638,"Chemical products n.e.s.",63814,"Organic Composite Solvents",6381400,"Organic composite solvents, paint, varnish remover et",7394
6,"Chemical Products",638,"Chemical products n.e.s.",63815,"Reaction and Catalytic Products",6381590,"Reaction initiators, accelerators, catalysts, nes",12536
6,"Chemical Products",638,"Chemical products n.e.s.",63816,"Refractory Cements",6381600,"Refractory cements, mortars, concretes except graphit",10283
6,"Chemical Products",638,"Chemical products n.e.s.",63819,"Hydraulic Brake Fluid",6381900,"Hydraulic brake, transmission fluid <70% petroleum oi",5460
6,"Chemical Products",638,"Chemical products n.e.s.",63820,"Antifreeze",6382000,"Anti-freezing preps and prepared de-icing fluids",275
6,"Chemical Products",638,"Chemical products n.e.s.",63821,"Micro-Organism Culture Preparations",6382100,"Prepared culture media for developing micro-organisms",6173
6,"Chemical Products",638,"Chemical products n.e.s.",63822,"Laboratory Reagents",6382200,"Composite diagnostic or laboratory reagents, including COVID-19 test kits based on polymerase chain reaction (PCR) nucleic acid test",1457292
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",6382310,"Prepared binders for foundry moulds or cores",3771.0000000000005
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",6382340,"Prepared additives for cements, mortars or concretes",516777
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",6382350,"Non-refractory mortars and concretes",7351
6,"Chemical Products",638,"Chemical products n.e.s.",63823,"Industrial Fatty Acids, Oils and Alcohols",6382390,"Chemical industry products, preparations, mixtures ne",173947
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73901,"Ethylene Polymers",7390110,"Polyethylene - specific gravity <0.94 in primary form",654703
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73901,"Ethylene Polymers",7390120,"Polyethylene - specific gravity >0.94 in primary form",4922177
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73901,"Ethylene Polymers",7390190,"Polymers of ethylene nes, in primary forms",557158.9999999999
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73902,"Propylene Polymers",7390210,"Polypropylene in primary forms",4325851
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73902,"Propylene Polymers",7390230,"Propylene copolymers in primary forms",1054925
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73902,"Propylene Polymers",7390290,"Polymers of propylene, olefins nes in primary forms",7922.999999999999
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73903,"Styrene Polymers",7390320,"Styrene-acrylonitrile (SAN) copolymers, primary forms",236564.00000000003
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73903,"Styrene Polymers",7390390,"Polymers of styrene except SAN or ABS in primary form",59104
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73904,"Vinyl Chloride Polymers",7390421,"Polyvinyl chloride nes, not plasticised, primary form",20619
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73904,"Vinyl Chloride Polymers",7390450,"Vinylidene chloride polymers in primary forms",13168
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73905,"Other Vinyl Polymers",7390519,"Polyvinyl acetate except aqueous dispersion, primary",68
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73906,"Acrylic Polymers",7390690,"Acrylic polymers nes, in primary forms",338534
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73907,"Polyacetals",7390720,"Polyethers nes, in primary forms",81360
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73907,"Polyacetals",7390730,"Epoxide resins, in primary forms",16407
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73907,"Polyacetals",7390799,"Polyesters nes, in primary forms",53
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73909,"Amino-resins",7390920,"Melamine resins, in primary forms",1888.0000000000002
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73909,"Amino-resins",7390930,"Amino-resins nes, in primary forms",94860
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73909,"Amino-resins",7390950,"Polyurethanes in primary forms",43057
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73910,"Silicone",7391000,"Silicones in primary forms",18427
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73911,"Petroleum Resins",7391110,"Petroleum resins, coumarone, indene, polyterpenes",117315
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73911,"Petroleum Resins",7391190,"Polysulphides, polysulphones etc, nes in primary form",206180.99999999997
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73912,"Cellulose",7391231,"Carboxymethylcellulose, salts, in primary forms",258808
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73912,"Cellulose",7391239,"Cellulose ethers nes, in primary forms",3251.0000000000005
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73913,"Natural Polymers",7391390,"Polymers, natural or modified nes in primary forms ne",136469
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73915,"Scrap Plastic",7391590,"Plastics waste or scrap nes",16930
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73916,"Monofilament",7391610,"Monofilament(>1mm), rods, etc, ethylene polymers",175
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73916,"Monofilament",7391620,"Monofilament(>1mm), rods, etc, vinyl-chloride polymer",8021.000000000001
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73917,"Plastic Pipes",7391721,"Tube, pipe or hose, rigid, of polyethylene",22851
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73917,"Plastic Pipes",7391722,"Tube, pipe or hose, rigid, of polypropylene",7487
7,"Plastics and Rubbers",739,"Plastics and articles thereof",73917,"Plastic Pipes",7391723,"Tube, pipe or hose, rigid, of polyvinyl chloride",74365
