"Min.lat","FstQu.lat","Medianlat","Meanlat","TrdQu.lat","Max.lat","SDlat","Mode.lat","Min.lon","FstQu.lon","Medianlon","Meanlon","TrdQu.lon","Max.lon","SDlon","Mode.lon","LCI.lat","UCI.lat","LCI.lon","UCI.lon","Distance.Moved","Cumul.Distance.Moved","Distance2","Distance2cumulative","Arrival.Q.025","Arrival.Q.25","Arrival.Q.50","Arrival.Q.75","Arrival.Q.975","Departure.Q.025","Departure.Q.25","Departure.Q.50","Departure.Q.75","Departure.Q.975","stopover_duration","Main_month"
36.45,50.85,50.85,50.8018149,51.3,58.95,1.09720208940305,51.3,25.7142857142857,18.5346534653465,18,18.1207356863908,18,5.14285714285714,0.936206659669519,18,49.05,51.3,19.236641221374,17.4757281553398,314.14321074391,660.073343274692,477.614720156543,920.321560010336,2014-07-27 09:21:47,2014-07-27 18:15:16,2014-07-27 21:26:31,2014-07-28 16:44:16,2014-07-29 14:17:47,2014-08-16 14:18:11,2014-08-17 13:07:35,2014-08-18 03:26:46,2014-08-18 08:30:19,2014-08-18 13:03:31,21.2501737392942,7
31.5,35.55,38.7,39.0682035,41.85,54,3.04276821102531,35.55,27.7358490566038,23.5294117647059,23.2258064516129,22.8767354763844,21.7834394904459,9.95744680851064,1.53316844404568,23.2258064516129,35.55,43.65,25.9731543624161,20.1923076923077,1176.29114226653,1836.36448554122,1381.35496589451,2301.67652590485,2014-08-16 15:38:14,2014-08-18 00:38:51,2014-08-18 09:23:57,2014-08-19 04:53:22,NA,NA,2014-08-21 06:25:07,2014-08-22 01:41:43,2014-08-23 04:50:10,2014-08-30 20:32:50,3.67900610121312,8
25.2,40.05,40.95,40.63681575,41.4,48.15,1.49958776896033,41.4,38.9032258064516,27.4172185430463,26.4,26.5462185757282,26.4,20.9433962264151,1.10009324185164,26.4,37.35,41.85,28.3018867924528,23.5294117647059,747.91392992011,2584.27841546133,713.859944017028,3015.53646992188,2014-08-18 01:01:14,2014-08-21 02:06:57,2014-08-22 00:07:34,2014-08-22 08:08:35,NA,NA,2014-08-30 04:08:58,2014-08-30 10:51:33,2014-08-30 17:53:17,2014-08-31 06:09:37,8.44721629870986,8
-4.95,10.35,10.8,11.3443704,14.4,33.3,3.80757454362062,10.35,33.4451612903226,23.3587786259542,23.3290978398984,23.2505588002276,22.9090909090909,14.8685857321652,0.469199833231819,23.3290978398984,4.05000000000001,19.35,24.367816091954,22.5563909774436,3403.15373454213,5987.43215000346,3535.87374539953,6551.41021532141,2014-08-31 13:14:48,2014-08-31 18:41:52,2014-09-01 01:21:10,2014-09-01 17:37:03,2014-09-16 17:09:16,2014-10-03 00:19:00,2014-10-22 02:37:11,2014-10-22 19:26:19,2014-10-23 13:24:08,2014-11-01 09:22:43,51.7535719924337,9
-13.05,-0.899999999999991,0.900000000000006,0.971192250000006,1.8,19.35,2.4791078127051,-0.899999999999991,30.9627727856226,22.5281602002503,22.5,22.2619223291689,21.6,15.3191489361702,0.600172715771825,21.6,-2.7,4.95,23.3290978398984,21.3366960907945,514.72542693854,6502.157576942,1154.15143386279,7705.56164918419,2014-09-01 02:03:24,2014-10-19 03:03:47,2014-10-22 14:27:31,2014-10-22 22:20:57,NA,NA,2014-10-31 16:30:59,2014-10-31 22:25:51,2014-11-01 06:29:05,2014-11-02 07:12:58,9.33217446474841,10
-32.85,-20.25,-20.25,-19.8685053,-19.35,-2.24999999999999,1.39796209825944,-20.25,28.0779944289693,19.1744340878828,19.1744340878828,19.0222806680789,18.5960264900662,11.3237221494102,0.422623546100075,19.1744340878828,-22.5,-18,19.601593625498,18.5468956406869,1809.87552264188,8312.03309958388,2364.09081453523,10069.6524637194,2014-11-01 01:35:08,2014-11-01 20:34:23,2014-11-02 17:41:30,2014-11-04 10:52:34,2014-11-19 06:01:37,2014-12-12 21:13:22,2015-01-14 14:35:04,2015-01-14 23:17:52,2015-01-31 13:04:26,2015-03-20 11:06:58,73.2335805151722,11
-32.85,-23.85,-23.85,-23.61404655,-22.95,-8.99999999999999,1.32168410135779,-23.85,32.9032258064516,19.1803278688525,19.1803278688525,19.0807428030665,18.9986468200271,12.2673656618611,0.357695296285788,19.1803278688525,-25.65,-21.15,19.3922651933702,18.51150202977,439.01664652687,8751.04974611076,602.40422578604,10672.0566895055,NA,NA,2014-12-30 14:14:30,2015-01-15 19:37:57,2015-02-01 12:38:17,2015-03-05 13:32:26,2015-03-17 00:53:27,2015-03-17 09:06:47,2015-03-18 04:06:57,2015-03-20 11:06:59,76.744641791033,12
-32.85,-20.25,-19.35,-17.45516835,-14.4,1.4210854715202e-14,6.55132670957111,-17.1,33.0864197530864,26.3529411764706,26.0802069857697,25.8804987539171,25.4498714652956,21.7553956834532,0.877511351824352,26.3529411764706,-28.35,-3.15000000000001,26.8732394366197,23.7037037037037,182.61955250258,9358.4668928676,479.900660683646,11725.2443267964,2015-03-16 17:48:14,2015-03-17 08:31:14,2015-03-18 11:45:40,2015-03-20 07:26:58,NA,NA,2015-03-27 19:19:23,2015-03-28 12:24:28,2015-03-29 19:02:12,2015-03-30 21:11:26,10.0269477579246,3
-26.55,-11.7,-8.99999999999999,-8.55925965,-4.95,6.75,7.47082558520923,-11.7,40.05,34.3718592964824,33.6758893280632,34.2370547664283,33.1034482758621,27.4064516129032,2.11199173264538,33.1034482758621,-22.5,6.75,38.992443324937,31.5394242803504,637.341929443898,10228.869681782,727.630265395756,13119.001590449,2015-03-27 05:19:54,2015-03-28 04:36:32,2015-03-30 05:45:38,2015-03-30 15:40:07,NA,NA,2015-04-01 18:04:12,2015-04-03 04:05:50,2015-04-05 10:42:31,2015-04-06 10:05:46,3.93069241258281,3
-22.05,-11.7,-4.95,-6.8294079,-2.24999999999999,12.6,5.47286242725329,-2.24999999999999,38.4905660377358,34.3718592964824,34.2,33.793640379379,33.3,30.6382978723404,1.66204676569319,31.0888610763454,-16.65,0.450000000000003,36.6579634464752,31.0888610763454,874.430813499769,11103.3004952818,795.937667619008,13914.939258068,NA,NA,2015-04-02 14:42:37,2015-04-03 02:52:16,NA,NA,2015-04-05 03:16:30,2015-04-05 08:01:42,2015-04-05 22:32:04,2015-04-06 10:26:45,2.72158864076491,4
-9.44999999999999,1.35000000000001,3.15000000000001,3.61100700000001,5.85000000000001,16.2,3.34151216691704,3.15000000000001,42.9441624365482,41.9023779724656,41.5037593984962,41.5445147274143,41.0012515644556,38.1818181818182,0.713103417643729,42.3529411764706,-6.29999999999998,9.44999999999999,42.8035043804756,39.8490566037736,1151.99315191914,12255.2936472009,1489.89306293672,15404.8323210048,2015-04-05 00:06:25,2015-04-05 05:10:00,2015-04-05 10:47:18,2015-04-06 06:16:47,NA,NA,2015-04-17 07:51:35,2015-04-17 14:52:19,2015-04-17 19:27:21,2015-04-18 18:59:28,12.1701465675373,4
10.8,29.25,30.15,30.08536245,31.95,36.45,2.58601433331297,30.15,49.8765432098765,45.7803468208092,44.7398843930636,44.8458544977372,44.2196531791908,37.4780058651026,1.26506503623392,44.7398843930636,22.95,33.3,47.0588235294118,43.012987012987,2493.7593261359,14749.0529733368,3051.44497420297,18456.2772952077,2015-04-17 16:49:52,2015-04-18 14:02:59,2015-04-18 22:07:54,2015-04-19 09:33:58,2015-04-23 15:14:59,2015-04-25 00:09:20,2015-04-28 06:17:18,2015-04-28 15:14:42,2015-04-28 22:25:01,2015-05-01 20:02:07,9.71305372850762,4
22.05,24.3,25.2,25.3804563,25.65,41.85,2.00738759172096,25.65,47.1140939597315,39.9445214979196,39.5658073270014,39.7773436222843,39.382889200561,29.8051948051948,1.13643992413781,39.9445214979196,22.95,31.95,44.5360824742268,39.0123456790123,621.191952704602,15370.2449260414,740.914269116658,19197.1915643244,2015-04-20 02:57:40,2015-04-27 22:40:29,2015-04-28 09:22:25,2015-04-28 17:02:28,NA,NA,2015-05-01 18:41:52,2015-05-02 02:15:11,2015-05-02 09:44:57,2015-05-02 22:40:24,3.70331070381182,4
27.45,42.75,43.2,43.39467765,45,52.65,1.90615907220066,45,38.8905109489051,24.2487046632124,23.9182282793867,23.8194377561109,22.6916524701874,17.9073756432247,1.92554733164453,25.4416961130742,37.8,45.45,30.4817518248175,20.377358490566,2487.2045947089,17857.4495207503,2490.71002435093,21687.9015886753,2015-05-02 13:29:09,2015-05-02 21:53:38,2015-05-03 04:05:53,2015-05-03 09:40:23,NA,NA,2015-05-07 18:42:43,2015-05-08 01:59:22,2015-05-08 13:48:15,2015-05-10 12:11:04,4.91215082619477,5
35.55,49.5,50.85,50.63629545,52.2,55.8,2.28080313154648,50.85,27.8709677419355,12.75,10.9090909090909,11.0161091429717,9.61832061068702,5.00869565217391,2.61765149656491,9.98019801980198,45.9,54.45,15.3903345724907,5.1705565529623,1345.50617304022,19202.9556937905,1292.34607382454,22980.2476624999,2015-05-07 15:04:40,2015-05-08 02:03:30,2015-05-09 02:29:23,2015-05-10 03:03:17,NA,NA,2015-05-12 16:05:41,2015-05-12 22:15:14,2015-05-20 03:17:03,2015-05-25 23:43:49,3.82349974500084,5
