Id,Count,xcoord,ycoord
"0","3",-0.137904967971464,51.5134192318863
"0","2",-0.137857944413202,51.5133629180902
"0","1",-0.137827775122563,51.5133185662661
"0","1",-0.137786819202292,51.513263645764
"0","4",-0.137741691981558,51.5132054915642
"0","2",-0.13751180391512,51.5131850667101
"0","2",-0.138175347647589,51.5133607045947
"0","2",-0.138019868778557,51.5133295528126
"0","3",-0.138251021366623,51.5133244747776
"0","2",-0.138198354841702,51.5134281922163
"0","2",-0.138311907876198,51.5133827073931
"0","1",-0.138537585700619,51.5134638621639
"0","3",-0.138400471465821,51.5132174428445
"0","1",-0.138353321302842,51.5131709619274
"0","4",-0.138312027814043,51.5131179871014
"0","1",-0.138620332262534,51.5132411262201
"0","1",-0.138672787843959,51.5131659338817
"0","1",-0.137899149666999,51.5131796981929
"0","4",-0.137839780675321,51.5131127105988
"0","3",-0.137786352999308,51.5130569489876
"0","2",-0.138736800041242,51.5134428517138
"0","1",-0.138773715549016,51.5135939431692
"0","2",-0.139019567496806,51.5134038560936
"0","2",-0.138944650392398,51.5133810902184
"0","2",-0.138838302525365,51.5134122997042
"0","1",-0.138727368336034,51.5136429762255
"0","1",-0.13878303086041,51.5136949515807
"0","3",-0.138830898435189,51.5137464012787
"0","1",-0.138861739137786,51.5136776242699
"0","1",-0.139214239930429,51.5135911719928
"0","1",-0.139296154265158,51.5136645996051
"0","1",-0.139290880103234,51.5135038324376
"0","2",-0.139590844944869,51.5135840893722
"0","2",-0.139694200637793,51.5135428362539
"0","1",-0.140048711783103,51.5132990579353
"0","1",-0.139068903167622,51.5132920407696
"0","1",-0.13967209319105,51.5130148416633
"0","1",-0.139301979015033,51.5129662672664
"0","2",-0.139292284693709,51.5128947569705
"0","8",-0.139161712488069,51.5129656663432
"0","2",-0.139010830505167,51.5130263489996
"0","1",-0.139184004513106,51.5130281849101
"0","1",-0.138401893498078,51.5128324677799
"0","1",-0.138598975635297,51.5128860676167
"0","1",-0.138070623444117,51.5125279607453
"0","1",-0.138009451515773,51.5124667301207
"0","4",-0.137958443331454,51.5124296988228
"0","1",-0.138039748170115,51.5124161469282
"0","1",-0.138168659220708,51.5125110582337
"0","1",-0.137792563877935,51.5123794656835
"0","1",-0.137630755977298,51.5124483821768
"0","4",-0.137559128865642,51.5124925893438
"0","1",-0.137625188991381,51.5123750200321
"0","1",-0.13742456359764,51.5123409615564
"0","1",-0.137350836863653,51.5123656398932
"0","1",-0.137302059718427,51.5123201546487
"0","1",-0.136954761724009,51.5125419200509
"0","2",-0.137155338768621,51.5126501031976
"0","1",-0.137027121437771,51.5126939144551
"0","1",-0.137670153589009,51.5129580586238
"0","1",-0.137507839323531,51.5127661838428
"0","2",-0.137393896693825,51.5127816409843
"0","1",-0.137342554665684,51.5127276867317
"0","1",-0.137299769731324,51.5126827248412
"0","2",-0.137505588651153,51.5129154026819
"0","2",-0.137536575042419,51.5130479288461
"0","1",-0.137440826698418,51.5130751321956
"0","2",-0.137360931207049,51.5130886779812
"0","3",-0.13728076549851,51.5131232436086
"0","1",-0.13706377712784,51.5131885533504
"0","4",-0.136971360983132,51.5132159810746
"0","15",-0.136833817509471,51.5132508839855
"0","3",-0.136752480302417,51.5132727473712
"0","4",-0.1366800602966,51.5133015236127
"0","5",-0.136468387978681,51.5131610171722
"0","2",-0.136304456072723,51.5130174191753
"0","1",-0.136398404521032,51.5129227733263
"0","2",-0.136498206426334,51.5128916366305
"0","1",-0.13657431889058,51.5128610057689
"0","1",-0.13667376023804,51.5128319484207
"0","1",-0.136793468111875,51.5127832198449
"0","1",-0.136947583712096,51.5127305004783
"0","1",-0.136333372395946,51.5128699989667
"0","1",-0.136604765317056,51.5127242077926
"0","1",-0.136559279240221,51.5126559214722
"0","1",-0.136397417129196,51.512714429235
"0","1",-0.136319955997719,51.5126166364063
"0","1",-0.136412282646225,51.5124924277954
"0","1",-0.136352114801205,51.5124505006124
"0","1",-0.136171741370366,51.5124661732646
"0","1",-0.13611642075416,51.5124146415569
"0","2",-0.136076548137594,51.5123595260822
"0","1",-0.136005054623288,51.5122729807603
"0","1",-0.136284631360349,51.5123566011738
"0","4",-0.135915279832376,51.5119924601975
