"date","year","location","locality","magnitude","x_missing","x_of_deaths","x_of_injuries","damage_in_millions","damages_dollars","houses_damaged","houses_destroyed","latitude","longitude"
"1/10/2007",2007,"CHINA","GANSU PROVINCE",4.7,NA,NA,NA,NA,NA,NA,NA,33.259,104.74
"1/13/2007",2007,"RUSSIA","KURIL ISLANDS",8.1,NA,NA,NA,NA,NA,NA,NA,46.243,154.524
"1/21/2007",2007,"TURKEY","E",5.1,NA,NA,2,NA,NA,NA,NA,39.592,42.863
"1/21/2007",2007,"INDONESIA","MOLUCCA ISLANDS",7.5,NA,4,4,NA,NA,NA,NA,1.065,126.282
"2/16/2007",2007,"PHILIPPINES","MINDANAO",4.9,NA,NA,NA,NA,NA,NA,NA,6.614,126.24
"2/21/2007",2007,"TURKEY","DOGANKOY, PUTURGE, SIVRICE",5.7,NA,NA,NA,NA,NA,NA,NA,38.318,39.267
"3/6/2007",2007,"INDONESIA","SUMATRA",6.4,NA,67,826,NA,NA,NA,43719,-0.493,100.498
"3/6/2007",2007,"COLOMBIA","CAUCA, SOTARA, PURACE,",5,NA,NA,9,NA,NA,NA,9,2.082,-76.495
"3/6/2007",2007,"IRAN","WESTERN",4.7,NA,NA,35,NA,NA,NA,NA,33.49,48.93
"3/25/2007",2007,"VANUATU ISLANDS","",7.1,NA,NA,NA,NA,NA,NA,NA,-20.617,169.357
"3/25/2007",2007,"JAPAN","HONSHU",6.7,NA,1,150,NA,NA,455,58,37.336,136.588
"3/25/2007",2007,"GREECE","ARGOSTOLION, KEFALLINIA",5.8,NA,NA,NA,NA,NA,NA,NA,38.34,20.42
"4/1/2007",2007,"SOLOMON ISLANDS","",8.1,NA,52,NA,NA,NA,500,2500,-8.466,157.043
"4/13/2007",2007,"MEXICO","GUERRERO, ATOYAC",6,NA,NA,NA,NA,NA,NA,2,17.302,-100.198
"4/15/2007",2007,"JAPAN","HONSHU",4.6,NA,NA,12,NA,NA,NA,63,34.807,136.239
"4/16/2007",2007,"ALBANIA","TIRANA",4.5,NA,NA,NA,NA,NA,NA,NA,41.172,19.897
"4/21/2007",2007,"CHILE","SOUTHERN",6.2,NA,10,NA,NA,NA,2,NA,-45.243,-72.648
"4/28/2007",2007,"UNITED KINGDOM","ENGLAND",4.6,NA,NA,1,NA,NA,NA,NA,51.085,1.009
"5/8/2007",2007,"MONTANA","SHERIDAN",4.5,NA,NA,NA,NA,NA,NA,NA,45.394,-112.13
"5/16/2007",2007,"LAOS","BOKEO; THAILAND",6.3,NA,NA,NA,NA,NA,NA,NA,20.504,100.746
"5/29/2007",2007,"INDONESIA","LABUHA",6.1,NA,NA,NA,NA,NA,NA,NA,-1.065,127.343
"6/2/2007",2007,"CHINA","YUNNAN PROVINCE",6.1,NA,3,329,310,310000000,NA,NA,23.028,101.052
"6/13/2007",2007,"GUATEMALA","GUATEMALA CITY",6.7,NA,NA,NA,NA,NA,NA,NA,13.554,-90.618
"6/18/2007",2007,"IRAN","QOM",5.5,NA,NA,NA,NA,NA,NA,NA,34.437,50.833
"7/13/2007",2007,"ECUADOR","ZARUMA",4.5,NA,NA,NA,NA,NA,NA,NA,-3.987,-79.836
"7/16/2007",2007,"JAPAN","HONSHU",6.6,NA,9,1088,12500,12500000000,875,NA,37.57,138.478
"7/20/2007",2007,"CHINA","XINJIANG",5.6,NA,NA,NA,NA,NA,NA,2120,42.913,82.378
"7/20/2007",2007,"CALIFORNIA","MONTCLAIR",4.2,NA,NA,NA,NA,NA,NA,NA,37.804,-122.193
"7/21/2007",2007,"TAJIKISTAN","RASHT, ASHT",5.2,NA,12,NA,NA,NA,NA,NA,38.936,70.485
"7/22/2007",2007,"INDIA","UTTARKASHI, CHAMOLI, MUZAFFARNAGAR",4.3,NA,NA,3,NA,NA,NA,NA,30.881,78.239
"7/26/2007",2007,"INDONESIA","MALUKU",6.9,NA,NA,NA,NA,NA,NA,NA,2.872,127.464
"8/1/2007",2007,"VANUATU ISLANDS","LUGANVILLE",7.2,NA,NA,NA,NA,NA,NA,NA,-15.595,167.68
"8/2/2007",2007,"RUSSIA","TATAR STRAIT",6.2,NA,2,12,NA,NA,20,11,47.116,141.798
"8/2/2007",2007,"ALASKA","ALEUTIAN ISLANDS",6.7,NA,NA,NA,NA,NA,NA,NA,51.307,-179.971
"8/6/2007",2007,"UTAH","HUNTINGTON",4.2,NA,9,NA,NA,NA,NA,NA,39.465,-111.237
"8/8/2007",2007,"INDONESIA","JAVA",7.5,NA,NA,NA,NA,NA,NA,NA,-5.968,107.655
"8/15/2007",2007,"PERU","ICA, PISCO, LIMA",8,NA,514,1090,NA,NA,NA,39700,-13.386,-76.603
"8/17/2007",2007,"UTAH","",1.6,NA,3,6,NA,NA,NA,NA,39.464,-111.207
"8/20/2007",2007,"INDIA","MAHARASHTRA",4.4,NA,NA,NA,NA,NA,NA,NA,17.2,73.7
"8/25/2007",2007,"IRAN","HADJI ABAD, ORZUIYEH",5,NA,NA,4,NA,NA,NA,NA,28.154,56.652
"9/2/2007",2007,"SOLOMON ISLANDS","SANTA CRUZ ISLANDS",7.2,NA,NA,NA,NA,NA,NA,NA,-11.61,165.762
"9/9/2007",2007,"INDONESIA","SITUBONDO",4.8,NA,NA,13,NA,NA,NA,NA,-7.783,114.338
"9/10/2007",2007,"COLOMBIA","NARINO, EL CHARCO, ISCUANDE, LA TOLA",6.8,NA,NA,5,NA,NA,NA,35,2.982,-77.967
"9/12/2007",2007,"INDONESIA","SUMATRA",8.4,NA,25,161,NA,NA,NA,56425,-4.438,101.367
"9/12/2007",2007,"INDONESIA","SUMATRA",7.9,NA,NA,NA,NA,NA,NA,NA,-2.625,100.841
"9/28/2007",2007,"JAPAN","VOLCANO ISLANDS",7.5,NA,NA,NA,NA,NA,NA,NA,22.013,142.668
"9/30/2007",2007,"NEW ZEALAND","AUCKLAND ISLANDS",7.4,NA,NA,NA,NA,NA,NA,NA,-49.418,163.954
"10/15/2007",2007,"NEW ZEALAND","SOUTH ISLAND",6.8,NA,NA,NA,NA,NA,NA,NA,-44.785,167.583
"10/26/2007",2007,"PAKISTAN","GHANCHE",4.8,NA,1,12,NA,NA,NA,NA,35.304,76.753
"10/31/2007",2007,"CALIFORNIA","SAN JOSE",5.6,NA,NA,NA,NA,NA,NA,NA,37.434,-121.774
"11/6/2007",2007,"INDIA","GUJARAT",5.1,NA,1,5,NA,NA,NA,NA,21.181,70.724
"11/7/2007",2007,"PHILIPPINES","BOHOL ISLAND",5.1,NA,1,NA,NA,NA,NA,NA,9.721,124.647
"11/7/2007",2007,"BANGLADESH","CHITTAGONG, BANDARBAN, RANGAMATI",5.1,NA,NA,10,NA,NA,NA,NA,22.15,92.388
"11/14/2007",2007,"CHILE","TOCOPILLA, MARIA ELENA",7.7,NA,2,65,NA,NA,NA,NA,-22.247,-69.89
"11/16/2007",2007,"PERU-ECUADOR","GUAYAQUIL",6.8,NA,NA,NA,NA,NA,NA,NA,-2.312,-77.838
"11/20/2007",2007,"IRAN","WESTERN",4.8,NA,NA,30,NA,NA,NA,NA,31.68,49.93
"11/25/2007",2007,"INDONESIA","SUMBAWA ISLAND",6.5,NA,3,NA,NA,NA,NA,NA,-8.277,118.339
"11/25/2007",2007,"INDIA","BADAUN, MEERUT, NOIDA, REWARI",4.7,NA,NA,NA,NA,NA,NA,NA,28.555,77.057
"11/29/2007",2007,"MARTINIQUE","",7.4,NA,1,102,NA,NA,NA,NA,14.944,-61.274
"12/9/2007",2007,"BRAZIL","MINAS GERAIS",4.6,NA,1,6,NA,NA,NA,76,-15.048,-44.231
"12/9/2007",2007,"KERMADEC ISLANDS","",7.8,NA,NA,NA,NA,NA,NA,NA,-25.996,-177.514
"12/15/2007",2007,"CHILE","OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",5.9,NA,NA,4,NA,NA,NA,NA,-32.689,-71.695
"12/20/2007",2007,"NEW ZEALAND","OFF COAST NORTH ISLAND",6.6,NA,1,NA,NA,NA,NA,3,-39.011,178.291
"12/20/2007",2007,"TURKEY","CENTRAL",5.7,NA,NA,NA,NA,NA,NA,NA,39.417,33.212
"12/26/2007",2007,"TURKEY","CENTRAL",5.6,NA,NA,NA,NA,NA,NA,2214,39.446,33.162
"1/1/2008",2008,"KYRGYZSTAN","OSH",5.6,NA,NA,NA,NA,NA,NA,5385,40.288,72.985
"1/5/2008",2008,"GUATEMALA","COLOMBA, FLORES, COSTA CUCA",5.6,NA,NA,NA,NA,NA,NA,NA,14.129,-91.479
"1/7/2008",2008,"INDONESIA","NEW GUINEA",5.9,NA,NA,6,NA,NA,22,NA,-0.795,134.012
"1/9/2008",2008,"ALGERIA","ORAN",4.6,NA,1,NA,NA,NA,NA,NA,35.616,-0.57
"1/12/2008",2008,"INDIA-BANGLADESH","RANGAMATI, BANGLADESH",5,NA,NA,NA,NA,NA,NA,NA,22.761,92.333
"1/22/2008",2008,"INDONESIA","SUMATRA",6.1,NA,1,5,NA,NA,NA,NA,1.011,97.442
"2/3/2008",2008,"CONGO","BUKAVU",5.9,NA,38,717,NA,NA,815,99,-2.296,28.9
"2/6/2008",2008,"INDIA","WEST BENGAL",4.3,NA,1,50,NA,NA,NA,NA,23.433,87.111
"2/9/2008",2008,"MEXICO","BAJA CALIFORNIA",5.1,NA,NA,NA,NA,NA,NA,NA,32.456,-115.315
"2/13/2008",2008,"IRAN","NASIRABAD",4.9,NA,NA,10,NA,NA,70,NA,31.73,51.2
"2/14/2008",2008,"RWANDA","GISENYI",4.9,NA,1,109,NA,NA,5,NA,-2.404,28.918
"2/15/2008",2008,"LEBANON-SYRIA","BAALBEC",5,NA,NA,10,NA,NA,NA,NA,33.327,35.305
"2/20/2008",2008,"INDONESIA","SUMATERA",7.4,NA,3,25,NA,NA,NA,NA,2.768,95.964
"2/21/2008",2008,"NEVADA","WELLS",6,NA,NA,3,NA,NA,720,NA,41.153,-114.867
"2/25/2008",2008,"INDONESIA","SUMATRA",6.5,NA,NA,NA,NA,NA,NA,NA,-2.486,99.972
"2/27/2008",2008,"UNITED KINGDOM","ENGLAND",4.8,NA,NA,1,NA,NA,NA,NA,53.403,-0.332
"2/29/2008",2008,"BRAZIL","SOBRAL",4.3,NA,NA,NA,NA,NA,NA,NA,-3.7,-40.35
"3/9/2008",2008,"INDIA","GUJARAT",4.5,NA,NA,NA,NA,NA,NA,NA,23.33,70.592
"3/20/2008",2008,"CHINA","XINJIANG PROVINCE",7.2,NA,NA,NA,NA,NA,NA,2200,35.49,81.467
"3/29/2008",2008,"PERU","OFF COAST",5.3,NA,NA,1,NA,NA,NA,5,-12.178,-77.164
"4/9/2008",2008,"NEW CALEDONIA","LOYALTY ISLANDS",7.3,NA,NA,NA,NA,NA,NA,NA,-20.071,168.892
"4/15/2008",2008,"GUATEMALA","",6.1,NA,NA,NA,NA,NA,8,NA,13.564,-90.599
"4/18/2008",2008,"ILLINOIS","WEST SALEM",5.3,NA,NA,NA,NA,NA,NA,NA,38.452,-87.886
"4/26/2008",2008,"NEVADA","FALLON",5,NA,NA,NA,NA,NA,NA,NA,39.52,-119.93
"4/28/2008",2008,"VANUATU ISLANDS","",6.4,NA,NA,NA,NA,NA,NA,NA,-19.941,168.953
"5/1/2008",2008,"IRAN","LORESTAN, BOROUJERD",4.5,NA,NA,100,NA,NA,NA,NA,33.86,48.59
"5/7/2008",2008,"JAPAN","HONSHU",6.8,NA,NA,6,NA,NA,NA,NA,36.158,141.521
"5/12/2008",2008,"CHINA","SICHUAN PROVINCE",7.9,NA,87652,374171,86000,86000000000,21000000,5360000,31.002,103.322
"5/21/2008",2008,"BRAZIL","ALCANTARAS",NA,NA,NA,NA,NA,NA,NA,NA,-3.91,-40.44
"5/24/2008",2008,"COLOMBIA","META, QUETAME",5.6,NA,6,NA,NA,NA,NA,NA,4.33,-73.764
"5/25/2008",2008,"CHINA","SICHUAN PROVINCE",6,NA,8,927,NA,NA,NA,400000,32.57,105.424
"5/26/2008",2008,"PANAMA-COSTA RICA","",5.6,NA,NA,NA,NA,NA,NA,NA,8.423,-82.968
"5/27/2008",2008,"CHINA","SICHUAN PROVINCE",5.7,NA,NA,NA,NA,NA,NA,20000,32.71,105.54
"5/29/2008",2008,"ICELAND","REYKJAVIK",6.3,NA,NA,30,NA,NA,NA,NA,64.004,-21.012
"6/6/2008",2008,"ALGERIA","ORAN",5.5,NA,1,30,NA,NA,NA,NA,35.883,-0.658
"6/6/2008",2008,"INDIA","MANPUR",3.8,NA,NA,2,NA,NA,NA,NA,24.702,84.964
"6/8/2008",2008,"GREECE","ACHAIA, ILEIA",6.3,NA,2,240,NA,NA,NA,1156,37.963,21.525
"6/13/2008",2008,"JAPAN","HONSHU",6.9,NA,13,357,NA,NA,614,NA,39.03,140.881
"7/1/2008",2008,"PERU","CENTRAL",5.5,NA,NA,45,NA,NA,25,60,-10.368,-75.512
"7/3/2008",2008,"IRAN","NE",5,NA,NA,NA,NA,NA,NA,NA,35.5,58.8
"7/5/2008",2008,"RUSSIA","SEA OF OKHOTSK",7.7,NA,NA,NA,NA,NA,NA,NA,53.882,152.886
"7/8/2008",2008,"PERU","AREQUIPA",6.2,NA,1,NA,NA,NA,NA,NA,-15.986,-71.748
"7/19/2008",2008,"JAPAN","OFF EAST COAST OF HONSHU ISLAND",6.9,NA,NA,NA,NA,NA,NA,NA,37.552,142.214
"7/23/2008",2008,"JAPAN","HONSHU",6.8,NA,1,200,NA,NA,90,NA,39.802,141.464
"7/24/2008",2008,"CHINA","SICHUAN PROVINCE",5.6,NA,1,17,NA,NA,NA,1200,32.747,105.542
"7/29/2008",2008,"CALIFORNIA","LOS ANGELES",5.4,NA,NA,8,NA,NA,NA,NA,33.953,-117.761
"8/1/2008",2008,"CHINA","SICHUAN PROVINCE",5.7,NA,NA,231,NA,NA,2450,540,32.036,104.722
"8/5/2008",2008,"CHINA","SICHUAN PROVINCE",6,NA,4,29,NA,NA,NA,NA,32.756,105.494
"8/11/2008",2008,"VENEZUELA","CARIACO-CUMANA",5.2,NA,NA,NA,NA,NA,50,NA,10.514,-64.171
"8/15/2008",2008,"PHILIPPINES","LUZON",6,NA,NA,NA,NA,NA,NA,NA,12.897,124.319
"8/19/2008",2008,"CHINA","YUNNAN PROVINCE",5,NA,NA,NA,NA,NA,2420,5,25.051,97.919
"8/21/2008",2008,"CHINA","YUNNAN PROVINCE",6,NA,5,127,NA,NA,NA,NA,25.044,97.684
"8/25/2008",2008,"NEW ZEALAND","NORTH ISLAND",5.5,NA,NA,NA,NA,NA,NA,NA,-39.715,176.851
"8/25/2008",2008,"CHINA","TIBET (XIZANG PROVINCE)",6.7,NA,NA,NA,NA,NA,700,NA,30.901,83.52
"8/26/2008",2008,"ATLANTIC OCEAN","SOUTH",5,NA,NA,NA,NA,NA,NA,NA,-52.533,26.417
"8/27/2008",2008,"RUSSIA","LAKE BAYKAL",6.2,NA,NA,NA,NA,NA,NA,NA,51.607,104.158
"8/30/2008",2008,"CHINA","SICHUAN PROVINCE",5.9,NA,43,589,NA,NA,NA,392000,26.272,101.937
"9/3/2008",2008,"TURKEY","ADIYAMAN",4.1,NA,NA,NA,NA,NA,NA,NA,37.507,38.503
"9/9/2008",2008,"INDONESIA","SUMATRA",5.4,NA,2,NA,NA,NA,113,NA,-3.935,103.058
"9/10/2008",2008,"IRAN","HORMOZGAN PROVINCE",6.1,NA,7,45,NA,NA,NA,NA,26.743,55.828
"9/11/2008",2008,"JAPAN","HOKKAIDO",6.8,NA,NA,NA,NA,NA,NA,NA,41.892,143.754
"9/16/2008",2008,"INDIA","MAHARASHTRA",5,NA,1,20,NA,NA,1500,NA,17.438,73.915
"10/5/2008",2008,"KYRGYZSTAN","NURA",6.6,NA,74,140,NA,NA,NA,NA,39.533,73.824
"10/6/2008",2008,"CHINA","TIBET (XIZANG PROVINCE)",6.3,NA,9,19,NA,NA,NA,NA,29.807,90.35
"10/11/2008",2008,"RUSSIA","CAUCASUS",5.7,NA,13,100,NA,NA,1027,NA,43.372,46.254
"10/28/2008",2008,"PAKISTAN","QUETTA",6.4,NA,166,370,NA,NA,4125,3487,30.639,67.351
"10/29/2008",2008,"PAKISTAN","ZIARAT",6.4,NA,NA,1,NA,NA,NA,NA,30.598,67.455
"11/10/2008",2008,"CHINA","QINGHAI PROVINCE",6.3,NA,NA,3,4,4000000,NA,NA,37.565,95.833
"11/16/2008",2008,"INDONESIA","MINAHASSA PENINSULA",7.3,NA,6,77,NA,NA,1000,NA,1.271,122.091
"11/19/2008",2008,"PANAMA","PASO CANOA, DAVID, PUERTO ARMUELLES",6.1,NA,NA,NA,NA,NA,NA,NA,8.267,-82.967
"11/22/2008",2008,"CZECH REPUBLIC","KARVINA",4.1,NA,2,3,NA,NA,NA,NA,49.914,18.455
"12/7/2008",2008,"IRAN","S",5.4,NA,NA,5,NA,NA,NA,NA,26.99,55.8
"12/9/2008",2008,"CHINA","SICHUAN PROVINCE",4.5,NA,2,3,NA,NA,NA,NA,32.518,105.395
"12/10/2008",2008,"ARGENTINA","POTRERILLOS",4.1,NA,NA,NA,NA,NA,NA,NA,-32.938,-69.259
"12/25/2008",2008,"CHINA","YUNNAN PROVINCE",4.8,NA,NA,19,NA,NA,5400,30,23.97,97.569
"12/25/2008",2008,"MYANMAR (BURMA)","",4.7,NA,NA,19,NA,NA,5400,30,23.97,97.569
"12/29/2008",2008,"AFGHANISTAN; PAKISTAN","MANSEHRA, SHANGLA",5.8,NA,NA,NA,NA,NA,NA,NA,36.401,71.075
"1/3/2009",2009,"PAPUA NEW GUINEA","NEAR NORTH COAST",7.6,NA,5,250,NA,NA,840,NA,-0.414,132.885
"1/3/2009",2009,"PAPUA NEW GUINEA","NEAR NORTH COAST",7.3,NA,NA,NA,NA,NA,NA,NA,-0.691,133.305
"1/8/2009",2009,"COSTA RICA","LA PAZ",6.1,17,23,100,NA,NA,NA,518,10.165,-84.197
"1/15/2009",2009,"RUSSIA","KURIL ISLANDS",7.4,NA,NA,NA,NA,NA,NA,NA,46.857,155.154
"1/21/2009",2009,"PERU","PACCHA",4.6,NA,NA,NA,NA,NA,500,50,-11.779,-75.626
"2/11/2009",2009,"INDONESIA","KEPULAUAN TALAUD",7.2,NA,NA,64,NA,NA,597,NA,3.884,126.397
"2/20/2009",2009,"PAKISTAN; INDIA","KASHMIR",5.4,NA,NA,44,NA,NA,NA,NA,34.204,73.899
"2/20/2009",2009,"CHINA","XINJIANG PROVINCE",5.5,NA,NA,NA,NA,NA,5613,331,40.657,78.692
"3/19/2009",2009,"TONGA ISLANDS","",7.6,NA,NA,NA,NA,NA,NA,NA,-23.046,-174.659
"3/26/2009",2009,"INDIA","CHAIBASA",4.1,NA,NA,5,NA,NA,NA,NA,22.399,85.903
"3/31/2009",2009,"NICARAGUA","SAN JUAN DEL RIO COCO",4.4,NA,NA,NA,NA,NA,10,3,13.452,-86.06
"4/6/2009",2009,"ITALY","L'AQUILA",6.3,NA,309,1500,2500,2500000000,NA,15000,42.334,13.334
"4/7/2009",2009,"ITALY","L'AQUILA",5.5,NA,1,NA,NA,NA,NA,NA,42.275,13.464
"4/9/2009",2009,"INDIA","JAISALMER",5.2,NA,NA,6,NA,NA,NA,NA,27.143,70.749
"4/16/2009",2009,"AFGHANISTAN","NANGARHAR",5.4,NA,19,51,NA,NA,NA,200,34.185,70.076
"5/17/2009",2009,"SAUDI ARABIA","WESTERN",4.6,NA,NA,NA,NA,NA,NA,NA,25.212,37.597
"5/19/2009",2009,"SAUDI ARABIA","WESTERN",5.7,NA,NA,7,NA,NA,NA,NA,25.292,37.744
"5/19/2009",2009,"INDIA","KASHMIR",4.9,NA,NA,NA,NA,NA,100,NA,33.198,75.787
"5/24/2009",2009,"BALKANS NW","MACEDONIA",5.3,NA,NA,NA,NA,NA,NA,NA,41.303,22.714
"5/28/2009",2009,"HONDURAS","NORTHERN; BELIZE",7.3,NA,7,40,NA,NA,25,135,16.72,-86.236
"5/29/2009",2009,"VANUATU ISLANDS","TONGOA",5.7,NA,NA,10,NA,NA,NA,NA,-17.026,168.329
"6/2/2009",2009,"VANUATU ISLANDS","TONGOA",6.3,NA,NA,4,NA,NA,NA,NA,-17.757,167.949
"6/13/2009",2009,"KAZAKHSTAN","TEKELI",5.4,NA,1,NA,NA,NA,NA,NA,44.724,78.864
"7/4/2009",2009,"PANAMA","PANAMA CITY",6,NA,NA,32,NA,NA,10,NA,9.59,-78.966
"7/9/2009",2009,"CHINA","YUNNAN PROVINCE",5.7,NA,NA,336,NA,NA,NA,NA,25.632,101.095
"7/15/2009",2009,"NEW ZEALAND","OFF WEST COAST OF SOUTH ISLAND",7.8,NA,NA,NA,NA,NA,NA,NA,-45.762,166.562
"7/24/2009",2009,"CHINA","TIBET (XIZANG PROVINCE)",5.8,NA,NA,NA,NA,NA,NA,6,31.158,85.902
"8/8/2009",2009,"CHINA","CHONGQING PROVINCE",3.4,NA,2,1,NA,NA,NA,440,29.358,105.438
"8/10/2009",2009,"INDIA","ANDAMAN I",7.5,NA,NA,NA,NA,NA,NA,NA,14.099,92.888
"8/10/2009",2009,"JAPAN","HONSHU",6.4,NA,1,123,NA,NA,5192,NA,34.743,138.264
"8/16/2009",2009,"INDONESIA","SUMATRA",6.7,NA,NA,9,NA,NA,NA,NA,-1.479,99.49
"8/28/2009",2009,"CHINA","QINGHAI PROVINCE",6.2,NA,NA,NA,NA,NA,30,NA,37.696,95.718
"8/30/2009",2009,"MYANMAR (BURMA); INDIA","SIBSAGAR",5.2,NA,NA,NA,NA,NA,NA,NA,25.28,95.101
"9/2/2009",2009,"INDONESIA","JAVA",7,NA,81,1297,NA,NA,54000,NA,-7.782,107.297
"9/6/2009",2009,"GEORGIA","NORTHWESTERN",6,NA,NA,1,NA,NA,1000,NA,42.66,43.443
"9/12/2009",2009,"VENEZUELA","CARABOBO",6.3,NA,NA,18,NA,NA,17,NA,10.705,-67.92
"9/18/2009",2009,"PHILIPPINES","COTABATO, SULTAN KUDARAT",5.7,NA,NA,91,NA,NA,76,NA,6.513,124.715
"9/18/2009",2009,"INDONESIA","BALI",5.7,NA,NA,7,NA,NA,NA,NA,-9.138,115.593
"9/21/2009",2009,"BHUTAN","TASHIGANG",6.1,NA,11,NA,NA,NA,NA,NA,27.332,91.437
"9/22/2009",2009,"AUSTRALIA","MORNINGTON",3.1,NA,NA,NA,NA,NA,NA,NA,-38.28,145.25
"9/29/2009",2009,"SAMOA ISLANDS","",8.1,NA,192,7,285,285000000,NA,NA,-15.489,-172.095
"9/30/2009",2009,"INDONESIA","SUMATRA",7.5,NA,1117,1214,2200,2200000000,181665,NA,-0.72,99.867
"10/1/2009",2009,"INDONESIA","SUMATRA",6.6,NA,3,NA,10,10000000,NA,NA,-2.515,101.501
"10/7/2009",2009,"VANUATU ISLANDS","",7.6,NA,NA,NA,NA,NA,NA,NA,-13.006,166.51
"10/7/2009",2009,"SOLOMON ISLANDS","SANTA CRUZ ISLANDS",7.8,NA,NA,NA,NA,NA,NA,NA,-12.517,166.382
"10/9/2009",2009,"ECUADOR","TENA",5.4,NA,NA,NA,NA,NA,NA,NA,-0.962,-77.817
"10/22/2009",2009,"AFGHANISTAN","HINDU KUSH",6.1,NA,5,NA,NA,NA,NA,NA,36.517,70.95
"10/29/2009",2009,"BHUTAN","MONGAR, PEMAGATSEL, TASHIGANG",5.3,NA,NA,NA,NA,NA,116,1,27.262,91.417
"11/1/2009",2009,"CHINA","YUNNAN PROVINCE",4.9,NA,NA,28,NA,NA,30000,1000,25.962,100.825
"11/3/2009",2009,"IRAN","BANDAR ABBAS",5.1,NA,NA,269,NA,NA,NA,NA,27.334,56.202
"11/8/2009",2009,"INDONESIA","SUMABAWA",6.6,NA,2,200,2.43,2430000,NA,NA,-8.207,118.631
"11/27/2009",2009,"VENEZUELA","SIQUISIQUE",5.4,NA,NA,NA,NA,NA,NA,NA,10.434,-69.715
"12/6/2009",2009,"SOUTH AFRICA","CARLETONVILLE",3.5,NA,2,3,NA,NA,NA,NA,-26.414,27.494
"12/8/2009",2009,"MALAWI","KARONGA",5.9,NA,1,15,NA,NA,3000,NA,-9.948,33.878
"12/12/2009",2009,"INDIA","MAHARASHTRA",5.1,NA,NA,NA,NA,NA,NA,NA,17.109,73.767
"12/17/2009",2009,"JAPAN","HONSHU",4.9,NA,NA,7,NA,NA,20,NA,34.921,139.261
"12/19/2009",2009,"TAIWAN","HUALIEN",6.4,NA,NA,14,NA,NA,NA,NA,23.796,121.605
"12/19/2009",2009,"MALAWI","KARONGA",6,NA,3,250,NA,NA,3565,1111,-10.108,33.818
"12/30/2009",2009,"MEXICO","MEXICALI",5.9,NA,NA,NA,NA,NA,NA,NA,32.437,-115.165
"12/31/2009",2009,"BHUTAN","DAMETSI",5.2,NA,NA,2,NA,NA,700,NA,27.319,91.51
"1/2/2010",2010,"TAJIKISTAN","",5.1,NA,NA,NA,1.5,1500000,1000,98,38.245,71.467
"1/3/2010",2010,"SOLOMON ISLANDS","",6.6,NA,NA,NA,NA,NA,NA,NA,-8.743,157.477
"1/3/2010",2010,"SOLOMON ISLANDS","",7.1,NA,NA,NA,NA,NA,60,16,-8.799,157.346
"1/5/2010",2010,"SOLOMON ISLANDS","",6.8,NA,NA,NA,NA,NA,NA,NA,-9.019,157.551
"1/10/2010",2010,"INDONESIA","JAVA",5.1,NA,1,2,NA,NA,NA,NA,-7.907,107.879
"1/10/2010",2010,"CALIFORNIA","OFF COAST NORTHERN",6.5,NA,NA,30,21.8,21800000,NA,NA,40.652,-124.692
"1/12/2010",2010,"HAITI","PORT-AU-PRINCE",7,NA,316000,300000,8000,8000000000,188383,97294,18.457,-72.533
"1/15/2010",2010,"VENEZUELA","CARIACO",5.5,NA,NA,11,NA,NA,3,NA,10.454,-63.475
"1/16/2010",2010,"IRAN","KHUZESTAN",5,NA,NA,NA,NA,NA,150,NA,32.45,48.3
"1/17/2010",2010,"CHINA","GUIZHOU PROVINCE",4.4,1,7,9,NA,NA,NA,NA,25.558,105.804
"1/30/2010",2010,"CHINA","SICHUAN PROVINCE",4.7,NA,1,15,NA,NA,NA,200,30.268,105.668
"2/25/2010",2010,"CHINA","YUNNAN PROVINCE",4.8,NA,NA,11,NA,NA,NA,NA,25.523,101.903
"2/26/2010",2010,"JAPAN","TORI SHIMA, OKINAWA",7,NA,NA,2,NA,NA,NA,NA,25.93,128.425
"2/27/2010",2010,"CHILE","MAULE, CONCEPCION, TALCAHUANO",8.8,NA,558,12000,30000,30000000000,500000,NA,-36.122,-72.898
"2/27/2010",2010,"ARGENTINA","SALTA",6.3,NA,2,2,NA,NA,NA,NA,-24.872,-65.602
"3/4/2010",2010,"TAIWAN","KAO-HSIUNG",6.3,NA,NA,96,1000,1000000000,340,NA,22.918,120.795
"3/8/2010",2010,"TURKEY","ELAZIG PROVINCE",6.1,NA,51,100,NA,NA,700,287,38.864,39.986
"3/11/2010",2010,"CHILE","RANCAGUA",6.9,NA,NA,NA,NA,NA,NA,NA,-34.29,-71.891
"3/30/2010",2010,"INDIA","ANDAMAN ISLANDS",6.7,NA,NA,10,NA,NA,NA,NA,13.667,92.831
"4/4/2010",2010,"MEXICO","BAJA CALIFORNIA",7.2,NA,2,233,1150,1150000000,NA,NA,32.297,-115.278
"4/6/2010",2010,"INDONESIA","SUMATRA",7.8,NA,NA,NA,NA,NA,NA,NA,2.383,97.048
"4/13/2010",2010,"CHINA","QINGHAI PROVINCE",6.9,70,2220,12135,500,500000000,NA,15000,33.165,96.548
"4/18/2010",2010,"AFGHANISTAN","SAMANGAN PROVINCE",5.6,NA,11,70,NA,NA,NA,2000,35.633,67.658
"4/20/2010",2010,"AUSTRALIA","KALGOORLIE",5.2,NA,NA,3,NA,NA,NA,NA,-30.794,121.406
