ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,date,validOn,validTo,POINT_X,POINT_Y
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Limu Kosa,ET040402,,<Null>,,2019/08/19,2020/10/08,,36.95658359400,8.02773753100
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Limu Seka,ET040401,,<Null>,,2019/08/19,2020/10/08,,36.88403081400,8.40031056800
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Loka Abaya,ET160037,,<Null>,,2019/08/19,2020/10/08,,38.16755768800,6.64580129400
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Loma,ET071703,,<Null>,,2019/08/19,2020/10/08,,37.28451144500,6.93257037500
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Lome (OR),ET040704,,<Null>,,2019/08/19,2020/10/08,,39.20860211600,8.55047267200
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Lude Hitosa,ET040821,,<Null>,,2019/08/19,2020/10/08,,39.40635492300,8.09666018100
Ethiopia,ET,Benishangul Gumz,ET06,Metekel,ET0602,Madira,ET060204,,<Null>,,2019/08/19,2020/10/08,,36.27958634600,11.02095589900
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Maichew town,ET010409,,<Null>,,2019/08/19,2020/10/08,,39.54227475800,12.78510812700
Ethiopia,ET,SNNP,ET07,Mirab Omo,ET0718,Maji,ET071807,,<Null>,,2019/08/19,2020/10/08,,35.69462785700,5.93383179800
Ethiopia,ET,Gambela,ET12,Nuwer,ET1201,Makuey,ET120105,,<Null>,,2019/08/19,2020/10/08,,33.71294752800,8.21870541100
Ethiopia,ET,Sidama,ET16,Sidama,ET1600,Malga,ET160012,,<Null>,,2019/08/19,2020/10/08,,38.64267982000,6.93378752700
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,Malie,ET070707,,<Null>,,2019/08/19,2020/10/08,,36.88093849200,5.76321882200
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Malka Jabti /M.Jebdu),ET150104,,<Null>,,2019/08/19,2020/10/08,,41.79517058400,9.62890844500
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,,<Null>,,2019/08/19,2020/10/08,,35.02868252400,9.75821851100
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Mancho,ET040490,,<Null>,,2019/08/19,2020/10/08,,37.03865726600,7.38793351400
Ethiopia,ET,Benishangul Gumz,ET06,Mao Komo Special,ET0605,Maokomo Special,ET060508,,<Null>,,2019/08/19,2020/10/08,,34.28564959500,9.35618998400
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Mareka,ET071702,,<Null>,,2019/08/19,2020/10/08,,37.19172228600,7.04257838200
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Mareko,ET070107,,<Null>,,2019/08/19,2020/10/08,,38.53249410800,7.99468650400
Ethiopia,ET,SNNP,ET07,Dawuro,ET0717,Mari Mansa,ET071708,,<Null>,,2019/08/19,2020/10/08,,37.08817748200,6.99741866800
Ethiopia,ET,Somali,ET05,Korahe,ET0505,Marsin,ET050586,,<Null>,,2019/08/19,2020/10/08,,44.64935764900,7.37340851200
Ethiopia,ET,SNNP,ET07,Sheka,ET0708,Masha,ET070802,,<Null>,,2019/08/19,2020/10/08,,35.34015918500,7.55629544100
Ethiopia,ET,SNNP,ET07,Sheka,ET0708,Masha town,ET070805,,<Null>,,2019/08/19,2020/10/08,,35.47548304000,7.73468225800
Ethiopia,ET,Tigray,ET01,Western,ET0105,May Gaba,ET010509,,<Null>,,2019/08/19,2020/10/08,,37.69572043400,13.78237893000
Ethiopia,ET,Tigray,ET01,Western,ET0105,May Kadra,ET010505,,<Null>,,2019/08/19,2020/10/08,,36.58387719200,13.90452483400
Ethiopia,ET,Tigray,ET01,North Western,ET0101,May Tsebri town,ET010116,,<Null>,,2019/08/19,2020/10/08,,38.13713681200,13.57373132700
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Mecha,ET030704,,<Null>,,2019/08/19,2020/10/08,,37.08041153800,11.47071118900
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Meda Welabu,ET041113,,<Null>,,2019/08/19,2020/10/08,,40.06422149000,5.62209640000
Ethiopia,ET,Afar,ET02,Kilbati /Zone2,ET0202,Megale,ET020204,,<Null>,,2019/08/19,2020/10/08,,39.96529475200,12.68152321200
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Mehal Sayint,ET030419,,<Null>,,2019/08/19,2020/10/08,,38.64226291300,10.93568627400
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Mehale Meda town,ET030597,,<Null>,,2019/08/19,2020/10/08,,39.65927891500,10.31228038900
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Mekan Eyesuse,ET030298,,<Null>,,2019/08/19,2020/10/08,,38.07424139800,11.65216653500
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Mekane Selame,ET030498,,<Null>,,2019/08/19,2020/10/08,,38.77508048800,10.75326338400
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Mekdela,ET030421,,<Null>,,2019/08/19,2020/10/08,,38.93409878500,11.24277283700
Ethiopia,ET,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,,<Null>,,2019/08/19,2020/10/08,,39.48094315200,13.50243918100
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Meket,ET030304,,<Null>,,2019/08/19,2020/10/08,,38.73487952900,11.82538348500
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Mekhoni town,ET010412,,<Null>,,2019/08/19,2020/10/08,,39.64320445700,12.79620049200
Ethiopia,ET,Oromia,ET04,Buno Bedele,ET0416,Meko,ET041618,,<Null>,,2019/08/19,2020/10/08,,35.99595215300,8.73673807400
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,Melekoza,ET071501,,<Null>,,2019/08/19,2020/10/08,,36.59259483100,6.47879226600
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Melka Balo,ET041012,,<Null>,,2019/08/19,2020/10/08,,41.32756709000,8.89736545500
Ethiopia,ET,Oromia,ET04,West Guji,ET0415,Melka Soda,ET041518,,<Null>,,2019/08/19,2020/10/08,,38.61846417200,5.41262269300
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,Melo Gada,ET071509,,<Null>,,2019/08/19,2020/10/08,,36.83624204900,6.60056938200
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Mena (Bale),ET041112,,<Null>,,2019/08/19,2020/10/08,,40.04724358300,6.26653071900
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Mena (Jimma),ET040406,,<Null>,,2019/08/19,2020/10/08,,36.76015216500,7.78104096600
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Mena Meketewa,ET030213,,<Null>,,2019/08/19,2020/10/08,,38.32154597500,12.11553372200
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Mendi town,ET040198,,<Null>,,2019/08/19,2020/10/08,,35.10235456900,9.80065067900
Ethiopia,ET,Benishangul Gumz,ET06,Asosa,ET0603,Menge,ET060301,,<Null>,,2019/08/19,2020/10/08,,34.84244425500,10.39348275500
Ethiopia,ET,Gambela,ET12,Majang,ET1203,Mengesh,ET120308,,<Null>,,2019/08/19,2020/10/08,,35.07982507700,7.43710892200
Ethiopia,ET,SNNP,ET07,Mirab Omo,ET0718,Menit Goldiye,ET071802,,<Null>,,2019/08/19,2020/10/08,,35.95467935300,6.81509911100
Ethiopia,ET,SNNP,ET07,Mirab Omo,ET0718,Menit Shasha,ET071804,,<Null>,,2019/08/19,2020/10/08,,35.86204926100,6.46670360100
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Menze Gera Midir,ET030505,,<Null>,,2019/08/19,2020/10/08,,39.72180576400,10.39317013100
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Menze Keya Gabriel,ET030521,,<Null>,,2019/08/19,2020/10/08,,39.36731575600,10.18215219100
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Menze Lalo Midir,ET030522,,<Null>,,2019/08/19,2020/10/08,,39.51497122700,10.13175156100
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Menze Mama Midir,ET030509,,<Null>,,2019/08/19,2020/10/08,,39.64804210900,10.10883495100
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Merawi town,ET030797,,<Null>,,2019/08/19,2020/10/08,,37.15962931900,11.41595206700
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Merhabete,ET030502,,<Null>,,2019/08/19,2020/10/08,,39.12426601200,10.09433437600
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Mersa town,ET030397,,<Null>,,2019/08/19,2020/10/08,,39.65865463700,11.66434032500
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Merti,ET040801,,<Null>,,2019/08/19,2020/10/08,,39.83948441600,8.52908675600
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Mesela,ET040904,,<Null>,,2019/08/19,2020/10/08,,41.17839174900,8.98730285300
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Meskan,ET070106,,<Null>,,2019/08/19,2020/10/08,,38.31685452400,8.14382266900
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Meta,ET041009,,<Null>,,2019/08/19,2020/10/08,,41.60988328800,9.40406909100
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Meta Robi,ET040514,,<Null>,,2019/08/19,2020/10/08,,38.23461602700,9.34724485700
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Meta Walkite,ET040594,,<Null>,,2019/08/19,2020/10/08,,38.23524418800,9.57705929400
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Metehara town,ET040799,,<Null>,,2019/08/19,2020/10/08,,39.92119821400,8.89815402500
Ethiopia,ET,Amhara,ET03,West Gondar,ET0312,Metema,ET031213,,<Null>,,2019/08/19,2020/10/08,,36.55004625100,12.80113164900
Ethiopia,ET,Amhara,ET03,West Gondar,ET0312,Metema Yohanes town,ET031224,,<Null>,,2019/08/19,2020/10/08,,36.16735769900,12.93868720300
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Metu town,ET040320,,<Null>,,2019/08/19,2020/10/08,,35.58339682800,8.30344227000
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Metu Zuria,ET040310,,<Null>,,2019/08/19,2020/10/08,,35.42167891000,8.35262746500
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Meyu Muleke,ET041018,,<Null>,,2019/08/19,2020/10/08,,41.88262291900,8.50201106800
Ethiopia,ET,Somali,ET05,Erer,ET0504,Meyumuluka,ET050408,,<Null>,,2019/08/19,2020/10/08,,42.06976400000,8.33356575700
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Michakel,ET030609,,<Null>,,2019/08/19,2020/10/08,,37.54291473600,10.49258881400
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Mida Kegn,ET040504,,<Null>,,2019/08/19,2020/10/08,,37.56904534600,9.20074568800
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Mida Woremo,ET030501,,<Null>,,2019/08/19,2020/10/08,,39.00814339200,10.24640830700
Ethiopia,ET,Oromia,ET04,East Hararge,ET0410,Midhaga Tola,ET041014,,<Null>,,2019/08/19,2020/10/08,,42.20608686500,8.75843746700
Ethiopia,ET,Amhara,ET03,West Gondar,ET0312,Midre Genet,ET031223,,<Null>,,2019/08/19,2020/10/08,,36.46439616200,13.69571833500
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Mierab Azenet Berbere,ET072004,,<Null>,,2019/08/19,2020/10/08,,37.93199361300,7.76671838000
Ethiopia,ET,Oromia,ET04,West Hararge,ET0409,Mieso,ET040901,,<Null>,,2019/08/19,2020/10/08,,40.68641808600,9.27496216700
Ethiopia,ET,Somali,ET05,Siti,ET0501,Miesso,ET050107,,<Null>,,2019/08/19,2020/10/08,,40.77300263900,9.56308100700
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Mile,ET020105,,<Null>,,2019/08/19,2020/10/08,,40.73104130000,11.48039034400
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Minjar Shenkora,ET030518,,<Null>,,2019/08/19,2020/10/08,,39.49717758600,8.91816487500
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Mirab Abaya,ET071005,,<Null>,,2019/08/19,2020/10/08,,37.73524014400,6.31788417400
Ethiopia,ET,Amhara,ET03,West Gondar,ET0312,Mirab Armacho,ET031206,,<Null>,,2019/08/19,2020/10/08,,36.39558308500,13.41428768400
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Mirab Badowach,ET070209,,<Null>,,2019/08/19,2020/10/08,,37.81575351500,7.13388060900
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Mirab Soro,ET070217,,<Null>,,2019/08/19,2020/10/08,,37.46238504300,7.38118866100
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Misha,ET070201,,<Null>,,2019/08/19,2020/10/08,,37.81251543000,7.67587697700
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Misirak Silti,ET072013,,<Null>,,2019/08/19,2020/10/08,,38.38223970900,7.96054593500
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Misrak Azenet Berbere,ET072007,,<Null>,,2019/08/19,2020/10/08,,38.02377859900,7.79977411700
Ethiopia,ET,SNNP,ET07,Hadiya,ET0702,Misrak Badawacho,ET070205,,<Null>,,2019/08/19,2020/10/08,,38.04698980300,7.20887664800
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Misrak Meskan,ET070118,,<Null>,,2019/08/19,2020/10/08,,38.48806686400,8.10409464100
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Mito,ET072012,,<Null>,,2019/08/19,2020/10/08,,38.40324315700,7.72573273500
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Miyo,ET041216,,<Null>,,2019/08/19,2020/10/08,,38.56404021700,3.84302651000
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Mizan Aman town,ET071107,,<Null>,,2019/08/19,2020/10/08,,35.55238621000,6.95108129800
Ethiopia,ET,Benishangul Gumz,ET06,Kemashi,ET0604,Mizyiga,ET060405,,<Null>,,2019/08/19,2020/10/08,,36.37538088300,9.42064139000
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Mojan Wedera,ET030511,,<Null>,,2019/08/19,2020/10/08,,39.52970202100,9.92819872300
Ethiopia,ET,Oromia,ET04,East Shewa,ET0407,Mojo Town,ET040797,,<Null>,,2019/08/19,2020/10/08,,39.11383614200,8.55874166700
Ethiopia,ET,Amhara,ET03,North Shewa (AM),ET0305,Moretna Jiru,ET030504,,<Null>,,2019/08/19,2020/10/08,,39.15447943400,9.94278729200
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Mota Town,ET030694,,<Null>,,2019/08/19,2020/10/08,,37.87700348200,11.08125837800
Ethiopia,ET,Oromia,ET04,Borena,ET0412,Moyale (OR),ET041210,,<Null>,,2019/08/19,2020/10/08,,39.23292666800,3.88018332700
Ethiopia,ET,Somali,ET05,Daawa,ET0511,Moyale (SM),ET051103,,<Null>,,2019/08/19,2020/10/08,,39.63408190000,4.06929766900
Ethiopia,ET,Somali,ET05,Daawa,ET0511,Mubarek,ET051187,,<Null>,,2019/08/19,2020/10/08,,40.21739847500,4.39391518000
Ethiopia,ET,SNNP,ET07,Guraghe,ET0701,Muhur Na Aklil,ET070112,,<Null>,,2019/08/19,2020/10/08,,38.18991975700,8.18350594800
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Mulo,ET042016,,<Null>,,2019/08/19,2020/10/08,,38.57415393500,9.28594838100
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Munessa,ET040817,,<Null>,,2019/08/19,2020/10/08,,38.98351766400,7.52676048100
Ethiopia,ET,Somali,ET05,Shabelle,ET0506,Mustahil,ET050606,,<Null>,,2019/08/19,2020/10/08,,44.65158204500,5.19929955800
Ethiopia,ET,Tigray,ET01,Central,ET0102,Naeder,ET010209,,<Null>,,2019/08/19,2020/10/08,,38.79308998200,13.91618571200
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Nefas Mewicha town,ET030215,,<Null>,,2019/08/19,2020/10/08,,38.46949125600,11.73289885000
Ethiopia,ET,Addis Ababa,ET14,Region 14,ET1401,Nefas Silk,ET140102,,<Null>,,2019/08/19,2020/10/08,,38.73053284500,8.95314628500
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Negele town,ET041414,,<Null>,,2019/08/19,2020/10/08,,39.58378116000,5.33801271200
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Nejo,ET040102,,<Null>,,2019/08/19,2020/10/08,,35.59168296700,9.56729040600
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Nejo town,ET040199,,<Null>,,2019/08/19,2020/10/08,,35.50567123800,9.50225099000
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Nekemte town,ET040297,,<Null>,,2019/08/19,2020/10/08,,36.53001152000,9.06985506700
Ethiopia,ET,Oromia,ET04,West Arsi,ET0417,Nenesebo,ET041709,,<Null>,,2019/08/19,2020/10/08,,39.20575906900,6.58281983000
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Neqsege,ET010403,,<Null>,,2019/08/19,2020/10/08,,39.34606086200,12.75121460700
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Nole Kaba,ET040115,,<Null>,,2019/08/19,2020/10/08,,35.78509930800,8.80474208400
Ethiopia,ET,Oromia,ET04,West Shewa,ET0405,Nono,ET040508,,<Null>,,2019/08/19,2020/10/08,,37.43883134800,8.52212697200
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Nono Benja,ET040499,,<Null>,,2019/08/19,2020/10/08,,37.08889234900,8.66784717800
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,North Ari,ET070703,,<Null>,,2019/08/19,2020/10/08,,36.64994335900,6.17541032600
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Nunu Kumba,ET040215,,<Null>,,2019/08/19,2020/10/08,,36.72002703800,8.71292325500
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,Nyngatom,ET070708,,<Null>,,2019/08/19,2020/10/08,,35.99317674900,5.12655284200
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,O'yida,ET071506,Oyida,<Null>,,2019/08/19,2020/10/08,,36.81565307200,6.19413732300
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Odo Shakiso,ET041405,,<Null>,,2019/08/19,2020/10/08,,38.81776402200,5.76051624200
Ethiopia,ET,SNNP,ET07,Wolayita,ET0706,Ofa,ET070607,,<Null>,,2019/08/19,2020/10/08,,37.53149822900,6.66876868100
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Ofla,ET010408,,<Null>,,2019/08/19,2020/10/08,,39.43584385600,12.56030067000
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Omo Beyam,ET040491,,<Null>,,2019/08/19,2020/10/08,,37.26926647700,7.45234455100
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Omo Nada,ET040411,,<Null>,,2019/08/19,2020/10/08,,37.20162073300,7.63679392200
Ethiopia,ET,Benishangul Gumz,ET06,Metekel,ET0602,Pawe,ET060206,,<Null>,,2019/08/19,2020/10/08,,36.40924940900,11.29768491500
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Police Maret,ET150114,,<Null>,,2019/08/19,2020/10/08,,41.86774982300,9.63911535800
Ethiopia,ET,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,,<Null>,,2019/08/19,2020/10/08,,39.63075615300,3.75186122400
Ethiopia,ET,Amhara,ET03,West Gondar,ET0312,Quara,ET031214,,<Null>,,2019/08/19,2020/10/08,,35.87987237800,12.26189737000
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Quarit,ET030706,,<Null>,,2019/08/19,2020/10/08,,37.44196416700,10.97515014200
Ethiopia,ET,Somali,ET05,Erer,ET0504,Qubi,ET050497,,<Null>,,2019/08/19,2020/10/08,,41.96818609500,7.68569866900
Ethiopia,ET,Tigray,ET01,Central,ET0102,Rama,ET010214,,Adi Arebate,,2019/08/19,2020/10/08,,38.76572367000,14.37433370900
Ethiopia,ET,SNNP,ET07,Gedeo,ET0705,Rape,ET070509,,<Null>,,2019/08/19,2020/10/08,,38.33803245400,6.18616332900
Ethiopia,ET,Somali,ET05,Afder,ET0508,Raso,ET050809,,<Null>,,2019/08/19,2020/10/08,,41.90364550300,6.50942242000
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Raya Alamata,ET010407,,<Null>,,2019/08/19,2020/10/08,,39.49726479900,12.39263393000
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Raya Azebo,ET010406,,<Null>,,2019/08/19,2020/10/08,,39.76630143000,12.80671717800
Ethiopia,ET,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,,<Null>,,2019/08/19,2020/10/08,,39.62443042000,12.00679937500
Ethiopia,ET,Oromia,ET04,East Bale,ET0421,Rayitu,ET042104,,<Null>,,2019/08/19,2020/10/08,,41.45729831800,6.79057581500
Ethiopia,ET,Oromia,ET04,Arsi,ET0408,Robe,ET040812,,<Null>,,2019/08/19,2020/10/08,,39.79985928400,7.67196188400
Ethiopia,ET,Oromia,ET04,Bale,ET0411,Robe Town,ET041119,,<Null>,,2019/08/19,2020/10/08,,40.02473774000,7.12547231500
Ethiopia,ET,Oromia,ET04,Guji,ET0414,Saba Boru,ET041412,,<Null>,,2019/08/19,2020/10/08,,39.05924604200,5.39451570700
Ethiopia,ET,Dire Dawa,ET15,Dire Dawa urban,ET1501,Sabian,ET150103,,<Null>,,2019/08/19,2020/10/08,,41.83489196300,9.62689933100
Ethiopia,ET,Tigray,ET01,Eastern,ET0103,Saesie,ET010303,,<Null>,,2019/08/19,2020/10/08,,39.62771945300,14.26594979400
Ethiopia,ET,Somali,ET05,Nogob,ET0510,Sagag,ET051005,,<Null>,,2019/08/19,2020/10/08,,42.90281070000,7.61063578100
Ethiopia,ET,Tigray,ET01,South Eastern,ET0106,Saharti,ET010601,,<Null>,,2019/08/19,2020/10/08,,39.16499792900,13.38169275600
Ethiopia,ET,Amhara,ET03,Wag Hamra,ET0308,Sahila,ET030806,,<Null>,,2019/08/19,2020/10/08,,38.49771013700,12.93597208900
Ethiopia,ET,Somali,ET05,Nogob,ET0510,Salahad,ET051004,,<Null>,,2019/08/19,2020/10/08,,42.22396566100,7.12038226900
Ethiopia,ET,SNNP,ET07,South Omo,ET0707,Salamago,ET070701,,<Null>,,2019/08/19,2020/10/08,,36.16515041100,5.95121939100
Ethiopia,ET,Oromia,ET04,Ilu Aba Bora,ET0403,Sale Nono,ET040313,,<Null>,,2019/08/19,2020/10/08,,35.18842299900,7.88876126200
Ethiopia,ET,Afar,ET02,Awsi /Zone 1,ET0201,Samera Logiya town,ET020198,,<Null>,,2019/08/19,2020/10/08,,40.97497837900,11.75600069800
Ethiopia,ET,Tigray,ET01,South Eastern,ET0106,Samre,ET010606,,<Null>,,2019/08/19,2020/10/08,,39.18121865400,13.12557198700
Ethiopia,ET,Afar,ET02,Hari /Zone 5,ET0205,Samurobi,ET020502,,Samurobi Gelealo,,2019/08/19,2020/10/08,,40.14481303300,9.87390060300
Ethiopia,ET,SNNP,ET07,Siltie,ET0720,Sankura,ET072006,,<Null>,,2019/08/19,2020/10/08,,38.16869878900,7.54700138900
Ethiopia,ET,Oromia,ET04,East Wellega,ET0402,Sasiga,ET040211,,<Null>,,2019/08/19,2020/10/08,,36.38175211100,9.22821062300
Ethiopia,ET,SNNP,ET07,Gofa,ET0715,Sawla town,ET071507,,<Null>,,2019/08/19,2020/10/08,,36.89087556200,6.29414577600
Ethiopia,ET,Amhara,ET03,South Wello,ET0304,Sayint,ET030411,,<Null>,,2019/08/19,2020/10/08,,38.77604864800,11.09918234900
Ethiopia,ET,SNNP,ET07,Kefa,ET0709,Saylem,ET070901,,<Null>,,2019/08/19,2020/10/08,,35.79000937800,7.80727303600
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Sayo,ET041805,,<Null>,,2019/08/19,2020/10/08,,34.82077247400,8.44209326600
Ethiopia,ET,Oromia,ET04,West Wellega,ET0401,Sayo Nole,ET040118,,<Null>,,2019/08/19,2020/10/08,,35.58154380000,8.83875687500
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Sebeta Hawas,ET042006,,<Null>,,2019/08/19,2020/10/08,,38.58189661200,8.77965911900
Ethiopia,ET,Oromia,ET04,Finfine Special,ET0420,Sebeta town,ET042009,,<Null>,,2019/08/19,2020/10/08,,38.64396324300,8.91301874500
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Sedae,ET030619,,<Null>,,2019/08/19,2020/10/08,,38.19409788600,11.06049212700
Ethiopia,ET,Benishangul Gumz,ET06,Kemashi,ET0604,Sedal,ET060402,,<Null>,,2019/08/19,2020/10/08,,35.07803413800,10.56939431700
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Sede Muja,ET030214,,<Null>,,2019/08/19,2020/10/08,,38.46937606400,11.39652807900
Ethiopia,ET,Oromia,ET04,South West Shewa,ET0413,Seden Sodo,ET041310,,<Null>,,2019/08/19,2020/10/08,,38.29067140000,8.42640865700
Ethiopia,ET,Oromia,ET04,Kelem Wellega,ET0418,Sedi Chenka,ET041812,,<Null>,,2019/08/19,2020/10/08,,35.08775931800,8.79560775200
Ethiopia,ET,SNNP,ET07,Konso,ET0713,Segen Zuria,ET071302,,<Null>,,2019/08/19,2020/10/08,,37.55906679000,5.49585085300
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Seka Chekorsa,ET040409,,<Null>,,2019/08/19,2020/10/08,,36.70513606000,7.53700763800
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,,<Null>,,2019/08/19,2020/10/08,,37.20891827300,11.00083797500
Ethiopia,ET,Oromia,ET04,Jimma,ET0404,Sekoru,ET040403,,<Null>,,2019/08/19,2020/10/08,,37.50750058200,8.11513439700
Ethiopia,ET,Amhara,ET03,Wag Hamra,ET0308,Sekota,ET030802,,<Null>,,2019/08/19,2020/10/08,,38.88913156200,12.66622752200
Ethiopia,ET,Amhara,ET03,Wag Hamra,ET0308,Sekota town,ET030807,,<Null>,,2019/08/19,2020/10/08,,39.03628405100,12.61841196800
Ethiopia,ET,SNNP,ET07,Gamo,ET0710,Selamber town,ET071003,,<Null>,,2019/08/19,2020/10/08,,37.45778251600,6.47379182200
Ethiopia,ET,Tigray,ET01,North Western,ET0101,Selekleka,ET010109,,Laelay Koraro,,2019/08/19,2020/10/08,,38.45098216300,14.16006898600
Ethiopia,ET,Tigray,ET01,Southern,ET0104,Selewa,ET010401,,<Null>,,2019/08/19,2020/10/08,,39.33227453800,13.00195235200
Ethiopia,ET,Amhara,ET03,South Gondar,ET0302,Semada,ET030207,,<Null>,,2019/08/19,2020/10/08,,38.30261052000,11.29608245400
Ethiopia,ET,Amhara,ET03,West Gojam,ET0307,Semen Achefer,ET030701,,<Null>,,2019/08/19,2020/10/08,,36.95510585100,11.70618705400
Ethiopia,ET,SNNP,ET07,Bench Sheko,ET0711,Semen Bench,ET071105,,<Null>,,2019/08/19,2020/10/08,,35.64117545200,7.03344391900
Ethiopia,ET,Amhara,ET03,East Gojam,ET0306,Senan,ET030616,,<Null>,,2019/08/19,2020/10/08,,37.76893568800,10.54584072000
