country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
US,AK,aleutians east,63.588753,-154.493062,ICU,1000HAB,0.000000,3338,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,aleutians west,63.588753,-154.493062,ICU,1000HAB,0.000000,5784,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,anchorage,63.588753,-154.493062,ICU,1000HAB,0.244782,298225,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,bethel,63.588753,-154.493062,ICU,1000HAB,0.000000,17957,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,bristol bay,63.588753,-154.493062,ICU,1000HAB,0.000000,917,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,denali,63.588753,-154.493062,ICU,1000HAB,0.000000,2303,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,dillingham,63.588753,-154.493062,ICU,1000HAB,0.000000,4974,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,fairbanks north star,63.588753,-154.493062,ICU,1000HAB,0.129960,100031,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,haines,63.588753,-154.493062,ICU,1000HAB,0.000000,2537,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,hoonah-angoon,63.588753,-154.493062,ICU,1000HAB,0.000000,2146,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,juneau,63.588753,-154.493062,ICU,1000HAB,0.277487,32434,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,AK,kenai peninsula,63.588753,-154.493062,ICU,1000HAB,0.103518,57961,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
