country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
DE,BB,havelland-fläming,52.4125,12.5316,ICU,1000HAB,0.364404,625680,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,lausitz-spreewald,52.4125,12.5316,ICU,1000HAB,0.421587,483886,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,oderland-spree,52.4125,12.5316,ICU,1000HAB,0.245911,431050,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,prignitz-oberhavel,52.4125,12.5316,ICU,1000HAB,0.27989,385866,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BB,uckermark-barnim,52.4125,12.5316,ICU,1000HAB,0.326046,303638,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BE,berlin,52.52,13.405,ICU,1000HAB,0.76917,3769000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BW,,48.6616,9.3501,ICU,1000HAB,0.294683,11069533,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,allgäu,48.7904,11.4979,ICU,1000HAB,0.209635,467479,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,augsburg,48.7904,11.4979,ICU,1000HAB,0.196453,855165,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,bayerischer untermain,48.7904,11.4979,ICU,1000HAB,0.224449,302964,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,donau-iller,48.7904,11.4979,ICU,1000HAB,0.208269,484949,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,donau-wald,48.7904,11.4979,ICU,1000HAB,0.256923,650000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,ingolstadt,48.7904,11.4979,ICU,1000HAB,0.320833,480000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,landshut,48.7904,11.4979,ICU,1000HAB,0.187125,470273,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,main-rhön,48.7904,11.4979,ICU,1000HAB,0.442271,438645,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,mittelfranken,48.7904,11.4979,ICU,1000HAB,0.269364,1730000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,münchen,48.7904,11.4979,ICU,1000HAB,0.335562,2768488,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberfranken-ost,48.7904,11.4979,ICU,1000HAB,0.338641,507913,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberfranken-west,48.7904,11.4979,ICU,1000HAB,0.222973,592000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberland,48.7904,11.4979,ICU,1000HAB,0.321759,432000,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,oberpfalz-nord,48.7904,11.4979,ICU,1000HAB,0.243368,501298,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,regensburg,48.7904,11.4979,ICU,1000HAB,0.501407,596322,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,südostoberbayern,48.7904,11.4979,ICU,1000HAB,0.547492,379914,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,westmittelfranken,48.7904,11.4979,ICU,1000HAB,0.180461,410062,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,BY,würzburg,48.7904,11.4979,ICU,1000HAB,0.560474,378251,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,HB,,53.1334,8.7585,ICU,1000HAB,0.430463,682986,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,HE,,50.6521,9.1624,ICU,1000HAB,0.294455,6265809,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,HH,,53.5511,9.9937,ICU,1000HAB,0.43559,1841179,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,MV,,53.6127,12.4296,ICU,1000HAB,0.629941,1609675,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,braunschweig,52.6367,9.8451,ICU,1000HAB,0.275738,1051724,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,bremen-umland,52.6367,9.8451,ICU,1000HAB,0.149166,435757,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,bremerhaven,52.6367,9.8451,ICU,1000HAB,0.379137,287495,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,emsland,52.6367,9.8451,ICU,1000HAB,0.286069,461427,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,göttingen,52.6367,9.8451,ICU,1000HAB,0.607462,322654,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,hamburg-umland-süd,52.6367,9.8451,ICU,1000HAB,0.282888,530245,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,hannover,52.6367,9.8451,ICU,1000HAB,0.349803,1346472,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,hildesheim,52.6367,9.8451,ICU,1000HAB,0.444546,425153,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,lüneburg,52.6367,9.8451,ICU,1000HAB,0.735294,156400,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,oldenburg,52.6367,9.8451,ICU,1000HAB,0.296775,461629,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,osnabrück,52.6367,9.8451,ICU,1000HAB,1.214752,196748,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,ost-friesland,52.6367,9.8451,ICU,1000HAB,0.266006,469915,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NI,südheide,52.6367,9.8451,ICU,1000HAB,0.2322,318691,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,NW,,51.4332,7.6616,ICU,1000HAB,0.685677,17932651,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
DE,RP,,50.1183,7.309,ICU,1000HAB,0.328776,4084844,2017,kaggle,https://www.kaggle.com/manuelblechschmidt/icu-beds-in-germany
