Region,Sub Region,Country,Drug Group,Drug,Year,Country Code,download,Latest Year,Clear,Kg Equivalent,Latest Year Kg Value,Metring Tons,Number of Records
Europe,Western and Central Europe,Portugal,Cannabis-type,Cannabis seed,2015,POR,,2019,1,0.69611,,0.00069611,1
Europe,Western and Central Europe,Switzerland,Cannabis-type,Cannabis seed,2015,SWI,,2019,1,0.253979994,,0.000253980,1
Europe,Western and Central Europe,Switzerland,Cannabis-type,Cannabis seed,2015,SWI,,2019,1,605,,0.605,1
Europe,Western and Central Europe,Andorra,Cannabis-type,Hashish (resin),2015,AND,,2019,1,0.002835000,,2.835000113e-06,1
Europe,Western and Central Europe,Andorra,Cannabis-type,Hashish (resin),2015,AND,,2019,1,0.94635,,0.00094635,1
Europe,Western and Central Europe,Austria,Cannabis-type,Hashish (resin),2015,AUS,,2019,1,286.93,,0.28693,1
Europe,Western and Central Europe,Belgium,Cannabis-type,Hashish (resin),2015,BEL,,2019,1,7045.41,,7.04541,1
Europe,Western and Central Europe,Cyprus,Cannabis-type,Hashish (resin),2015,CYP,,2019,1,3.262,,0.003262,1
Europe,Western and Central Europe,Czechia,Cannabis-type,Hashish (resin),2015,CEH,,2019,1,7.56,,0.00756,1
Europe,Western and Central Europe,Denmark,Cannabis-type,Hashish (resin),2015,DEN,,2019,1,3618.8,,3.6188,1
Europe,Western and Central Europe,Estonia,Cannabis-type,Hashish (resin),2015,EST,,2019,1,811.92,,0.81192,1
Europe,Western and Central Europe,Finland,Cannabis-type,Hashish (resin),2015,FIN,,2019,1,63,,0.063,1
Europe,Western and Central Europe,France,Cannabis-type,Hashish (resin),2015,FRA,,2019,1,60790,,60.79,1
Europe,Western and Central Europe,Germany,Cannabis-type,Hashish (resin),2015,GER,,2017,1,1598.87,,1.59887,1
Europe,Western and Central Europe,Greece,Cannabis-type,Hashish (resin),2015,GRE,,2019,1,329.903,,0.329903,1
Europe,Western and Central Europe,Hungary,Cannabis-type,Hashish (resin),2015,HUN,,2019,1,18.15,,0.01815,1
Europe,Western and Central Europe,Iceland,Cannabis-type,Hashish (resin),2015,ICE,,2019,1,9.352721680,,0.009352722,1
Europe,Western and Central Europe,Ireland,Cannabis-type,Hashish (resin),2015,IRE,,2019,1,271.12,,0.27112,1
Europe,Western and Central Europe,Italy,Cannabis-type,Hashish (resin),2015,ITA,,2019,1,0.124740005,,0.000124740,1
Europe,Western and Central Europe,Italy,Cannabis-type,Hashish (resin),2015,ITA,,2019,1,67825.394403999,,67.825394404,1
Europe,Western and Central Europe,Latvia,Cannabis-type,Hashish (resin),2015,LAT,,2019,1,1156.51,,1.15651,1
Europe,Western and Central Europe,Lithuania,Cannabis-type,Hashish (resin),2015,LIT,,2019,1,398.436,,0.398436,1
Europe,Western and Central Europe,Luxembourg,Cannabis-type,Hashish (resin),2015,LUX,,2019,1,1.2,,0.0012,1
Europe,Western and Central Europe,Malta,Cannabis-type,Hashish (resin),2015,MAT,,2018,1,69.924,,0.069924,1
Europe,Western and Central Europe,Netherlands,Cannabis-type,Hashish (resin),2015,NET,,2019,1,844,,0.844,1
Europe,Western and Central Europe,Norway,Cannabis-type,Hashish (resin),2015,NOR,,2019,1,2009.6,,2.0096,1
Europe,Western and Central Europe,Poland,Cannabis-type,Hashish (resin),2015,POL,,2019,1,842.87,,0.84287,1
Europe,Western and Central Europe,Portugal,Cannabis-type,Hashish (resin),2015,POR,,2019,1,2411.98,,2.41198,1
Europe,Western and Central Europe,Slovakia,Cannabis-type,Hashish (resin),2015,SLO,,2019,1,27.15,,0.02715,1
Europe,Western and Central Europe,Slovenia,Cannabis-type,Hashish (resin),2015,SVN,,2019,1,2.542,,0.002542,1
Europe,Western and Central Europe,Spain,Cannabis-type,Hashish (resin),2015,SPA,,2019,1,380360.9,,380.3609,1
Europe,Western and Central Europe,Sweden,Cannabis-type,Hashish (resin),2015,SWE,,2019,1,1065.3,,1.0653,1
Europe,Western and Central Europe,Switzerland,Cannabis-type,Hashish (resin),2015,SWI,,2019,1,0.009450000,,9.450000376e-06,1
Europe,Western and Central Europe,Switzerland,Cannabis-type,Hashish (resin),2015,SWI,,2019,1,216,,0.216,1
Europe,Western and Central Europe,United Kingdom,Cannabis-type,Hashish (resin),2015,UK,,2019,1,7807.3,,7.8073,1
Europe,Western and Central Europe,Andorra,Cannabis-type,Marijuana (herb),2015,AND,,2019,1,0.057,,5.7e-05,1
Europe,Western and Central Europe,Andorra,Cannabis-type,Marijuana (herb),2015,AND,,2019,1,3.1033,,0.0031033,1
Europe,Western and Central Europe,Austria,Cannabis-type,Marijuana (herb),2015,AUS,,2019,1,851.18,,0.85118,1
Europe,Western and Central Europe,Belgium,Cannabis-type,Marijuana (herb),2015,BEL,,2019,1,764.16,,0.76416,1
Europe,Western and Central Europe,Cyprus,Cannabis-type,Marijuana (herb),2015,CYP,,2019,1,225.919,,0.225919,1
Europe,Western and Central Europe,Czechia,Cannabis-type,Marijuana (herb),2015,CEH,,2019,1,655.055,,0.655055,1
Europe,Western and Central Europe,Denmark,Cannabis-type,Marijuana (herb),2015,DEN,,2019,1,590.12,,0.59012,1
Europe,Western and Central Europe,Estonia,Cannabis-type,Marijuana (herb),2015,EST,,2019,1,35.15,,0.03515,1
Europe,Western and Central Europe,Finland,Cannabis-type,Marijuana (herb),2015,FIN,,2019,1,208,,0.208,1
Europe,Western and Central Europe,France,Cannabis-type,Marijuana (herb),2015,FRA,,2019,1,13538,,13.538,1
Europe,Western and Central Europe,Germany,Cannabis-type,Marijuana (herb),2015,GER,,2017,1,3851.88,,3.85188,1
Europe,Western and Central Europe,Greece,Cannabis-type,Marijuana (herb),2015,GRE,,2019,1,2465.68,,2.46568,1
Europe,Western and Central Europe,Hungary,Cannabis-type,Marijuana (herb),2015,HUN,,2019,1,589.55,,0.58955,1
Europe,Western and Central Europe,Iceland,Cannabis-type,Marijuana (herb),2015,ICE,,2019,1,52.049164062,,0.052049164,1
Europe,Western and Central Europe,Ireland,Cannabis-type,Marijuana (herb),2015,IRE,,2019,1,1176.95,,1.17695,1
Europe,Western and Central Europe,Italy,Cannabis-type,Marijuana (herb),2015,ITA,,2019,1,0.5275,,0.0005275,1
Europe,Western and Central Europe,Italy,Cannabis-type,Marijuana (herb),2015,ITA,,2019,1,9313.014664000,,9.313014664,1
Europe,Western and Central Europe,Latvia,Cannabis-type,Marijuana (herb),2015,LAT,,2019,1,58.306,,0.058306,1
Europe,Western and Central Europe,Lithuania,Cannabis-type,Marijuana (herb),2015,LIT,,2019,1,143.32,,0.14332,1
Europe,Western and Central Europe,Luxembourg,Cannabis-type,Marijuana (herb),2015,LUX,,2019,1,12.65,,0.01265,1
Europe,Western and Central Europe,Malta,Cannabis-type,Marijuana (herb),2015,MAT,,2018,1,4.03,,0.00403,1
Europe,Western and Central Europe,Netherlands,Cannabis-type,Marijuana (herb),2015,NET,,2019,1,1917,,1.917,1
Europe,Western and Central Europe,Netherlands,Cannabis-type,Marijuana (herb),2015,NET,,2019,1,13572,,13.572,1
Europe,Western and Central Europe,Norway,Cannabis-type,Marijuana (herb),2015,NOR,,2019,1,257.7,,0.2577,1
Europe,Western and Central Europe,Poland,Cannabis-type,Marijuana (herb),2015,POL,,2019,1,1830.4,,1.8304,1
Europe,Western and Central Europe,Portugal,Cannabis-type,Marijuana (herb),2015,POR,,2019,1,223.73,,0.22373,1
Europe,Western and Central Europe,Slovakia,Cannabis-type,Marijuana (herb),2015,SLO,,2019,1,69.78,,0.06978,1
Europe,Western and Central Europe,Slovenia,Cannabis-type,Marijuana (herb),2015,SVN,,2019,1,487.535,,0.487535,1
Europe,Western and Central Europe,Spain,Cannabis-type,Marijuana (herb),2015,SPA,,2019,1,15915.37,,15.91537,1
Europe,Western and Central Europe,Sweden,Cannabis-type,Marijuana (herb),2015,SWE,,2019,1,1053.5,,1.0535,1
Europe,Western and Central Europe,Switzerland,Cannabis-type,Marijuana (herb),2015,SWI,,2019,1,2.514,,0.002514,1
Europe,Western and Central Europe,Switzerland,Cannabis-type,Marijuana (herb),2015,SWI,,2019,1,1432,,1.432,1
Europe,Western and Central Europe,United Kingdom,Cannabis-type,Marijuana (herb),2015,UK,,2019,1,31131.12,,31.13112,1
Europe,Western and Central Europe,Belgium,Cannabis-type,Non-specified cannabis-type,2015,BEL,,2019,1,5.12,,0.00512,1
Europe,Western and Central Europe,Andorra,Cannabis-type,Other types of cannabis,2015,AND,,2019,1,0,,0,1
Europe,Western and Central Europe,Andorra,Cannabis-type,Other types of cannabis,2015,AND,,2019,1,0.0031,,3.1e-06,1
Europe,Western and Central Europe,Cyprus,Cannabis-type,Other types of cannabis,2015,CYP,,2019,1,0.217,,0.000217,1
Europe,Western and Central Europe,Latvia,Cannabis-type,Other types of cannabis,2015,LAT,,2019,1,0.000469,,4.69e-07,1
Europe,Western and Central Europe,Luxembourg,Cannabis-type,Other types of cannabis,2015,LUX,,2019,1,0.0834,,8.34e-05,1
Europe,Western and Central Europe,Spain,Cannabis-type,Other types of cannabis,2015,SPA,,2019,1,5.2,,0.0052,1
Europe,Western and Central Europe,Greece,Cannabis-type,Synthetic cannabinoids under international control,2015,GRE,,2019,1,0.0965,,9.65e-05,1
Europe,Western and Central Europe,Greece,Cannabis-type,Synthetic cannabinoids under international control,2015,GRE,,2019,1,1.129,,0.001129,1
Europe,Western and Central Europe,Italy,Cannabis-type,Synthetic cannabinoids under international control,2015,ITA,,2019,1,3.88,,0.00388,1
Europe,Eastern Europe,Russian Federation,Cocaine-type,Coca leaf,2015,RUS,,2019,1,0.417,,0.000417,1
Europe,Eastern Europe,Russian Federation,Cocaine-type,Cocaine salts,2015,RUS,,2019,1,954.541,,0.954541,1
Europe,Eastern Europe,Ukraine,Cocaine-type,Cocaine salts,2015,UKR,,2019,1,4.638548,,0.004638548,1
Europe,Eastern Europe,Republic of Moldova,Cocaine-type,Non-specified cocaine,2015,MOL,,2019,1,0.014,,1.4e-05,1
Europe,Eastern Europe,Ukraine,Cocaine-type,Other coca/cocaine type,2015,UKR,,2019,1,0.5,,0.0005,1
Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Coca leaf,2015,BUL,,2019,1,0.5,,0.0005,1
Europe,South-Eastern Europe,Albania,Cocaine-type,Cocaine salts,2015,ALB,,2019,1,27.143,,0.027143,1
Europe,South-Eastern Europe,Bosnia and Herzegovina,Cocaine-type,Cocaine salts,2015,BIH,,2019,1,0.000200000,,2.000000030e-07,1
Europe,South-Eastern Europe,Bosnia and Herzegovina,Cocaine-type,Cocaine salts,2015,BIH,,2019,1,10.504,,0.010504,1
Europe,South-Eastern Europe,Bulgaria,Cocaine-type,Cocaine salts,2015,BUL,,2019,1,9.36,,0.00936,1
Europe,South-Eastern Europe,Croatia,Cocaine-type,Cocaine salts,2015,CRO,,2019,1,15,,0.015,1
Europe,South-Eastern Europe,Kosovo under UNSCR 1244,Cocaine-type,Cocaine salts,2015,KKK,,2015,1,0.54,0.54,0.00054,1
Europe,South-Eastern Europe,Montenegro,Cocaine-type,Cocaine salts,2015,MNE,,2019,1,33.921,,0.033921,1
Europe,South-Eastern Europe,North Macedonia,Cocaine-type,Cocaine salts,2015,MCD,,2019,1,0.07,,7e-05,1
Europe,South-Eastern Europe,Romania,Cocaine-type,Cocaine salts,2015,ROM,,2019,1,71.28635,,0.07128635,1
Europe,South-Eastern Europe,Serbia,Cocaine-type,Cocaine salts,2015,SRB,,2019,1,18.44,,0.01844,1
Europe,South-Eastern Europe,Turkey,Cocaine-type,Cocaine salts,2015,TUR,,2019,1,511.02966,,0.51102966,1
Europe,South-Eastern Europe,Turkey,Cocaine-type,Non-specified cocaine,2015,TUR,,2019,1,45.3432,,0.0453432,1
Europe,Western and Central Europe,France,Cocaine-type,Coca leaf,2015,FRA,,2019,1,198,,0.198,1
Europe,Western and Central Europe,Italy,Cocaine-type,Coca leaf,2015,ITA,,2019,1,0.7292,,0.0007292,1
Europe,Western and Central Europe,Lithuania,Cocaine-type,Coca leaf,2015,LIT,,2019,1,0.063,,6.3e-05,1
Europe,Western and Central Europe,Norway,Cocaine-type,Coca leaf,2015,NOR,,2019,1,0.096,,9.6e-05,1
Europe,Western and Central Europe,Spain,Cocaine-type,Coca leaf,2015,SPA,,2019,1,11.63,,0.01163,1
Europe,Western and Central Europe,Sweden,Cocaine-type,Coca leaf,2015,SWE,,2019,1,1.1,,0.0011,1
Europe,Western and Central Europe,Switzerland,Cocaine-type,Coca leaf,2015,SWI,,2019,1,0.75,,0.00075,1
Europe,Western and Central Europe,Switzerland,Cocaine-type,Coca leaf,2015,SWI,,2019,1,1.12,,0.00112,1
Europe,Western and Central Europe,Italy,Cocaine-type,Coca paste/cocaine base,2015,ITA,,2019,1,0.05,,5e-05,1
Europe,Western and Central Europe,Spain,Cocaine-type,Coca paste/cocaine base,2015,SPA,,2019,1,377.04,,0.37704,1
Europe,Western and Central Europe,Andorra,Cocaine-type,Cocaine salts,2015,AND,,2019,1,0.0399,,3.99e-05,1
Europe,Western and Central Europe,Austria,Cocaine-type,Cocaine salts,2015,AUS,,2019,1,119.68,,0.11968,1
Europe,Western and Central Europe,Belgium,Cocaine-type,Cocaine salts,2015,BEL,,2019,1,17486.61,,17.48661,1
Europe,Western and Central Europe,Cyprus,Cocaine-type,Cocaine salts,2015,CYP,,2019,1,106.929,,0.106929,1
Europe,Western and Central Europe,Czechia,Cocaine-type,Cocaine salts,2015,CEH,,2019,1,120.4,,0.1204,1
Europe,Western and Central Europe,Denmark,Cocaine-type,Cocaine salts,2015,DEN,,2019,1,547.56,,0.54756,1
Europe,Western and Central Europe,Estonia,Cocaine-type,Cocaine salts,2015,EST,,2019,1,4,,0.004,1
Europe,Western and Central Europe,Finland,Cocaine-type,Cocaine salts,2015,FIN,,2019,1,8.5,,0.0085,1
Europe,Western and Central Europe,France,Cocaine-type,Cocaine salts,2015,FRA,,2019,1,10869,,10.869,1
Europe,Western and Central Europe,Germany,Cocaine-type,Cocaine salts,2015,GER,,2019,1,3114.4,,3.1144,1
Europe,Western and Central Europe,Greece,Cocaine-type,Cocaine salts,2015,GRE,,2019,1,101.532,,0.101532,1
Europe,Western and Central Europe,Hungary,Cocaine-type,Cocaine salts,2015,HUN,,2019,1,30.53,,0.03053,1
Europe,Western and Central Europe,Iceland,Cocaine-type,Cocaine salts,2015,ICE,,2019,1,9.737857422,,0.009737857,1
Europe,Western and Central Europe,Ireland,Cocaine-type,Cocaine salts,2015,IRE,,2019,1,203.99,,0.20399,1
Europe,Western and Central Europe,Italy,Cocaine-type,Cocaine salts,2015,ITA,,2019,1,0.078900001,,7.890000118e-05,1
Europe,Western and Central Europe,Italy,Cocaine-type,Cocaine salts,2015,ITA,,2019,1,4046.536678000,,4.046536678,1
Europe,Western and Central Europe,Latvia,Cocaine-type,Cocaine salts,2015,LAT,,2019,1,5.43,,0.00543,1
Europe,Western and Central Europe,Lithuania,Cocaine-type,Cocaine salts,2015,LIT,,2019,1,533.2,,0.5332,1
Europe,Western and Central Europe,Luxembourg,Cocaine-type,Cocaine salts,2015,LUX,,2019,1,4.695,,0.004695,1
Europe,Western and Central Europe,Malta,Cocaine-type,Cocaine salts,2015,MAT,,2019,1,21.236,,0.021236,1
Europe,Western and Central Europe,Netherlands,Cocaine-type,Cocaine salts,2015,NET,,2019,1,0.604,,0.000604,1
Europe,Western and Central Europe,Netherlands,Cocaine-type,Cocaine salts,2015,NET,,2019,1,12009,,12.009,1
Europe,Western and Central Europe,Norway,Cocaine-type,Cocaine salts,2015,NOR,,2019,1,85.6,,0.0856,1
Europe,Western and Central Europe,Poland,Cocaine-type,Cocaine salts,2015,POL,,2019,1,218.61,,0.21861,1
Europe,Western and Central Europe,Portugal,Cocaine-type,Cocaine salts,2015,POR,,2019,1,6028.66,,6.02866,1
Europe,Western and Central Europe,Slovakia,Cocaine-type,Cocaine salts,2015,SLO,,2019,1,2.33,,0.00233,1
Europe,Western and Central Europe,Slovenia,Cocaine-type,Cocaine salts,2015,SVN,,2019,1,2.771,,0.002771,1
Europe,Western and Central Europe,Spain,Cocaine-type,Cocaine salts,2015,SPA,,2019,1,21621,,21.621,1
Europe,Western and Central Europe,Sweden,Cocaine-type,Cocaine salts,2015,SWE,,2019,1,113.9,,0.1139,1
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine salts,2015,SWI,,2019,1,0.004300000,,4.300000064e-06,1
Europe,Western and Central Europe,Switzerland,Cocaine-type,Cocaine salts,2015,SWI,,2019,1,588,,0.588,1
Europe,Western and Central Europe,United Kingdom,Cocaine-type,Cocaine salts,2015,UK,,2019,1,4316.59,,4.31659,1
Europe,Western and Central Europe,Austria,Cocaine-type,Crack,2015,AUS,,2019,1,0.0007,,7e-07,1
Europe,Western and Central Europe,France,Cocaine-type,Crack,2015,FRA,,2019,1,14,,0.014,1
Europe,Western and Central Europe,Germany,Cocaine-type,Crack,2015,GER,,2019,1,0.36,,0.00036,1
Europe,Western and Central Europe,Italy,Cocaine-type,Crack,2015,ITA,,2019,1,0.004200000,,4.200000063e-06,1
Europe,Western and Central Europe,Italy,Cocaine-type,Crack,2015,ITA,,2019,1,1.14156,,0.00114156,1
Europe,Western and Central Europe,Malta,Cocaine-type,Crack,2015,MAT,,2019,1,0.015187,,1.5187e-05,1
Europe,Western and Central Europe,Portugal,Cocaine-type,Crack,2015,POR,,2019,1,0.01748,,1.748e-05,1
Europe,Western and Central Europe,Spain,Cocaine-type,Crack,2015,SPA,,2019,1,7.38,,0.00738,1
Europe,Western and Central Europe,Switzerland,Cocaine-type,Crack,2015,SWI,,2019,1,0.000100000,,1.000000015e-07,1
Europe,Western and Central Europe,Switzerland,Cocaine-type,Crack,2015,SWI,,2019,1,0.01,,1e-05,1
Europe,Western and Central Europe,United Kingdom,Cocaine-type,Crack,2015,UK,,2019,1,46.19,,0.04619,1
Europe,Western and Central Europe,Spain,Cocaine-type,Other coca/cocaine type,2015,SPA,,2019,1,10.73,,0.01073,1
Europe,Eastern Europe,Ukraine,Hallucinogens,LSD,2015,UKR,,2019,1,4.999999874e-08,,4.999999874e-11,1
Europe,Eastern Europe,Ukraine,Hallucinogens,Other Hallucinogens,2015,UKR,,2019,1,0.016142,,1.6142e-05,1
Europe,Eastern Europe,Ukraine,Hallucinogens,Other Hallucinogens,2015,UKR,,2019,1,0.109000002,,0.000109000,1
Europe,South-Eastern Europe,Bosnia and Herzegovina,Hallucinogens,LSD,2015,BIH,,2015,1,4.999999874e-08,4.999999874e-08,4.999999874e-11,1
Europe,South-Eastern Europe,Croatia,Hallucinogens,LSD,2015,CRO,,2019,1,4.869999877e-05,,4.869999877e-08,1
Europe,South-Eastern Europe,Romania,Hallucinogens,LSD,2015,ROM,,2019,1,3.349999915e-06,,3.349999915e-09,1
Europe,South-Eastern Europe,Serbia,Hallucinogens,LSD,2015,SRB,,2019,1,2.499999937e-07,,2.499999937e-10,1
Europe,South-Eastern Europe,Turkey,Hallucinogens,LSD,2015,TUR,,2019,1,5.449999862e-05,,5.449999862e-08,1
Europe,South-Eastern Europe,Bulgaria,Hallucinogens,Other Hallucinogens,2015,BUL,,2019,1,0.15,,0.00015,1
Europe,Western and Central Europe,Andorra,Hallucinogens,LSD,2015,AND,,2018,1,9.999999747e-08,,9.999999747e-11,1
Europe,Western and Central Europe,Austria,Hallucinogens,LSD,2015,AUS,,2019,1,9.239999767e-05,,9.239999767e-08,1
Europe,Western and Central Europe,Belgium,Hallucinogens,LSD,2015,BEL,,2019,1,1.049999973e-05,,1.049999973e-08,1
Europe,Western and Central Europe,Belgium,Hallucinogens,LSD,2015,BEL,,2019,1,1.01,,0.00101,1
Europe,Western and Central Europe,Cyprus,Hallucinogens,LSD,2015,CYP,,2019,1,7.999999798e-07,,7.999999798e-10,1
Europe,Western and Central Europe,Czechia,Hallucinogens,LSD,2015,CEH,,2019,1,4.979999874e-05,,4.979999874e-08,1
Europe,Western and Central Europe,Denmark,Hallucinogens,LSD,2015,DEN,,2019,1,8.704999780e-05,,8.704999780e-08,1
Europe,Western and Central Europe,Finland,Hallucinogens,LSD,2015,FIN,,2019,1,0.000197000,,1.969999950e-07,1
Europe,Western and Central Europe,France,Hallucinogens,LSD,2015,FRA,,2016,1,0.000223900,,2.238999943e-07,1
Europe,Western and Central Europe,Germany,Hallucinogens,LSD,2015,GER,,2017,1,0.003099550,,3.099549922e-06,1
Europe,Western and Central Europe,Greece,Hallucinogens,LSD,2015,GRE,,2019,1,4.059999897e-05,,4.059999897e-08,1
Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,2015,HUN,,2018,1,1.989999950e-05,,1.989999950e-08,1
Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,2015,HUN,,2018,1,0.002,,2e-06,1
Europe,Western and Central Europe,Hungary,Hallucinogens,LSD,2015,HUN,,2018,1,0.004,,4e-06,1
Europe,Western and Central Europe,Ireland,Hallucinogens,LSD,2015,IRE,,2019,1,0.000247850,,2.478499937e-07,1
Europe,Western and Central Europe,Ireland,Hallucinogens,LSD,2015,IRE,,2019,1,0.28356,,0.00028356,1
Europe,Western and Central Europe,Italy,Hallucinogens,LSD,2015,ITA,,2019,1,0.000422250,,4.222499893e-07,1
Europe,Western and Central Europe,Italy,Hallucinogens,LSD,2015,ITA,,2019,1,0.1,,0.0001,1
Europe,Western and Central Europe,Latvia,Hallucinogens,LSD,2015,LAT,,2019,1,3.049999923e-06,,3.049999923e-09,1
Europe,Western and Central Europe,Malta,Hallucinogens,LSD,2015,MAT,,2018,1,4.999999874e-07,,4.999999874e-10,1
Europe,Western and Central Europe,Netherlands,Hallucinogens,LSD,2015,NET,,2019,1,5.269999867e-05,,5.269999867e-08,1
Europe,Western and Central Europe,Norway,Hallucinogens,LSD,2015,NOR,,2018,1,0.000381100,,3.810999904e-07,1
Europe,Western and Central Europe,Portugal,Hallucinogens,LSD,2015,POR,,2019,1,0,,0,1
Europe,Western and Central Europe,Portugal,Hallucinogens,LSD,2015,POR,,2019,1,9.999999747e-08,,9.999999747e-11,1
Europe,Western and Central Europe,Portugal,Hallucinogens,LSD,2015,POR,,2019,1,0.000101050,,1.010499974e-07,1
Europe,Western and Central Europe,Portugal,Hallucinogens,LSD,2015,POR,,2019,1,0.00473,,4.73e-06,1
Europe,Western and Central Europe,Slovenia,Hallucinogens,LSD,2015,SVN,,2018,1,1.699999957e-06,,1.699999957e-09,1
Europe,Western and Central Europe,Spain,Hallucinogens,LSD,2015,SPA,,2019,1,0.000171700,,1.716999957e-07,1
Europe,Western and Central Europe,Sweden,Hallucinogens,LSD,2015,SWE,,2019,1,0.000249650,,2.496499937e-07,1
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,2015,SWI,,2019,1,0.000118500,,1.184999970e-07,1
Europe,Western and Central Europe,Switzerland,Hallucinogens,LSD,2015,SWI,,2019,1,0.09,,9e-05,1
Europe,Western and Central Europe,United Kingdom,Hallucinogens,LSD,2015,UK,,2019,1,0.000242850,,2.428499939e-07,1
Europe,Western and Central Europe,Iceland,Hallucinogens,Non-specified hallucinogens,2015,ICE,,2019,1,0.074100001,,7.410000110e-05,1
Europe,Western and Central Europe,Ireland,Hallucinogens,Non-specified hallucinogens,2015,IRE,,2019,1,0.52356,,0.00052356,1
Europe,Western and Central Europe,Sweden,Hallucinogens,Non-specified hallucinogens,2015,SWE,,2019,1,0.499300007,,0.000499300,1
Europe,Western and Central Europe,Sweden,Hallucinogens,Non-specified hallucinogens,2015,SWE,,2019,1,3.65,,0.00365,1
Europe,Western and Central Europe,Switzerland,Hallucinogens,Non-specified hallucinogens,2015,SWI,,2019,1,0.224600003,,0.000224600,1
Europe,Western and Central Europe,Switzerland,Hallucinogens,Non-specified hallucinogens,2015,SWI,,2019,1,4.45,,0.00445,1
Europe,Western and Central Europe,Belgium,Hallucinogens,Other Hallucinogens,2015,BEL,,2019,1,0.69,,0.00069,1
Europe,Western and Central Europe,Belgium,Hallucinogens,Other Hallucinogens,2015,BEL,,2019,1,19.48,,0.01948,1
Europe,Western and Central Europe,Czechia,Hallucinogens,Other Hallucinogens,2015,CEH,,2019,1,5,,0.005,1
Europe,Western and Central Europe,Ireland,Hallucinogens,Other Hallucinogens,2015,IRE,,2019,1,0.00387,,3.87e-06,1
Europe,Western and Central Europe,Ireland,Hallucinogens,Other Hallucinogens,2015,IRE,,2019,1,0.0411,,4.11e-05,1
Europe,Western and Central Europe,Ireland,Hallucinogens,Other Hallucinogens,2015,IRE,,2019,1,33.113300493,,0.033113300,1
Europe,Western and Central Europe,Italy,Hallucinogens,Other Hallucinogens,2015,ITA,,2019,1,0.003300000,,3.300000049e-06,1
Europe,Western and Central Europe,Italy,Hallucinogens,Other Hallucinogens,2015,ITA,,2019,1,0.008500000,,8.500000127e-06,1
Europe,Western and Central Europe,Italy,Hallucinogens,Other Hallucinogens,2015,ITA,,2019,1,0.3,,0.0003,1
Europe,Western and Central Europe,Italy,Hallucinogens,Other Hallucinogens,2015,ITA,,2019,1,5.93,,0.00593,1
Europe,Western and Central Europe,Norway,Hallucinogens,Other Hallucinogens,2015,NOR,,2018,1,0.004800000,,4.800000072e-06,1
Europe,Western and Central Europe,Norway,Hallucinogens,Other Hallucinogens,2015,NOR,,2018,1,0.525700008,,0.000525700,1
Europe,Western and Central Europe,Poland,Hallucinogens,Other Hallucinogens,2015,POL,,2019,1,3.8,,0.0038,1
Europe,Western and Central Europe,Portugal,Hallucinogens,Other Hallucinogens,2015,POR,,2019,1,0.00677,,6.77e-06,1
Europe,Western and Central Europe,Spain,Hallucinogens,Other Hallucinogens,2015,SPA,,2019,1,0.023000000,,2.300000034e-05,1
Europe,Western and Central Europe,Spain,Hallucinogens,Other Hallucinogens,2015,SPA,,2019,1,0.051200001,,5.120000076e-05,1
Europe,Western and Central Europe,Sweden,Hallucinogens,Other Hallucinogens,2015,SWE,,2019,1,0.3,,0.0003,1
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,2015,SWI,,2019,1,0.000400000,,4.000000060e-07,1
Europe,Western and Central Europe,Switzerland,Hallucinogens,Other Hallucinogens,2015,SWI,,2019,1,1.5,,0.0015,1
Europe,South-Eastern Europe,Turkey,Non-specified,Non-specified,2015,TUR,,2017,1,2.287769949,,0.002287770,1
Europe,Western and Central Europe,Spain,Non-specified,Non-specified,2015,SPA,,2018,1,0.616259986,,0.000616260,1
Europe,Western and Central Europe,Switzerland,Non-specified,Non-specified,2015,SWI,,2018,1,0.002100000,,2.099999953e-06,1
Europe,Western and Central Europe,Switzerland,Non-specified,Non-specified,2015,SWI,,2018,1,0.195929996,,0.000195930,1
Europe,Western and Central Europe,Switzerland,Non-specified,Non-specified,2015,SWI,,2018,1,0.78,,0.00078,1
Europe,Western and Central Europe,Switzerland,Non-specified,Non-specified,2015,SWI,,2018,1,96.7,,0.0967,1
Europe,Western and Central Europe,Spain,Non-specified,Psychotropic substances,2015,SPA,,2018,1,0.019590000,,1.958999956e-05,1
Europe,Eastern Europe,Republic of Moldova,Opioids,Heroin,2015,MOL,,2019,1,139.753,,0.139753,1
Europe,Eastern Europe,Russian Federation,Opioids,Heroin,2015,RUS,,2019,1,1998.789,,1.998789,1
Europe,Eastern Europe,Ukraine,Opioids,Heroin,2015,UKR,,2019,1,804.59,,0.80459,1
Europe,Eastern Europe,Russian Federation,Opioids,Illicit morphine,2015,RUS,,2019,1,1.44,,0.00144,1
Europe,Eastern Europe,Russian Federation,Opioids,Opium,2015,RUS,,2019,1,6.29,,0.00629,1
Europe,Eastern Europe,Ukraine,Opioids,Opium,2015,UKR,,2019,1,0.005,,5e-06,1
Europe,Eastern Europe,Ukraine,Opioids,Opium,2015,UKR,,2019,1,56.67,,0.05667,1
