country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
SE,AB,,59.6025,18.1384,ICU,1000HAB,0.058475,2377081,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,AB,,59.6025,18.1384,TOTAL,1000HAB,2.1,2308000,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,AC,,65.3337,16.5162,ICU,1000HAB,0.107346,270154,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,AC,,65.3337,16.5162,TOTAL,1000HAB,2.7,268465,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,BD,,66.8309,20.3992,ICU,1000HAB,0.059881,250497,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,BD,,66.8309,20.3992,TOTAL,1000HAB,2.3,251295,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,C,,60.0092,17.2715,ICU,1000HAB,0.082369,376354,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,C,,60.0092,17.2715,TOTAL,1000HAB,2.1,368971,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
SE,D,,59.0336,16.7519,ICU,1000HAB,0.037327,294695,2019,icuregswe.org,https://portal.icuregswe.org/seiva/en/Rapport
SE,D,,59.0336,16.7519,TOTAL,1000HAB,2.3,291341,2018,vardenisiffror.se,https://vardenisiffror.se/indikator?graphselected=barchart&metadatameasure=ab0dd634-b383-4233-8c79-16d968488e53&units=06&units=19&units=09&units=01&units=21&units=13&units=03&units=23&units=05&units=25&units=17&units=07&units=10&units=20&units=18&units=08&units=12&units=22&units=14&units=04&units=24&units=se
